DOW Number,Name,Area (ha),LakeMaxDepth (m),MeanDepth (m),GeometryRatio,Cisco
56093100,TAMARACK,158.7,3.3,,10.58,No
56094200,SAND,50.2,8.8,,3.01,No
56094500,ORWELL RESERVOIR,316.5,7.6,,5.53,Yes
56095000,"OLAF, WEST",57.8,18.5,,1.48,No
56099900,,,,,,No
56103900,,,,,,No
56120300,,,,,,No
56155600,COW,6.4,10,,1.58,No
56162700,HOFFMAN,60.7,4.8,,5.72,No
56163100,WALLACE,5,12.8,,1.17,No
56164100,Rusch,39.6,9.7,,2.57,No
57005100,RED LAKE RIVER,54.6,5.4,,4.95,No
58000500,HAY CREEK,35.6,3,0.914355379,8.01,No
58000700,ROCK,31.1,3.3,,7.04,No
58001000,RAZOR,40.4,10.9,5.18134715,2.29,No
58001100,FIVE,8.9,4.2,,4.04,No
58001200,MCGOWAN,8.5,7.3,4.876562024,2.33,No
58001300,GREIGS,21.6,20.7,5.486132277,1.04,No
58001500,KEENE,5.2,5.1,,2.92,No
58001900,KENNEY,6,4.5,2.438281012,3.43,No
58002400,TAMARACK,30.3,14.3,4.571776897,1.63,No
58002800,"TAMARACK, LITTLE",24.2,9.4,,2.34,No
58002900,GRACE,21.4,3.3,1.523925632,6.41,No
58003100,PICKEREL,21.4,3,,7.06,No
58003200,HEADQUARTERS,5.6,2.1,,7.23,No
58003800,NET,55,4.5,,5.95,No
58004500,WILBUR,18.2,4.2,,4.84,No
58004800,OAK,178.9,6,2.438281012,6,No
58005800,MCCORMICK,21.8,5.1,,4.17,No
58006100,UNNAMED,13.7,6,27.43066138,3.15,No
58006200,ISLAND,206.5,12.8,,2.96,No
58006700,STURGEON,568.8,12.1,6.705272783,4,No
58006800,ELEVEN,44.1,14.9,,1.72,No
58006900,TWELVE,23.4,9.4,,2.32,No
58007100,CLOSE,14.5,11.2,4.266991771,1.73,No
58007300,DAGO,43.3,6,,4.2,No
58007600,PASSENGER,28.3,6.7,,3.44,No
58007700,"SLOUGH, BIG",28.7,4.2,,5.42,No
58007800,RUSH,29,11.2,,2.05,No
58008100,SAND,202.8,14.3,5.486132277,2.63,No
58008300,SECOND,17.8,7.6,,2.69,No
58009900,FIRST,32.3,5.4,3.657421518,4.34,No
58010200,Fox,96.7,4.4,,7.09,No
58010400,CLEAR,9.3,11.8,4.266991771,1.46,No
58010600,"MUD, LITTLE",6.8,7.6,,2.12,No
58010700,LONG,30.3,7.3,,3.2,No
58011100,STANTON,38.4,3.6,1.219140506,6.8,No
58011700,ROCK,33.1,9.7,,2.46,No
58011800,DEVILS,7.2,24.3,,0.67,No
58011900,CROSS,381.7,9.1,4.358427309,4.83,No
58012100,GRINDSTONE R.,10.5,3.3,,5.37,No
58012300,GRINDSTONE,212.9,46.6,18.28710759,0.81,Yes
58012500,GRASS,34,2.1,,11.31,No
58012600,ELBOW,41.7,10,,2.52,No
58012700,"BASS, LITTLE",6.6,8.5,3.047851265,1.88,No
58012800,BASS,12.1,3.6,,5.1,No
58012900,Little Pine,30.3,5.1,1.828710759,4.53,No
58013000,"PINE, UPPER",85,4.5,2.743066138,6.64,No
58013100,FISH,33.1,5.4,,4.37,No
58013200,INDIAN,29.5,4.5,,5.1,No
58013600,RHINE,44.9,2.4,,10.61,No
58013700,BASS,76.6,7.3,3.657421518,4.04,No
58013800,"PINE, BIG",156.6,7.6,4.571776897,4.64,No
58014200,POKEGAMA,596.7,7.6,2.98689424,6.48,No
59000100,SPLIT ROCK,32.7,4.8,,4.9,No
59001900,MINNETT KRANTZ,4,6.8,,2.06,No
60000600,POPLAR,30.3,7,4.571776897,3.34,No
60001200,SPRING LAKE,55,10.6,,2.55,No
60001500,WHITEFISH,91.4,5.4,,5.63,No
60002200,MULE JOHN,15.7,25.6,,0.77,No
60002700,CROSS,132.7,5.7,3.657421518,5.86,No
60003200,TURTLE,220.6,3.6,,10.53,No
60005400,MOE,16.5,3.6,,5.51,No
60005500,PERCH,31.9,5.7,2.956415727,4.1,No
60006900,SAND HILL,206.4,5.1,,7.31,No
60013000,STORE,21,5.7,,3.69,No
60013900,,,,,,No
60014200,HILL RIVER,38.8,18.2,,1.36,No
60018900,CAMERON,90.6,2.7,,11.24,No
60020200,SARAH,142.5,8.2,3.870771106,4.19,No
60021400,BADGER,142.9,5.7,,5.97,No
60021700,UNION,297.1,25.2,,1.64,No
60026200,CRYSTAL,41.2,9.1,,2.77,No
60029300,CABLE,57.8,4.2,,6.46,No
60030500,MAPLE,597.9,4.2,,11.58,No
61000600,JOHANNA,641.2,3,2.133495885,16.51,No
61002300,GROVE,153.4,9.4,3.139286803,3.72,No
61003700,LINKA,79.7,15.2,6.705272783,1.96,Yes
61004100,SCANDINAVIAN,171.6,14.9,3.352636391,2.42,No
61006400,AMELIA,368.4,21,6.400487656,2.08,No
61006600,LEVEN,114.5,10,3.962206644,3.25,No
61006700,VILLARD,217,4.8,3.047851265,7.87,No
61007200,GILCHRIST,129.9,7.3,3.047851265,4.61,No
61007800,RENO,1506.8,7,5.18134715,8.88,No
61009200,"HOFF, UPPER",18.2,11.5,,1.78,No
61010100,NELSON,111.3,4.5,3.352636391,7.1,No
61011100,PELICAN,210.1,10.3,3.047851265,3.67,No
61012200,ANN,144.1,4.2,3.657421518,8.12,No
61013000,MINNEWASKA,2878.5,9.7,5.18134715,7.51,Yes
61014900,SIGNALNESS,15.7,4.2,2.468759525,4.67,No
61018000,EMILY,962.3,2.1,1.523925632,26.1,No
62000100,SILVER,29.1,5.4,,4.23,No
62000200,BALD EAGLE,513.5,10.9,4.053642182,4.33,No
62000400,PIGS EYE,254.2,1.2,,32.75,No
62000500,Casey,4.6,1,,13.79,No
62000600,KOHLMAN,29.9,2.7,,8.52,No
62000700,GERVAIS,94.7,12.4,,2.49,No
62001000,KELLER,29.1,2.4,,9.52,No
62001001,SPOON,2.7,1.8,,7.01,No
62001100,Wakefield,9.1,2.8,,6,No
62001300,PHALEN,80.1,27.7,,1.07,No
62001600,BEAVER,26.3,3.3,,6.75,No
62001800,DEEP,21.4,3.3,,6.41,No
62002800,SUCKER,24.6,7.9,,2.81,No
62003400,GOOSE,58.7,1.8,,15.13,No
62003801,"VADNAIS, EAST",159.5,17.6,,2.01,No
62003802,"VADNAIS, WEST",87.4,2.7,,11.14,No
62003900,TWIN,14.3,10,,1.93,No
62004000,,,,,,No
62004600,PLEASANT,236.8,17.6,,2.21,No
62004700,CROSBY,19.4,5.7,0.914355379,3.62,No
62004800,BENNETT,9.3,2.7,,6.36,No
62005400,MCCARRONS,27.5,17.3,,1.31,No
62005500,COMO,27,4.7,,4.82,No
62005600,OWASSO,155.5,11.2,3.413593417,3.13,No
62005700,JOSEPHINE,47.7,13.4,,1.96,No
62005800,"JOHANNA, LITTLE",7.2,8.5,,1.92,No
62006100,TURTLE,165.4,8.5,3.657421518,4.2,No
62006200,CHARLEY,13.3,6.4,,2.98,No
62006700,LONG,74,9.1,,3.2,No
62006900,PIKE,14.1,4.8,,3.97,No
62007300,SNAIL,60.7,9.1,,3.05,No
62007500,ISLAND,24.1,3.3,1.554404145,6.61,No
62007800,JOHANNA,86.2,13.1,5.18134715,2.32,No
62008200,WABASSO,18.7,20.1,,1.03,No
62008300,SILVER,28.1,14.3,,1.6,No
62009500,Evergreen Ponds,7.2,5.4,,2.99,No
62017000,,,,,,No
62020100,"JOSEPHINE, L.",4,7.6,,1.86,No
62023100,LOEB,3.8,8.5,,1.63,No
62023700,NORTH STAR,25.9,1.5,,14.8,No
62027200,GERVAIS MILLPOND,2.8,3.6,,3.54,No
64005800,REDWOOD,25.9,3.3,,6.72,No
64015000,LAURA,8.9,6.4,,2.69,No
65000200,PRESTON,271.2,3.3,2.133495885,12.1,No
65000600,ALLIE,182.5,3.6,2.438281012,10.05,No
66000800,CANNON,644.1,4.5,,11.01,No
66001000,WELLS,256.6,1.2,,32.83,No
66001400,DUDLEY,50.5,18.2,,1.45,No
66001500,,,,,,No
66001800,ROBERDS,253.1,13.1,,3.04,No
66002700,CIRCLE,252.6,4.2,,9.34,No
66002900,FOX,124.6,14.3,,2.33,No
66003100,,,,,,No
66003200,UNION,163.1,3,,11.72,No
66003800,FRENCH,330.3,17,,2.49,No
66003900,MAZASKA,277.3,15.2,3.962206644,2.67,No
66004400,"SAKATAH, LOWER",125.5,2.1,,15.68,No
66004700,HUNT,64.6,8.2,,3.44,No
66004800,Rice,130.7,2,0.761962816,16.55,No
66005000,Caron,164.3,1.2,0.914355379,29.36,No
66005200,CEDAR,325.5,12.8,,3.31,No
66005500,SHIELDS,353,12.8,,3.38,No
66006100,CODY,104,4.2,,7.48,No
66006200,PHELPS,121,2.4,,13.6,No
66009500,LYMAN,3.2,2.1,,6.28,No
67000200,SOUTH MOUND SPRINGS,7.6,2.2,,7.28,No
67001200,HILLS RESERVOIR,4,3.6,,3.87,No
67001300,LUVERNE PIT,4,2.1,,6.64,No
68000400,HAYES,72.8,8.5,3.047851265,3.42,No
69000100,PINE,174,4.2,,8.51,No
69000200,SEVEN BEAVER,570.8,1.5,,32.07,No
69000300,BIRCH,2278.5,7.6,,9.06,Yes
69000400,WHITE IRON,1388.2,14.3,,4.26,Yes
69000500,ALRUSS,11.7,14.6,,1.26,No
69000600,HART,4,3,,4.65,No
69000700,PARADISE,12.1,4.2,,4.37,No
69000800,KING,118.6,2.4,0.914355379,13.53,No
69001100,"PEQUAYWAN, BIG",169.3,10,4.60225541,3.58,No
69001600,SAND,10.9,4.8,,3.72,No
69001800,Schaeffer,14.5,5.1,,3.77,No
69002100,Little Coyote,16.1,4.5,,4.38,No
69002200,MOOSE,25.1,5.1,2.438281012,4.32,No
69002300,INDIAN,23.2,5.7,,3.79,No
69002700,STONE,83.4,5.1,,5.83,No
69002800,"STONE, LITTLE",73.2,5.1,2.743066138,5.64,No
69003000,White,49.4,8.8,2.590673575,3,No
69003600,SALO,55.4,6,,4.47,No
69004000,GEORGE,10.6,5.4,3.047851265,3.29,No
69004100,BASSETT,178.9,6.4,,5.71,No
69004800,ROUND,125.9,1.8,,18.31,No
69005000,BIG,325.9,9.1,,4.64,No
69005400,BLUEBERRY,51.4,1.8,,14.64,No
69005600,LITTLE,24.6,7.3,,3.04,No
69005700,Kangas,8.9,4.5,,3.77,No
69005800,PERCH,44.1,3.9,,6.5,No
69005900,WHISPER,17.6,7.6,,2.69,No
69006100,ONE PINE,146.9,3.9,,8.78,Yes
69006200,HOBO,29.9,4.5,,5.11,No
69006300,BASS,70.4,10.9,,2.64,No
69006400,DRY,33.1,13.4,,1.78,Yes
69006500,MINISTER,21,4.8,,4.39,No
69006600,"LONG, LITTLE",118.6,13.7,,2.4,Yes
69006900,SHAGAWA,959.5,14.6,,3.8,Yes
69007000,LOW,139.6,12.1,,2.81,No
69007100,HIGH,112.1,20.1,,1.61,No
69007501,"HEGMAN, NORTH",40.8,9.1,,2.76,No
69007502,"HEGMAN, SOUTH",44.5,16.7,,1.54,Yes
69007700,JACOB,9.7,15.8,,1.11,No
69007800,MUDRO,38.4,23.1,,1.07,Yes
69007900,PICKET,26.7,2.7,,8.28,No
69008000,NELS,57.8,9.1,,3.01,No
69008100,REGENBOGEN,4.2,10.3,,1.38,No
69008200,GRASSY,86.2,4.5,,6.66,No
69008300,TEE,14.5,7.6,,2.56,No
69008400,SLETTEN,9.7,14,,1.25,No
69008500,FENSKE,42.5,13.1,,1.94,Yes
69008600,"SLETTEN, LITTLE",6.8,9.7,,1.66,Yes
69008900,BEAR TRAP,49.3,11.5,,2.28,Yes
69009000,SINNEEG,63.5,9.7,,2.89,No
69009200,GULL,68.4,3.9,,7.25,No
69009300,GUN,136.4,17.3,,1.96,No
69009400,FAIRY,61.1,5.7,,4.82,No
69009500,HOME,34.4,7.3,,3.31,No
69009600,ANGLEWORM,58.2,3.3,,8.24,No
69010000,BOOT,126.7,8.2,,4.07,Yes
69011100,SMITH,72.8,15.5,,1.87,Yes
69011300,BIG BEAR,52.6,4.5,,5.89,No
69011400,CADOTTE,131.5,5.4,3.444071929,6.17,No
69011500,BEAR ISLAND,951.8,18.8,,2.93,Yes
69011600,MITCHELL,97.5,11.5,,2.71,No
69011700,JOHNSON,188.2,5.4,,6.75,No
69011800,BURNTSIDE,2890.2,38.4,,1.9,Yes
69011900,FIRST,17,9.1,,2.22,No
69012000,EVERETT,44.1,4.5,,5.63,No
69012100,IRON,749.3,18.2,,2.86,Yes
69012200,NORMANNA,0.6,8.5,,1.03,No
69012800,BRIAR,28.3,6.4,,3.6,No
69012900,SPRING,39.3,7.6,,3.28,No
69013000,"ALDEN, LITTLE",32.7,8.8,,2.7,No
69013100,ALDEN,72.8,8.8,1.828710759,3.3,No
69013200,BARRS,47.3,7,3.352636391,3.74,No
69014300,WOLF,189,3.6,1.523925632,10.13,No
69014400,OTTO,55.8,8.2,3.047851265,3.32,No
69014600,HARRIS,27.1,11.5,,1.97,No
69015300,,,,,,No
69015400,ARTHUR,27.1,5.7,,3.94,No
69015500,COLD,7.2,5.1,,3.17,No
69015700,JOSEPH,25.6,7,,3.21,No
69015900,MUCKWA,59.1,2.5,,10.7,No
69016100,WOLF,121,8.5,,3.88,No
69016300,TWIN,96.7,15.5,,2.01,No
69016400,ERICKSON,8,3.9,,4.25,No
69016600,SPARROW,21,15.2,,1.4,No
69016700,TWIN,77.3,6.7,,4.42,No
69016800,SHIPMAN BASS,13.3,10.3,6.400487656,1.84,No
69017000,Maxine,15.1,6.4,,3.07,No
69017200,CHANT,6,11.2,,1.39,No
69017300,COO,8,7.6,,2.21,No
69017400,TWIN,77.3,6.7,,4.42,No
69017500,Ole,22.6,5.7,,3.76,No
69017600,Agassa,22.2,2.7,,7.91,No
69017800,"RICE, BIG",170,1.5,,23.69,No
69018100,SLIM,119.8,14.9,,2.21,Yes
69018200,HOOK,33.6,3.9,,6.07,No
69018500,KENEU,14.9,8.2,,2.39,No
69018600,CAREY,82.5,4.2,,7.06,No
69018700,SILICA,19.8,4.8,,4.32,No
69018900,HANSON,7.8,19.8,,0.84,No
69019000,BIG,724.2,6.7,2.743066138,7.73,No
69019100,DUCK,44.5,1.5,,16.95,No
69019900,ED SHAVE,33.1,5.1,,4.63,No
69020200,DARK,15.3,3,,6.49,No
69020300,RUSH,48.1,3,,8.64,No
69020400,FOX,10.9,2.1,,8.52,No
69020500,STUART,304.4,12.1,,3.42,Yes
69021200,Kelsey,52.6,6.7,,4.01,No
69021300,Toe,67.2,17.3,,1.64,Yes
69021500,BLUEBERRY,21.4,4.2,,5.04,No
69021600,GRASSY,37.6,1.2,,20.31,No
69021700,ROBINSON,54.6,2.4,,11.15,No
69021800,EAGLES NEST #4,71.6,14.9,,1.94,No
69022000,CRAB,219,17.3,,2.21,Yes
69022300,AGNES,398.3,9.1,,4.88,Yes
69022400,LAC LA CROIX,13793.5,51.2,,2.11,Yes
69022401,"LAC LA CROIX, East End",13793.5,51.2,,2.11,Yes
69022402,"LAC LA CROIX, West End",13793.5,51.2,,2.11,Yes
69022600,Unnamed,4.4,10.6,,1.36,No
69023000,SCHULTZ,87,14.6,6.09570253,2.08,No
69023100,JACOBS,30.3,2.7,1.219140506,8.55,No
69023200,HORSESHOE,36.4,2.1,1.219140506,11.51,No
69023400,MIRROR,7.3,8.2,,2,No
69023500,SUNSHINE,31.5,11.2,,2.1,No
69023700,Cameron,28.5,5.1,,4.45,No
69024100,THOMPSON,79.7,2.7,,10.89,No
69024600,Sullivan,12.5,2.1,,8.82,No
69024800,LINWOOD,101.6,10.3,,3.06,No
69024900,COLBY,218.2,9.1,,4.2,No
69025200,KAUNONEN,6,7,,2.23,No
69025400,BEAR HEAD,272.8,14,,2.89,No
69025600,HORSESHOE,27.5,5.4,,4.17,No
69026200,HOLTER,9.3,4.8,,3.58,No
69026400,PUTNAM,55,3.3,,8.12,No
69026500,CAMP,4.8,3.9,,3.74,No
69027500,MUD,57.8,8.2,,3.35,Yes
69027700,CLEAR,48.1,7.3,,3.6,No
69027800,ARMSTRONG,157.4,10.3,,3.41,No
69027900,LITTLE ARMSTRONG,26.7,7.9,,2.86,No
69028100,FOUR MILE,59.5,4.5,,6.07,No
69028200,NEEDLE BOY,17.8,4.5,,4.49,No
69028300,SIX MILE,42.1,6.7,,3.79,No
69028501,EAGLES NEST #1,130.3,23.1,,1.45,No
69028502,EAGLES NEST #2,165.1,11.8,,3.01,No
69028503,EAGLES NEST #3,405.2,14.9,,3,No
69028800,FIVE MILE,43.7,2.4,,10.54,No
69029300,SERELL,14.9,10.3,,1.89,No
69029400,SCHLAMM,26.3,1.8,,12.38,No
69029500,LUNETTA,35.6,4.2,,5.72,No
69029600,"CRAB, LITTLE",24.6,4.5,,4.87,No
69030000,BATTLE,29.9,7.3,,3.19,No
69030200,BOULDER,96.3,15.5,,2.01,No
69030300,PHANTOM,21,3,,7.02,No
69031100,TAMARACK,29.1,7,,3.31,No
69031400,FOSS,15.3,1.8,,10.82,No
69031500,KORB,23.4,8.2,,2.67,No
69031600,"MOOSE, BIG",417.8,7,,6.44,No
69031700,,,,,,No
69032100,NEESH,15.7,1.8,,10.9,No
69032200,NISWI,48.1,2.4,,10.8,No
69032300,NEEWIN,40.4,4.5,,5.51,No
69032500,CUMMINGS,453.8,12.4,,3.69,Yes
69032600,OTTER,31.5,5.1,,4.57,No
69032900,MEANDER,56.2,7.6,,3.59,No
69033000,OYSTER,289,39.6,,1.04,Yes
69033200,"HUSTLER, LITTLE",27.1,21.3,,1.06,No
69033400,AGAWATO,15.7,17.6,6.09570253,1.12,No
69033500,EMERALD,27.1,10.3,,2.2,No
69033700,THUMB,21,16.7,,1.27,Yes
69033900,RAMSHEAD,194.3,3,,12.25,No
69034000,NINA MOOSE,174,1.8,,19.86,No
69034100,LAMB,32.3,5.4,2.743066138,4.34,No
69034200,ROCKY,46.9,12.1,,2.14,No
69034300,HUSTLER,110.1,22.5,,1.43,Yes
69034500,POCKET,91.4,8.2,,3.75,No
69034800,FINGER,116.1,18.2,,1.79,Yes
69035000,GE-BE-ON-EQUAT,245.7,16.7,,2.36,Yes
69035700,PEKAN,14.5,7,,2.78,No
69035800,GREEN,57,6,,4.5,No
69036000,PROFIT,6,3.6,,4.29,No
69036100,CHASE,6.8,4.5,,3.54,No
69036900,Takucmich,132.3,45.7,12.19140506,0.74,Yes
69037100,WILD RICE,861.1,3.3,,16.15,No
69037200,ISLAND,3284.1,28.6,,2.64,Yes
69037300,BOULDER,1571.4,5.4,,11.47,No
69037500,WHITEFACE RES.,2267.2,10.6,,6.46,No
69037600,WHITEWATER,489.8,22.2,,2.11,No
69037800,VERMILION,16419.8,23.1,,4.88,Yes
69037900,WESTERN,16.5,3.6,,5.51,No
69038100,BUCK,92.3,5.7,,5.35,No
69038300,LYNX,119.4,25.9,,1.27,Yes
69038400,,,,,,Yes
69038600,,,,,,No
69038900,TRYGG,10.1,10.6,,1.67,No
69039000,TESOKER,9.7,11.2,5.486132277,1.56,No
69039300,COOKS,37.6,5.7,,4.27,No
69039400,FLOWAGE,42.9,4.5,,5.59,No
69039700,CLEAR,5.9,7.6,,2.04,No
69039800,OLSON,4,6.4,,2.21,No
69040400,Morgan,36.8,3.3,,7.34,No
69041200,COMSTOCK,179.8,9.1,3.657421518,4,No
69041201,"COMSTOCK, UPPER",109.7,8.5,,3.79,No
69041202,"COMSTOCK, LOWER",65.1,9.1,,3.1,No
69041300,HART,17.8,6,2.133495885,3.37,No
69041400,MARKHAM,106.8,8.8,,3.63,No
69041600,MARKHAM LAKE,17,7.6,,2.66,No
69041900,"TWIN, NORTH",25.9,12.1,,1.85,No
69042000,"TWIN, SOUTH",42.9,14.6,,1.74,No
69042200,FRYING PAN,27.9,11.8,,1.93,No
69042400,KUMPALA,29.9,11.8,,1.96,No
69042600,LOON,117.4,25.9,,1.27,No
69042800,ST. JAMES PIT,40.4,116.1,34.95885401,0.21,No
69042900,EMBARRASS MINE PIT,63.1,141.7,50.89911612,0.19,No
69043100,CEDAR,12.9,15.5,,1.22,No
69043401,SABIN,123.4,12.1,,2.73,Yes
69043402,WYNNE,112.9,15.8,,2.05,Yes
69044600,BASS,96.3,5.1,,6.04,No
69044800,PINE,369.2,5.4,,7.99,No
69045000,CHAD,107.6,5.4,,5.87,No
69045200,BOOTLEG,137.6,7.9,,4.32,No
69045400,GOWAN,63.9,3.9,,7.13,No
69045500,"TROUT, LITTLE",217.8,11.2,,3.4,Yes
69045600,JEANETTE,234.8,4.5,,8.56,No
69045700,NIGH,15.3,3.6,,5.41,No
69045900,,,,,,No
69046100,SHELL,195.9,4.5,,8.18,No
69046900,HERITAGE,74.4,13.1,,2.24,Yes
69047000,LOON,1255.4,21.3,,2.79,Yes
69047300,EUGENE,67.2,19.5,10.05790917,1.46,Yes
69047400,SOUTH,14.1,3,,6.36,No
69047500,STEEP,34.8,12.1,3.291679366,1.99,Yes
69047700,NORWAY,23.4,11.2,,1.95,No
69047800,SLIM,48.9,12.8,3.657421518,2.06,No
69047900,"BEARTRACK, L.",21.4,10.6,5.028954587,2.01,No
69048000,BEARTRACK,68.2,16.7,7.7110637,1.71,Yes
69048100,FAT,41.2,15.2,6.644315757,1.66,No
69048700,GUN,63.9,41.1,10.91130753,0.68,Yes
69048800,NORTH,40,3,1.828710759,8.25,No
69048900,CARIBOU,221,6.4,2.743066138,6.02,No
69049000,PIKE,197.5,18.2,7.802499238,2.05,No
69049100,Fish Lake Flowage,1427.3,10.9,2.804023164,5.6,No
69049300,LONG,84.6,15.5,4.876562024,1.95,No
69049400,MUD HEN,67.2,2.7,,10.43,No
69049500,LONG,159.9,4.2,1.828710759,8.33,No
69049600,EMBARRASS,178.9,5.7,,6.31,Yes
69049800,"TROUT, BIG",3093.5,29.8,,2.49,Yes
69050600,"GRAND, LITTLE",28.7,2.4,1.523925632,9.49,No
69051100,GRAND,644.5,7.3,,6.88,No
69051500,BERGEN,25.1,9.1,,2.44,No
69052100,LEORA,106.3,10.6,,3.01,No
69052300,DODO,30.7,16.1,,1.45,No
69052500,ROSE,25.1,9.4,,2.36,No
69052900,STRAND,135.2,4.8,,6.99,No
69053200,PIONEER,32.7,12.8,4.876562024,1.86,No
69053300,SCHISLER,25.9,5.7,,3.89,No
69053600,MORCOM,72,1.8,1.371533069,15.93,No
69054100,ANNE,3.2,8.2,,1.63,No
69054200,WILSON,22.1,4.2,,5.08,No
69054400,DINHAM,83.7,7.6,3.962206644,3.96,No
69054500,CAMERON,65.6,8.2,4.571776897,3.45,No
69054600,SCHUBERT,82.9,7.3,,4.12,No
69055000,SECTION 14,56.7,8.2,,3.33,No
69055300,BASS,60.3,10.6,,2.61,Yes
69055400,NELSON,9.3,7.6,,2.29,No
69055500,SILVER,12.9,5.7,,3.27,No
69055600,LOST,43.3,13.4,,1.91,No
69055900,CEDAR,25.5,9.1,,2.45,No
69056200,COE,20.6,6.7,,3.17,No
69056300,SILVER,13.7,10.9,,1.75,No
69056500,ESQUAGAMA,148.1,27.4,,1.27,Yes
69056800,CEDAR ISLAND,74.8,6,,4.82,No
69057100,WHITE,19.4,8.5,,2.46,No
69057600,VEST,7.2,5.4,,2.99,No
69058000,PIKE RIVER FLWG,102.8,7,,4.54,No
69058100,LOST,310.9,6,,6.88,No
69058200,WOLF,74.4,3,,9.63,No
69058300,MERRITT,78.9,2.4,,12.22,No
69058700,ORINIACK,308.5,5.1,,8.08,No
69058800,PAULINE,25.1,7.6,,2.93,No
69058900,ASTRID,44.1,9.1,,2.81,No
69059000,MAUDE,36.8,7.9,,3.1,No
69059100,PICKET,126.3,7,,4.78,No
69060400,DOVRE,48.5,5.1,,5.09,No
69060600,,,,,,No
69060800,LITTLE VERMILION,538.8,15.8,,3.03,Yes
69061000,LEAF,19.8,7.6,,2.76,No
69061500,ECHO LAKE,426.7,3,,14.91,No
69061600,CRANE,1250.2,24.3,,2.43,Yes
69061700,SAND POINT,3590.6,56,,1.38,Yes
69062000,SUNSET,27.1,16.4,,1.38,No
69062400,Schelins,59.9,7,,3.96,No
69062700,NICHOLS,168.8,9.4,,3.81,No
69063500,YOUNG,51,3,,8.76,No
69063700,Central,30.3,5.7,,4.05,No
69064200,ELLIOT,161.1,3.9,2.133495885,8.99,No
69064400,FIG,37.2,10.3,,2.38,No
69064500,CRYSTAL,13.7,16.4,,1.17,No
69064600,MURPHY,143.1,7.3,2.743066138,4.72,No
69065100,ST. MARYS,87.4,13.4,,2.28,Yes
69065300,LONG,56.6,10,,2.72,No
69065400,HORSESHOE,38.4,3.9,,6.28,No
69065500,PLEASANT,139.6,10,,3.41,No
69065700,HALF MOON,61.9,12.1,,2.3,No
69065900,MOON,17.8,14.3,,1.43,No
69066000,ELY,272.4,21.3,,1.9,Yes
69066200,SILVER,17.8,8.8,,2.32,No
69066300,VIRGINIA,12.9,13.4,,1.41,No
69066600,DEEP,24.6,15.2,,1.46,No
69066900,,,,,,No
69067100,PFEIFFER,22.2,7.9,,2.74,No
69067900,KABUSTASA,51,1.9,,13.48,No
69068200,"TROUT, LITTLE",96.7,28.9,13.04480341,1.08,Yes
69068400,MUKOODA,305.2,23.7,12.16092655,1.75,Yes
69068500,O'Leary,79.7,15.8,7.619628162,1.88,No
69068600,STONE,55.4,3.6,,7.46,No
69069000,WINCHESTER,145.7,15.2,8.533983542,2.28,Yes
69069100,JOHNSON,677.7,26.8,,1.9,Yes
69069300,NAMAKAN,10174,45.7,13.56293813,2.19,Yes
69069400,RAINY,89392.7,49,9.753124048,3.52,Yes
69069600,"TWIN, WEST",43.3,5.4,,4.67,No
69070000,MAPLE LEAF,36.2,15.5,4.266991771,1.57,No
69070100,AERIE,56.2,11.2,,2.42,No
69070300,CROOKED,49.3,10.6,,2.48,No
69071700,ELBOW,66.8,6.7,,4.26,No
69072100,MAJESTIC,21,15.5,,1.37,No
69072400,UNNAMED,6.4,9.1,,1.74,No
69072500,MASHKENODE,40.8,4.2,,5.92,No
69072600,MANGANIKA,63.9,7.3,,3.86,No
69072700,KENDALL,21,13.1,,1.63,No
69073100,AUTO,35.6,8.8,,2.76,No
69073200,LITTLE SAND,38.1,4.2,,5.82,No
69073400,JAMES,6.8,10,,1.61,No
69073600,SAND,283.8,4.5,,8.97,No
69073900,ROSENDAHL,17.8,2.7,,7.48,No
69074000,BLACK,47.7,2.4,,10.78,No
69074100,SUSAN,121.4,3,,10.89,No
69074200,BAN,153.8,3,,11.55,No
69074400,ELBOW,671.6,18.2,,2.78,Yes
69074600,CARLSON,46.9,2.4,,10.73,No
69074800,KJOSTAD,160.7,15.2,,2.33,Yes
69074900,MYRTLE,359.9,6,,7.14,No
69075000,MOOSE,84.6,2.4,,12.43,No
69075400,FRANKLIN,54.6,5.4,,4.95,No
69075500,MARION,65.9,3.9,,7.19,No
69075600,TOOTH,23.4,13.1,3.657421518,1.67,No
69075700,NET,43.7,5.4,2.438281012,4.68,No
69076000,"JOHNSON, LITTLE",194.7,8.5,,4.37,No
69076100,SPRING,78.5,18.2,9.966473636,1.62,Yes
69076300,DOHERTY,28.7,4.8,,4.74,No
69076400,SUNSET,123.4,1.8,,18.22,No
69076500,LONG,165.5,5.4,,6.53,No
69076600,HEADQUARTERS,24.2,7.3,,3.03,No
69076800,Martin,28.7,23.4,,0.98,No
69077300,SCOTT,9.7,5.7,,3.04,No
69077500,MCQUADE,66.3,6.4,,4.45,No
69078000,YATES,6.4,15.2,,1.04,No
69078100,KINNEY MINE PIT,20.6,48.7,,0.43,No
69078800,CAMP 4,6,9.4,,1.66,No
69079000,DARK,93.9,9.4,,3.29,No
69079300,FOURTEEN,152,4.4,,7.94,No
69079400,THIRTEEN,31.9,5.1,,4.58,No
69079500,GATE,4.8,10,,1.47,No
69079600,LEANDER,100,13.7,,2.3,Yes
69079900,CLEAR,45.4,7.3,2.743066138,3.54,No
