"id","source","type","zmax"
"nhd_6817102","swimms","maxdepth",22.86
"nhd_NA","swimms","maxdepth",2.7432
"nhd_13131987","swimms","maxdepth",4.572
"nhd_NA","swimms","maxdepth",4.572
"nhd_NA","swimms","maxdepth",4.572
"nhd_13344028","swimms","maxdepth",3.6576
"nhd_NA","swimms","maxdepth",16.764
"nhd_2260915","swimms","maxdepth",2.4384
"nhd_12161152","swimms","maxdepth",NA
"nhd_13394319","swimms","maxdepth",12.192
"nhd_2260951","swimms","maxdepth",2.4384
"nhd_NA","swimms","maxdepth",7.0104
"nhd_14767844","swimms","maxdepth",2.4384
"nhd_9028163","swimms","maxdepth",3.6576
"nhd_1797555","swimms","maxdepth",3.9624
"nhd_13393625","swimms","maxdepth",9.4488
"nhd_14726560","swimms","maxdepth",15.24
"nhd_2267299","swimms","maxdepth",2.1336
"nhd_2647180","swimms","maxdepth",7.0104
"nhd_13119508","swimms","maxdepth",11.2776
"nhd_NA","swimms","maxdepth",2.4384
"nhd_2260807","swimms","maxdepth",1.524
"nhd_NA","swimms","maxdepth",1.8288
"nhd_NA","swimms","maxdepth",6.096
"nhd_13119274","swimms","maxdepth",5.1816
"nhd_NA","swimms","maxdepth",9.4488
"nhd_13131785","swimms","maxdepth",6.7056
"nhd_13344164","swimms","maxdepth",6.096
"nhd_1803831","swimms","maxdepth",1.2192
"nhd_14726528","swimms","maxdepth",10.3632
"nhd_13391477","swimms","maxdepth",25.908
"nhd_NA","swimms","maxdepth",2.7432
"nhd_13140273","swimms","maxdepth",NA
"nhd_NA","swimms","maxdepth",10.3632
"nhd_13634457","swimms","maxdepth",12.8016
"nhd_NA","swimms","maxdepth",NA
"nhd_6810820","swimms","maxdepth",19.5072
"nhd_1797409","swimms","maxdepth",10.668
"nhd_13119344","swimms","maxdepth",5.7912
"nhd_13102577","swimms","maxdepth",10.3632
"nhd_14708598","swimms","maxdepth",4.8768
"nhd_NA","swimms","maxdepth",0.9144
"nhd_12990929","swimms","maxdepth",2.4384
"nhd_2643718","swimms","maxdepth",3.9624
"nhd_2643586","swimms","maxdepth",1.2192
"nhd_NA","swimms","maxdepth",1.2192
"nhd_13343354","swimms","maxdepth",12.4968
"nhd_13119392","swimms","maxdepth",7.0104
"nhd_NA","swimms","maxdepth",NA
"nhd_2260731","swimms","maxdepth",6.7056
"nhd_13394115","swimms","maxdepth",14.9352
"nhd_NA","swimms","maxdepth",2.4384
"nhd_13294594","swimms","maxdepth",8.2296
"nhd_NA","swimms","maxdepth",1.2192
"nhd_NA","swimms","maxdepth",1.8288
"nhd_NA","swimms","maxdepth",5.7912
"nhd_13121060","swimms","maxdepth",8.8392
