"id"	"source"	"type"	"zmax"
"nhd_4821681"	"Jacobson"	"maxdepth"	21
"nhd_4619564"	"Jacobson"	"maxdepth"	6
"nhd_4618572"	"Jacobson"	"maxdepth"	8.5
"nhd_4618638"	"Jacobson"	"maxdepth"	7.6
"nhd_4618622"	"Jacobson"	"maxdepth"	19.2
"nhd_4618658"	"Jacobson"	"maxdepth"	3.6
NA	"Jacobson"	"maxdepth"	24
"nhd_4818613"	"Jacobson"	"maxdepth"	4.2
"nhd_4818983"	"Jacobson"	"maxdepth"	13.7
"nhd_4821531"	"Jacobson"	"maxdepth"	9.7
NA	"Jacobson"	"maxdepth"	7.6
"nhd_4818297"	"Jacobson"	"maxdepth"	15.8
"nhd_4818397"	"Jacobson"	"maxdepth"	4.5
"nhd_4818805"	"Jacobson"	"maxdepth"	35
"nhd_167122299"	"Jacobson"	"maxdepth"	13.7
"nhd_4817643"	"Jacobson"	"maxdepth"	20.7
"nhd_120052896"	"Jacobson"	"maxdepth"	22.5
"nhd_4619488"	"Jacobson"	"maxdepth"	6
"nhd_4619424"	"Jacobson"	"maxdepth"	7.9
"nhd_4955896"	"Jacobson"	"maxdepth"	9.1
"nhd_4821773"	"Jacobson"	"maxdepth"	21.3
"nhd_4821851"	"Jacobson"	"maxdepth"	20.4
"nhd_4821857"	"Jacobson"	"maxdepth"	22.5
"nhd_4821999"	"Jacobson"	"maxdepth"	10.6
"nhd_4822039"	"Jacobson"	"maxdepth"	13.7
NA	"Jacobson"	"maxdepth"	28.9
NA	"Jacobson"	"maxdepth"	24.6
NA	"Jacobson"	"maxdepth"	3.9
"nhd_4818931"	"Jacobson"	"maxdepth"	NA
NA	"Jacobson"	"maxdepth"	12.1
"nhd_4819131"	"Jacobson"	"maxdepth"	8.2
"nhd_4821553"	"Jacobson"	"maxdepth"	7.6
"nhd_4818431"	"Jacobson"	"maxdepth"	3.3
"nhd_4618954"	"Jacobson"	"maxdepth"	17
NA	"Jacobson"	"maxdepth"	14.3
NA	"Jacobson"	"maxdepth"	16.4
NA	"Jacobson"	"maxdepth"	14.3
"nhd_4819099"	"Jacobson"	"maxdepth"	6
"nhd_4817675"	"Jacobson"	"maxdepth"	45.7
"nhd_4817559"	"Jacobson"	"maxdepth"	16.7
"nhd_4857665"	"Jacobson"	"maxdepth"	7.9
"nhd_4946333"	"Jacobson"	"maxdepth"	12.8
"nhd_4946273"	"Jacobson"	"maxdepth"	3.6
"nhd_120053307"	"Jacobson"	"maxdepth"	16.4
"nhd_120053307"	"Jacobson"	"maxdepth"	8.2
"nhd_120053307"	"Jacobson"	"maxdepth"	7.9
"nhd_4941979"	"Jacobson"	"maxdepth"	7.6
"nhd_4619772"	"Jacobson"	"maxdepth"	7.9
"nhd_4619448"	"Jacobson"	"maxdepth"	9.1
"nhd_4822259"	"Jacobson"	"maxdepth"	18.2
"nhd_4619010"	"Jacobson"	"maxdepth"	32
"nhd_4619122"	"Jacobson"	"maxdepth"	17.3
"nhd_4619176"	"Jacobson"	"maxdepth"	7.6
"nhd_4822367"	"Jacobson"	"maxdepth"	NA
"nhd_4619240"	"Jacobson"	"maxdepth"	7.9
"nhd_4619296"	"Jacobson"	"maxdepth"	18.2
"nhd_4619532"	"Jacobson"	"maxdepth"	8.5
"nhd_4822177"	"Jacobson"	"maxdepth"	12.1
NA	"Jacobson"	"maxdepth"	11.2
NA	"Jacobson"	"maxdepth"	11.2
NA	"Jacobson"	"maxdepth"	11.2
"nhd_4821841"	"Jacobson"	"maxdepth"	15.8
"nhd_4821889"	"Jacobson"	"maxdepth"	8.8
"nhd_4821929"	"Jacobson"	"maxdepth"	4.2
"nhd_4821979"	"Jacobson"	"maxdepth"	10.6
"nhd_4821935"	"Jacobson"	"maxdepth"	24
"nhd_4821841"	"Jacobson"	"maxdepth"	NA
"nhd_4821957"	"Jacobson"	"maxdepth"	14.6
"nhd_4822029"	"Jacobson"	"maxdepth"	12.1
"nhd_4822055"	"Jacobson"	"maxdepth"	14
"nhd_4822095"	"Jacobson"	"maxdepth"	20.4
"nhd_4822131"	"Jacobson"	"maxdepth"	2.4
"nhd_4822093"	"Jacobson"	"maxdepth"	32.6
"nhd_4822131"	"Jacobson"	"maxdepth"	16.4
"nhd_4821665"	"Jacobson"	"maxdepth"	9.1
"nhd_4821685"	"Jacobson"	"maxdepth"	28.3
