permID
271501
271611
271697
1096982
1097288
1097324
1098396
1098568
1098608
1098628
1098766
1098804
1098898
1098900
1098904
1098942
1098954
1098968
1098974
1098990
1099018
1099030
1099038
1099052
1099068
1099082
1099102
1099108
1099120
1099126
1099136
1099140
1099156
1099170
1099172
1099180
1099206
1099224
1099232
1099234
1099240
1099242
1099260
1099278
1099282
1099316
1099320
1099322
1099324
1099338
1099348
1099350
1099352
1099370
1099374
1099380
1099382
1099384
1099390
1099392
1099420
1099424
1099430
1099432
1099444
1099448
1099450
1099454
1099456
1099458
1099476
1099478
1099486
1099510
1099522
1099524
1099526
1099530
1099542
1099552
1099560
1099588
1099600
1100962
1100974
1101008
1101490
1101492
1101500
1101504
1101506
1101508
1101514
1101526
1101544
1101548
1101572
1101584
1101588
1101590
1101590
1101590
1101616
1101626
1101636
1101662
1101684
1101690
1101704
1101712
1101722
1101754
1101756
1101778
1101790
1101812
1101846
1101864
1101868
1101882
1101890
1101920
1101926
1101928
1101942
1102008
1102046
1102048
1102048
1102056
1102058
1102080
1102086
1102088
1102094
1102194
1102202
1102228
1102236
1102244
1102284
1102358
1102366
1102410
1102576
1103970
1754400
1754416
1754426
1754494
1754498
1754606
1754656
1754698
1754826
1763758
1765878
1765878
1766122
1766156
1766186
1766204
1766220
1767538
1768240
1768244
1768274
1768276
1768294
1768300
1768322
1768378
1768386
1768408
1768444
1768466
1768476
1768510
1768532
1768538
1768558
1768576
1768596
1768610
1768696
1768710
1768784
1768792
1768816
1768822
1768876
1768996
1768998
1769008
1769026
1769036
1769084
1769132
1769208
1769334
1770876
1770992
1771024
1773774
1773810
1773864
1773974
1774016
1774082
1774172
1774200
1774470
1775796
1775926
1775936
1775944
1775956
1775986
1775994
1776022
1776052
1776060
1776062
1776064
1776084
1776094
1776124
1776146
1778228
1790301
1790401
1790419
1790421
1790461
1790475
1790479
1790497
1790503
1790607
1790621
1790651
1790675
1791827
1791829
1791839
1791861
1791863
1791881
1792707
1792711
1792715
1792743
1792757
1792765
1792779
1792781
1792875
1792897
1792929
1793523
1799681
1799707
1799759
1799769
1799779
1799785
1803719
1873435
1873493
1875847
1876469
1876481
1876497
1876541
2030379
2031671
2031703
2031719
2031725
2031739
2031773
2031777
2031809
2031815
2031885
2031893
2031937
2031943
2031945
2031955
2031979
2032039
2032051
2032055
2032081
2032117
2032129
2032145
2032351
2032357
2032381
2034063
2116312
2116316
2262489
2262573
2262583
2262585
2262611
2262615
2262633
2262649
2262661
2262669
2262729
2349180
2349188
2349190
2349198
2349204
2349208
2349226
2350664
2350676
2350690
2350742
2350748
2350922
2350944
2352348
2352372
2352378
2352392
2352404
2352842
2353946
2354124
2354176
2354216
2354234
2354244
2354252
2354274
2354286
2354306
2354314
2354324
2354324
2354326
2354400
2354414
2354420
2354424
2354426
2354500
2360642
2360646
2360650
2360656
2360664
2360694
2360710
2360720
2360742
2360814
2360828
2360856
2360908
2361074
2361124
2362106
2362138
2362192
2362216
2362218
2362364
2362366
2362414
2362448
2362460
2365392
2365408
2365412
2365562
2365792
2365854
2365922
2365942
2365946
2366094
2366250
2384520
2384526
2384552
2384576
2384578
2384584
2384594
2384596
2384598
2384612
2384614
2384626
2384628
2384656
2384674
2384686
2384688
2384694
2384706
2384710
2384710
2384718
2384726
2384748
2384756
2384758
2384760
2384766
2384776
2384778
2384804
2384830
2384832
2384838
2384858
2384866
2384996
2385032
2385060
2385068
2385080
2385088
2385092
2385102
2385112
2385132
2385158
2385168
2385326
2385340
2385346
2385366
2385408
2385422
2385444
2385476
2385496
2385502
2385544
2385546
2385572
2385648
2385678
2385692
2385724
2385742
2387640
2387652
2387716
2388578
2388612
2389586
2424487
2424511
2424569
2425367
2425387
2442978
2625902
2625952
2625962
2628374
2628378
2628386
2628420
2628482
2628514
2628516
2628524
2628570
2628582
2628666
2628676
2628694
2628722
2628802
2628810
2628816
2628880
2630770
2630796
2630822
2630828
2630868
2630904
2630910
2630930
2630944
2630964
2631546
2637312
2637344
2639384
2639404
2639424
2639444
2639486
2645826
2645876
2645898
2645898
2645928
2646558
2646606
2646634
2646678
2646688
2646738
2646746
2646746
2646752
2646820
2646848
2646854
