"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","id"
"WIDNR_WQX-10005866",45.22,-90.43,"nhd_14729246"
"WIDNR_WQX-10005867",45.24,-90.5,NA
"WIDNR_WQX-10005868",45.34,-90.34,NA
"WIDNR_WQX-10005869",45.04,-90.85,NA
"WIDNR_WQX-10005870",45.04,-90.82,NA
"WIDNR_WQX-10005871",45.07,-90.76,NA
"WIDNR_WQX-10005872",45.1,-90.69,NA
"WIDNR_WQX-10005873",45.05,-90.86,NA
"WIDNR_WQX-10005874",45.09,-90.83,NA
"WIDNR_WQX-10005875",45.21,-90.84,NA
"WIDNR_WQX-10005876",45.23,-90.61,NA
"WIDNR_WQX-10005877",45.21,-90.61,NA
"WIDNR_WQX-10005878",45.2,-90.62,NA
"WIDNR_WQX-10005879",45.19,-90.62,NA
"WIDNR_WQX-10005880",45.19,-90.62,NA
"WIDNR_WQX-10005881",45.2,-90.62,NA
"WIDNR_WQX-10005882",45.2,-90.62,NA
"WIDNR_WQX-10005883",45.17,-90.63,NA
"WIDNR_WQX-10005884",45.18,-90.61,NA
"WIDNR_WQX-10005885",45.13,-90.65,NA
"WIDNR_WQX-10005886",45.25,-90.53,NA
"WIDNR_WQX-10005887",45.24,-90.53,NA
"WIDNR_WQX-10005888",45.24,-90.55,NA
"WIDNR_WQX-10005889",45.21,-90.57,"nhd_14729882"
"WIDNR_WQX-10005890",45.21,-90.58,"nhd_13102633"
"WIDNR_WQX-10005891",45.2,-90.58,NA
"WIDNR_WQX-10005892",45.22,-90.59,NA
"WIDNR_WQX-10005893",45.29,-90.56,"nhd_14729180"
"WIDNR_WQX-10005894",45.24,-90.44,"nhd_14729870"
"WIDNR_WQX-10005895",45.23,-90.45,"nhd_14729232"
"WIDNR_WQX-10005896",45.22,-90.47,NA
"WIDNR_WQX-10005897",45.28,-90.88,"nhd_13102507"
"WIDNR_WQX-10005898",45.29,-90.85,NA
"WIDNR_WQX-10005899",45.23,-90.86,NA
"WIDNR_WQX-100059",45.458212,-92.122492,NA
"WIDNR_WQX-10005900",45.23,-90.81,"nhd_14729222"
"WIDNR_WQX-10005901",45.29,-90.85,NA
"WIDNR_WQX-10005902",45.29,-90.84,NA
"WIDNR_WQX-10005903",45.26,-90.42,"nhd_14729870"
"WIDNR_WQX-10005904",45.27,-90.43,"nhd_14729870"
"WIDNR_WQX-10005905",45.24,-90.36,NA
"WIDNR_WQX-10005906",45.24,-90.37,NA
"WIDNR_WQX-10005907",45.24,-90.36,NA
"WIDNR_WQX-10005908",45.26,-90.34,NA
"WIDNR_WQX-10005909",45.29,-90.36,NA
"WIDNR_WQX-10005910",45.29,-90.32,NA
"WIDNR_WQX-10005911",45.28,-90.32,NA
"WIDNR_WQX-10005912",45.32,-90.36,NA
"WIDNR_WQX-10005913",45.34,-90.34,NA
"WIDNR_WQX-10005914",45.32,-90.31,"nhd_14729846"
"WIDNR_WQX-10005915",45.31,-90.32,NA
"WIDNR_WQX-10005916",45.31,-90.33,NA
"WIDNR_WQX-10005917",45.29,-90.31,NA
"WIDNR_WQX-10005918",45.29,-90.31,NA
"WIDNR_WQX-10005919",45.34,-90.28,NA
"WIDNR_WQX-10005920",45.33,-90.25,NA
"WIDNR_WQX-10005921",45.32,-90.25,NA
"WIDNR_WQX-10005922",45.33,-90.25,NA
"WIDNR_WQX-10005923",45.36,-90.2,NA
"WIDNR_WQX-10005924",45.33,-90.24,NA
"WIDNR_WQX-10005925",44.08,-91.35,NA
"WIDNR_WQX-10005932",44.3,-91.22,NA
"WIDNR_WQX-10005933",44.36,-91.42,NA
"WIDNR_WQX-10005934",44,-91.34,NA
"WIDNR_WQX-10005935",44,-91.43,NA
"WIDNR_WQX-10005937",44.04,-91.51,NA
"WIDNR_WQX-10005938",44.05,-91.52,NA
"WIDNR_WQX-10005939",44.4,-91.34,NA
"WIDNR_WQX-10005940",44.42,-91.2,NA
"WIDNR_WQX-10005941",44.57,-91.46,NA
"WIDNR_WQX-10005942",44.55,-91.38,NA
"WIDNR_WQX-10005943",44.56,-91.22,NA
"WIDNR_WQX-10005944",44.57,-91.21,NA
"WIDNR_WQX-10005945",43.98,-91.4,"nhd_13334936"
"WIDNR_WQX-10005946",43.99,-91.4,NA
"WIDNR_WQX-10005947",43.99,-91.42,NA
"WIDNR_WQX-10005948",44,-91.42,NA
"WIDNR_WQX-10005950",43.62,-90.81,NA
"WIDNR_WQX-10005951",43.6,-90.82,NA
"WIDNR_WQX-10005952",43.69,-90.79,NA
"WIDNR_WQX-10005953",43.64,-90.34,NA
"WIDNR_WQX-10005954",43.53,-90.95,NA
"WIDNR_WQX-10005955",43.61,-91,NA
"WIDNR_WQX-10005956",46.03,-89.63,NA
"WIDNR_WQX-10005957",45.9,-89.69,NA
"WIDNR_WQX-10005958",45.92,-89.64,"nhd_13393577"
"WIDNR_WQX-10005959",46.18,-89.44,NA
"WIDNR_WQX-10005960",46,-89.61,"nhd_13344284"
"WIDNR_WQX-10005961",46.16,-89.31,"nhd_13391477"
"WIDNR_WQX-10005962",45.99,-89.73,NA
"WIDNR_WQX-10005963",45.98,-89.62,NA
"WIDNR_WQX-10005964",46.14,-89.81,NA
"WIDNR_WQX-10005965",46.06,-89.7,NA
"WIDNR_WQX-10005966",45.94,-89.62,NA
"WIDNR_WQX-10005967",46.05,-89.58,NA
"WIDNR_WQX-10005968",45.94,-89.45,NA
"WIDNR_WQX-10005969",46.08,-89.72,NA
"WIDNR_WQX-10005970",46.12,-89.34,NA
"WIDNR_WQX-10005971",46.15,-89.5,NA
"WIDNR_WQX-10005972",45.98,-88.99,NA
"WIDNR_WQX-10005973",46.13,-89.11,"nhd_13391511"
"WIDNR_WQX-10005974",45.91,-89.62,"nhd_13393683"
"WIDNR_WQX-10005975",46.13,-89.53,NA
"WIDNR_WQX-10005976",46.01,-89.64,"nhd_13344198"
"WIDNR_WQX-10005977",45.92,-89.45,"nhd_13393703"
"WIDNR_WQX-10005978",46.05,-89.12,"nhd_13391717"
"WIDNR_WQX-10005979",46.13,-89.6,NA
"WIDNR_WQX-10005980",45.95,-89.43,"nhd_14446888"
"WIDNR_WQX-10005981",46,-89.02,"nhd_120052561"
"WIDNR_WQX-10005982",45.92,-89.33,NA
"WIDNR_WQX-10005983",45.94,-89.7,NA
"WIDNR_WQX-10005984",46.02,-89.67,"nhd_13343906"
"WIDNR_WQX-10005985",45.98,-89.68,NA
"WIDNR_WQX-10005986",45.97,-90,NA
"WIDNR_WQX-10005987",45.93,-89.52,"nhd_13393595"
"WIDNR_WQX-10005988",45.9,-89.7,NA
"WIDNR_WQX-10005989",46.11,-89.28,NA
"WIDNR_WQX-10005990",45.99,-89.38,NA
"WIDNR_WQX-10005991",45.93,-89.21,"nhd_13396013"
"WIDNR_WQX-10005992",45.91,-89.43,"nhd_13393757"
"WIDNR_WQX-10005993",46,-89.52,NA
"WIDNR_WQX-10005994",46.07,-89.92,"nhd_14445662"
"WIDNR_WQX-10005995",46.06,-89.52,NA
"WIDNR_WQX-10005997",45.95,-89.38,"nhd_13393521"
"WIDNR_WQX-10005998",46.1,-89.84,NA
"WIDNR_WQX-10005999",46.06,-89.5,"nhd_13343982"
"WIDNR_WQX-100060",45.463947,-89.73204,NA
"WIDNR_WQX-10006000",46.14,-89.37,NA
"WIDNR_WQX-10006001",46.06,-89.47,"nhd_13343976"
"WIDNR_WQX-10006002",46.05,-89.43,"nhd_13343992"
"WIDNR_WQX-10006003",46.02,-89.48,"nhd_13391771"
"WIDNR_WQX-10006004",45.89,-89.19,"nhd_13393903"
"WIDNR_WQX-10006006",46.22,-89.83,NA
"WIDNR_WQX-10006007",46.18,-89.71,NA
"WIDNR_WQX-10006008",46.1,-89.89,"nhd_13343744"
"WIDNR_WQX-10006009",46.15,-89.55,NA
"WIDNR_WQX-10006010",46.06,-89.01,NA
"WIDNR_WQX-10006011",46.23,-89.88,NA
"WIDNR_WQX-10006012",46.19,-89.49,NA
"WIDNR_WQX-10006013",46.17,-89.8,NA
"WIDNR_WQX-10006014",46.01,-89.2,NA
"WIDNR_WQX-10006015",46.06,-88.98,"nhd_167120869"
"WIDNR_WQX-10006016",46.08,-89.59,NA
"WIDNR_WQX-10006017",46.02,-89.83,NA
"WIDNR_WQX-10006018",45.92,-89.23,NA
"WIDNR_WQX-10006019",46.12,-89.38,"nhd_11950551"
"WIDNR_WQX-10006020",45.94,-89.06,"nhd_13393597"
"WIDNR_WQX-10006021",46.23,-89.67,NA
"WIDNR_WQX-10006022",46.06,-89.73,NA
"WIDNR_WQX-10006023",46.21,-89.68,"nhd_6792319"
"WIDNR_WQX-10006025",45.97,-89.17,"nhd_13393431"
"WIDNR_WQX-10006026",45.95,-89.83,"nhd_13346614"
"WIDNR_WQX-10006027",46.14,-89.58,"nhd_13343602"
"WIDNR_WQX-10006028",46.03,-89.8,"nhd_13344020"
"WIDNR_WQX-10006029",46.06,-89.85,"nhd_13343896"
"WIDNR_WQX-10006030",46.19,-89.67,NA
"WIDNR_WQX-10006031",46.19,-89.75,NA
"WIDNR_WQX-10006032",45.88,-89.15,NA
"WIDNR_WQX-10006033",45.94,-89.36,"nhd_13393613"
"WIDNR_WQX-10006034",45.96,-89.32,"nhd_13393527"
"WIDNR_WQX-10006035",46.02,-89.89,NA
"WIDNR_WQX-10006036",45.98,-89.8,"nhd_13346578"
"WIDNR_WQX-10006037",46.02,-89.85,NA
"WIDNR_WQX-10006038",46,-89.91,NA
"WIDNR_WQX-10006039",46.04,-89.5,NA
"WIDNR_WQX-10006040",46.17,-89.29,"nhd_13391473"
"WIDNR_WQX-10006041",45.89,-89.23,NA
"WIDNR_WQX-10006042",45.92,-89.32,NA
"WIDNR_WQX-10006043",45.9,-89.84,NA
"WIDNR_WQX-10006044",46.02,-89.1,NA
"WIDNR_WQX-10006045",46.15,-89.22,NA
"WIDNR_WQX-10006046",45.9,-89.39,NA
"WIDNR_WQX-10006047",45.88,-89.18,NA
"WIDNR_WQX-10006048",45.92,-89.62,NA
"WIDNR_WQX-10006049",46.13,-89.33,NA
"WIDNR_WQX-10006050",45.87,-89.25,NA
"WIDNR_WQX-10006051",45.93,-89.35,"nhd_13393645"
"WIDNR_WQX-10006052",0,0,NA
"WIDNR_WQX-10006053",46.06,-89.08,NA
"WIDNR_WQX-10006054",46.06,-89.33,NA
"WIDNR_WQX-10006055",45.93,-89.59,NA
"WIDNR_WQX-10006056",45.89,-89.86,NA
"WIDNR_WQX-10006057",45.98,-89.7,NA
"WIDNR_WQX-10006058",45.91,-89.32,NA
"WIDNR_WQX-10006059",46.14,-89.24,NA
"WIDNR_WQX-10006060",45.95,-89.42,NA
"WIDNR_WQX-10006061",45.98,-89.21,NA
"WIDNR_WQX-10006062",46.12,-89.24,NA
"WIDNR_WQX-10006063",45.92,-89.59,NA
"WIDNR_WQX-10006064",45.98,-89.71,NA
"WIDNR_WQX-10006065",45.97,-89.2,NA
"WIDNR_WQX-10006066",45.97,-89.29,NA
"WIDNR_WQX-10006067",46.01,-89.52,NA
"WIDNR_WQX-10006068",45.95,-89.61,NA
"WIDNR_WQX-10006069",45.95,-89.59,NA
"WIDNR_WQX-10006070",45.9,-89.73,NA
"WIDNR_WQX-10006071",45.96,-89.63,NA
"WIDNR_WQX-10006072",45.96,-89.24,NA
"WIDNR_WQX-10006073",45.92,-89.31,NA
"WIDNR_WQX-10006074",45.93,-89.6,"nhd_13393625"
"WIDNR_WQX-10006075",46.02,-89.4,NA
"WIDNR_WQX-10006076",46.01,-89.33,NA
"WIDNR_WQX-10006077",45.96,-89.19,NA
"WIDNR_WQX-10006078",45.88,-89.2,NA
"WIDNR_WQX-10006079",46.02,-89.57,NA
"WIDNR_WQX-10006080",46.01,-89.39,NA
"WIDNR_WQX-10006081",46.05,-89.32,"nhd_13391721"
"WIDNR_WQX-10006082",45.92,-89.74,NA
"WIDNR_WQX-10006083",45.9,-89.21,"nhd_13393753"
"WIDNR_WQX-10006084",45.98,-89.31,NA
"WIDNR_WQX-10006085",45.91,-89.13,NA
"WIDNR_WQX-10006086",46.02,-89.27,NA
"WIDNR_WQX-10006087",45.95,-89.69,NA
"WIDNR_WQX-10006088",45.88,-89.18,NA
"WIDNR_WQX-10006089",45.87,-89.21,NA
"WIDNR_WQX-10006090",45.87,-89.23,NA
"WIDNR_WQX-10006091",45.86,-89.22,NA
"WIDNR_WQX-10006092",45.9,-89.9,"nhd_14447436"
"WIDNR_WQX-10006093",45.9,-89.89,"nhd_14447436"
"WIDNR_WQX-10006094",45.9,-89.81,NA
"WIDNR_WQX-10006095",45.97,-89.69,NA
"WIDNR_WQX-10006096",45.93,-89.74,"nhd_13393621"
"WIDNR_WQX-10006097",45.93,-89.72,NA
"WIDNR_WQX-10006098",45.91,-89.74,NA
"WIDNR_WQX-10006099",45.9,-89.68,NA
"WIDNR_WQX-100061",45.419656,-92.207758,"nhd_2646620"
"WIDNR_WQX-10006100",45.96,-89.63,NA
"WIDNR_WQX-10006101",45.96,-89.56,NA
"WIDNR_WQX-10006102",45.91,-89.66,NA
"WIDNR_WQX-10006103",45.9,-89.65,NA
"WIDNR_WQX-10006104",45.92,-89.45,"nhd_13393703"
"WIDNR_WQX-10006105",45.9,-89.53,NA
"WIDNR_WQX-10006106",45.91,-89.47,"nhd_13393637"
"WIDNR_WQX-10006107",45.97,-89.31,NA
"WIDNR_WQX-10006108",45.96,-89.38,NA
"WIDNR_WQX-10006109",45.95,-89.35,NA
"WIDNR_WQX-10006110",45.94,-89.36,"nhd_13393613"
"WIDNR_WQX-10006111",45.93,-89.32,NA
"WIDNR_WQX-10006112",45.91,-89.38,NA
"WIDNR_WQX-10006113",45.91,-89.41,NA
"WIDNR_WQX-10006114",45.9,-89.35,NA
"WIDNR_WQX-10006115",45.98,-89.27,NA
"WIDNR_WQX-10006116",45.94,-89.13,NA
"WIDNR_WQX-10006117",45.93,-89.14,NA
"WIDNR_WQX-10006118",45.99,-89.44,NA
"WIDNR_WQX-10006119",46.04,-89.4,NA
"WIDNR_WQX-10006120",46.02,-89.41,NA
"WIDNR_WQX-10006121",46.01,-89.33,NA
"WIDNR_WQX-10006122",45.99,-89.37,NA
"WIDNR_WQX-10006123",45.98,-89.33,NA
"WIDNR_WQX-10006124",46.01,-89.24,NA
"WIDNR_WQX-10006125",45.99,-89.2,NA
"WIDNR_WQX-10006126",46.14,-89.34,NA
"WIDNR_WQX-10006127",46.15,-89.34,NA
"WIDNR_WQX-10006128",46.1,-89.35,NA
"WIDNR_WQX-10006129",46.09,-89.34,NA
"WIDNR_WQX-10006130",46.14,-89.2,NA
"WIDNR_WQX-10006131",46.15,-89.24,NA
"WIDNR_WQX-10006132",46.09,-89.27,"nhd_13391667"
"WIDNR_WQX-10006133",46.08,-89.24,NA
"WIDNR_WQX-10006134",46,-89.09,NA
"WIDNR_WQX-10006135",45.97591,-89.59567,"nhd_13393419"
"WIDNR_WQX-10006136",45.9,-89.44,NA
"WIDNR_WQX-10006137",46,-89.43,NA
"WIDNR_WQX-10006138",45.99,-89.08,NA
"WIDNR_WQX-10006139",46.09,-89.28,NA
"WIDNR_WQX-10006140",46.01,-89.41,NA
"WIDNR_WQX-10006141",46.15,-89.35,NA
"WIDNR_WQX-10006142",45.9,-89.91,NA
"WIDNR_WQX-10006143",45.9,-89.82,"nhd_13393729"
"WIDNR_WQX-10006144",45.95,-89.72,NA
"WIDNR_WQX-10006145",45.97,-89.71,"nhd_13393397"
"WIDNR_WQX-10006146",45.98,-89.73,"nhd_14446852"
"WIDNR_WQX-10006147",45.91,-89.74,NA
"WIDNR_WQX-10006148",45.91,-89.73,NA
"WIDNR_WQX-10006149",45.89,-89.72,NA
"WIDNR_WQX-10006150",45.89,-89.69,NA
"WIDNR_WQX-10006151",45.92,-89.69,NA
"WIDNR_WQX-10006152",45.92,-89.53,NA
"WIDNR_WQX-10006153",45.93,-89.57,"nhd_14447416"
"WIDNR_WQX-10006154",45.92,-89.51,"nhd_13393661"
"WIDNR_WQX-10006155",45.98,-89.56,NA
"WIDNR_WQX-10006156",46.01,-89.54,NA
"WIDNR_WQX-10006157",46.04,-89.54,NA
"WIDNR_WQX-10006158",46.04,-89.48,"nhd_13391771"
"WIDNR_WQX-10006159",45.96,-89.48,"nhd_13393449"
"WIDNR_WQX-10006160",45.94,-89.43,NA
"WIDNR_WQX-10006161",45.97,-89.45,NA
"WIDNR_WQX-10006162",45.9,-89.56,NA
"WIDNR_WQX-10006163",45.87,-89.29,NA
"WIDNR_WQX-10006164",45.91,-89.29,"nhd_13393725"
"WIDNR_WQX-10006165",45.92,-89.23,NA
"WIDNR_WQX-10006166",45.94,-89.23,NA
"WIDNR_WQX-10006167",45.94,-89.22,"nhd_13396007"
"WIDNR_WQX-10006168",45.94,-89.22,"nhd_13396007"
"WIDNR_WQX-10006169",45.93,-89.18,NA
"WIDNR_WQX-10006170",46,-89.11,NA
"WIDNR_WQX-10006171",45.91,-89.2,NA
"WIDNR_WQX-10006172",45.92,-89.18,"nhd_13396013"
"WIDNR_WQX-10006173",45.93,-89.16,"nhd_13393655"
"WIDNR_WQX-10006174",45.9,-89.15,NA
"WIDNR_WQX-10006175",45.92,-89.13,NA
"WIDNR_WQX-10006176",45.9,-89.05,NA
"WIDNR_WQX-10006177",45.86,-89.18,NA
"WIDNR_WQX-10006178",45.94,-89.33,NA
"WIDNR_WQX-10006179",45.95,-89.31,"nhd_14447418"
"WIDNR_WQX-10006180",45.96,-89.3,NA
"WIDNR_WQX-10006181",45.98,-89.34,NA
"WIDNR_WQX-10006182",45.98,-89.35,NA
"WIDNR_WQX-10006183",45.97,-89.39,"nhd_13393429"
"WIDNR_WQX-10006184",45.98,-89.32,NA
"WIDNR_WQX-10006185",45.98,-89.24,NA
"WIDNR_WQX-10006186",46.02,-89.32,"nhd_13391805"
"WIDNR_WQX-10006187",46.01,-89.34,NA
"WIDNR_WQX-10006188",46.04,-89.35,NA
"WIDNR_WQX-10006189",46.03,-89.17,"nhd_13391717"
"WIDNR_WQX-10006190",46.08,-89.08,"nhd_14445660"
"WIDNR_WQX-10006191",46.08,-89.11,NA
"WIDNR_WQX-10006192",46.09,-89.1,NA
"WIDNR_WQX-10006193",46.07,-89.32,NA
"WIDNR_WQX-10006194",46.08,-89.33,NA
"WIDNR_WQX-10006195",46.08,-89.34,NA
"WIDNR_WQX-10006196",46.06,-89.34,NA
"WIDNR_WQX-10006197",46.09,-89.35,"nhd_13391643"
"WIDNR_WQX-10006198",46.07,-89.35,NA
"WIDNR_WQX-10006199",46.08,-89.37,NA
"WIDNR_WQX-100062",45.428714,-89.473517,NA
"WIDNR_WQX-10006200",46.08,-89.29,NA
"WIDNR_WQX-10006201",46.1,-89.33,NA
"WIDNR_WQX-10006202",46.12,-89.31,NA
"WIDNR_WQX-10006203",46.11,-89.34,NA
"WIDNR_WQX-10006204",46.13,-89.35,"nhd_13391571"
"WIDNR_WQX-10006205",46.12,-89.36,NA
"WIDNR_WQX-10006206",46.13,-89.25,NA
"WIDNR_WQX-10006207",46.14,-89.31,NA
"WIDNR_WQX-10006208",46.14,-89.3,NA
"WIDNR_WQX-10006209",46.15,-89.3,NA
"WIDNR_WQX-10006210",46.17,-89.33,"nhd_13391477"
"WIDNR_WQX-10006211",46.16,-89.25,NA
"WIDNR_WQX-10006212",46.16,-89.26,NA
"WIDNR_WQX-10006213",46.11,-89.22,NA
"WIDNR_WQX-10006214",46.15,-89.17,NA
"WIDNR_WQX-10006215",46.14,-89.15,NA
"WIDNR_WQX-10006216",46.11,-89.16,"nhd_14445704"
"WIDNR_WQX-10006217",46.11,-89.09,NA
"WIDNR_WQX-10006218",46.1,-89.07,NA
"WIDNR_WQX-10006219",46.24,-89.89,NA
"WIDNR_WQX-10006220",46.17,-89.78,NA
"WIDNR_WQX-10006221",46.13,-89.45,NA
"WIDNR_WQX-10006222",46.16,-89.55,"nhd_13343496"
"WIDNR_WQX-10006223",46.28,-89.92,NA
"WIDNR_WQX-10006224",46.13,-89.55,NA
"WIDNR_WQX-10006225",45.93,-89.97,NA
"WIDNR_WQX-10006226",46.02,-89.58,NA
"WIDNR_WQX-10006227",45.99,-89.82,NA
"WIDNR_WQX-10006228",46.08,-89.85,NA
"WIDNR_WQX-10006229",45.92,-89.95,"nhd_12988397"
"WIDNR_WQX-10006230",46.13,-89.43,NA
"WIDNR_WQX-10006231",46.12,-89.89,NA
"WIDNR_WQX-10006232",46.26,-89.9,NA
"WIDNR_WQX-10006233",46,-89.61,"nhd_13344284"
"WIDNR_WQX-10006234",46.11,-89.91,"nhd_14445662"
"WIDNR_WQX-10006235",46.17,-89.52,NA
"WIDNR_WQX-10006236",46.04,-89.71,NA
"WIDNR_WQX-10006237",46.14,-89.91,NA
"WIDNR_WQX-10006238",46.09,-89.47,NA
"WIDNR_WQX-10006239",46.03,-89.82,NA
"WIDNR_WQX-10006240",46.08,-89.7,NA
"WIDNR_WQX-10006241",46.12,-89.62,NA
"WIDNR_WQX-10006242",46.08,-89.44,NA
"WIDNR_WQX-10006243",46,-89.8,NA
"WIDNR_WQX-10006244",45.99,-89.63,NA
"WIDNR_WQX-10006245",45.99,-89.62,NA
"WIDNR_WQX-10006246",46.26,-89.9,NA
"WIDNR_WQX-10006247",45.99,-89.63,NA
"WIDNR_WQX-10006248",46.12,-89.9,"nhd_14445662"
"WIDNR_WQX-10006249",45.91,-89.94,NA
"WIDNR_WQX-10006250",46.25,-89.84,NA
"WIDNR_WQX-10006251",46.06,-89.76,NA
"WIDNR_WQX-10006252",46.29,-89.91,NA
"WIDNR_WQX-10006253",46.08,-89.91,"nhd_14445662"
"WIDNR_WQX-10006254",46.08,-89.44,NA
"WIDNR_WQX-10006255",46.18,-89.68,NA
"WIDNR_WQX-10006256",45.91,-89.87,NA
"WIDNR_WQX-10006257",46.15,-89.74,NA
"WIDNR_WQX-10006258",46.09,-89.49,"nhd_13343852"
"WIDNR_WQX-10006259",46.28,-89.9,NA
"WIDNR_WQX-10006260",46.25,-89.89,NA
"WIDNR_WQX-10006261",46.25,-89.89,NA
"WIDNR_WQX-10006262",46.06,-89.76,NA
"WIDNR_WQX-10006263",46,-89.63,NA
"WIDNR_WQX-10006264",46.16,-89.5,NA
"WIDNR_WQX-10006265",45.99,-89.7,NA
"WIDNR_WQX-10006266",45.93,-89.91,NA
"WIDNR_WQX-10006267",46.13,-89.73,NA
"WIDNR_WQX-10006268",46.12,-89.89,NA
"WIDNR_WQX-10006269",46,-89.76,NA
"WIDNR_WQX-10006270",46,-89.69,"nhd_120054442"
"WIDNR_WQX-10006271",45.98,-89.96,NA
"WIDNR_WQX-10006272",45.94,-89.97,NA
"WIDNR_WQX-10006273",45.98,-89.81,"nhd_13346498"
"WIDNR_WQX-10006274",46.05,-89.59,"nhd_13344022"
"WIDNR_WQX-10006275",46.07,-89.79,NA
"WIDNR_WQX-10006276",46.1,-89.68,NA
"WIDNR_WQX-10006277",46.1,-89.42,"nhd_13343814"
"WIDNR_WQX-10006278",46.06,-89.6,NA
"WIDNR_WQX-10006279",46.11,-89.92,NA
"WIDNR_WQX-10006280",45.97,-89.77,NA
"WIDNR_WQX-10006281",45.99,-89.91,"nhd_14446814"
"WIDNR_WQX-10006282",45.98,-89.85,NA
"WIDNR_WQX-10006283",46.16,-89.73,NA
"WIDNR_WQX-10006284",46.18,-89.78,NA
"WIDNR_WQX-10006285",45.96,-89.95,"nhd_14447394"
"WIDNR_WQX-10006286",46.09,-89.71,NA
"WIDNR_WQX-10006287",46.15,-89.52,NA
"WIDNR_WQX-10006288",46,-89.69,"nhd_120054442"
"WIDNR_WQX-10006289",46.14,-89.89,"nhd_13343586"
"WIDNR_WQX-10006290",45.97,-89.77,NA
"WIDNR_WQX-10006291",46.09,-89.7,NA
"WIDNR_WQX-10006292",45.92,-89.94,NA
"WIDNR_WQX-10006293",45.93,-89.94,NA
"WIDNR_WQX-10006294",45.97,-89.79,"nhd_13346630"
"WIDNR_WQX-10006295",46.12,-89.43,NA
"WIDNR_WQX-10006296",46.27,-89.91,"nhd_13343140"
"WIDNR_WQX-10006297",45.98,-89.99,NA
"WIDNR_WQX-10006298",45.95,-90,NA
"WIDNR_WQX-10006299",45.94,-89.93,NA
"WIDNR_WQX-100063",45.415378,-89.516025,NA
"WIDNR_WQX-10006300",45.94,-89.98,"nhd_12988315"
"WIDNR_WQX-10006301",45.94,-89.99,NA
"WIDNR_WQX-10006302",45.93,-89.96,NA
"WIDNR_WQX-10006303",45.93,-89.96,NA
"WIDNR_WQX-10006304",45.92,-89.92,NA
"WIDNR_WQX-10006305",45.91,-89.95,NA
"WIDNR_WQX-10006306",45.9,-89.95,NA
"WIDNR_WQX-10006307",45.9,-89.95,NA
"WIDNR_WQX-10006308",45.97,-89.81,NA
"WIDNR_WQX-10006309",45.95,-89.87,NA
"WIDNR_WQX-10006310",45.97,-89.8,NA
"WIDNR_WQX-10006311",45.93,-89.86,NA
"WIDNR_WQX-10006312",45.91,-89.88,NA
"WIDNR_WQX-10006313",45.97,-89.76,NA
"WIDNR_WQX-10006314",45.98,-89.78,"nhd_13346500"
"WIDNR_WQX-10006315",45.98,-89.79,NA
"WIDNR_WQX-10006316",45.97,-89.79,"nhd_13346630"
"WIDNR_WQX-10006317",45.96,-89.79,NA
"WIDNR_WQX-10006318",46.03,-89.92,NA
"WIDNR_WQX-10006319",46.02,-89.92,NA
"WIDNR_WQX-10006320",46.03,-89.72,NA
"WIDNR_WQX-10006321",46.02,-89.75,NA
"WIDNR_WQX-10006322",46.01,-89.8,NA
"WIDNR_WQX-10006323",46.01,-89.74,NA
"WIDNR_WQX-10006324",46.02,-89.71,NA
"WIDNR_WQX-10006325",46,-89.72,"nhd_120054462"
"WIDNR_WQX-10006326",45.99,-89.72,NA
"WIDNR_WQX-10006327",46,-89.74,NA
"WIDNR_WQX-10006328",46,-89.76,NA
"WIDNR_WQX-10006329",46,-89.79,NA
"WIDNR_WQX-10006330",45.99,-89.66,NA
"WIDNR_WQX-10006331",45.98,-89.62,NA
"WIDNR_WQX-10006332",45.98,-89.63,NA
"WIDNR_WQX-10006333",46.06,-89.55,NA
"WIDNR_WQX-10006334",46.12,-89.91,"nhd_13343678"
"WIDNR_WQX-10006335",46.15,-89.72,NA
"WIDNR_WQX-10006336",46.15,-89.74,NA
"WIDNR_WQX-10006337",46.07,-89.75,NA
"WIDNR_WQX-10006338",46.08,-89.73,NA
"WIDNR_WQX-10006339",46.15,-89.57,"nhd_13343496"
"WIDNR_WQX-10006340",46.15,-89.58,NA
"WIDNR_WQX-10006341",46.1,-89.58,NA
"WIDNR_WQX-10006342",46.1,-89.55,"nhd_13343806"
"WIDNR_WQX-10006343",46.09,-89.59,"nhd_13343830"
"WIDNR_WQX-10006344",46.08,-89.63,NA
"WIDNR_WQX-10006345",46.07,-89.61,NA
"WIDNR_WQX-10006346",46.17,-89.73,"nhd_14445598"
"WIDNR_WQX-10006347",46.17,-89.76,"nhd_14445598"
"WIDNR_WQX-10006348",46.16,-89.76,"nhd_14445274"
"WIDNR_WQX-10006349",46.16,-89.72,NA
"WIDNR_WQX-10006350",46.17,-89.66,NA
"WIDNR_WQX-10006351",46.17,-89.67,NA
"WIDNR_WQX-10006352",46.27,-89.9,NA
"WIDNR_WQX-10006353",45.94,-89.78,NA
"WIDNR_WQX-10006354",46.12,-89.41,"nhd_11950635"
"WIDNR_WQX-10006355",45.95,-89.79,NA
"WIDNR_WQX-10006356",45.91,-89.83,NA
"WIDNR_WQX-10006357",46.05,-89.86,"nhd_13344010"
"WIDNR_WQX-10006358",45.96,-90.03,NA
"WIDNR_WQX-10006359",45.96,-90.01,NA
"WIDNR_WQX-10006360",45.96,-89.99,NA
