"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","id"
"WIDNR_WQX-10002491",43.59,-88.2,NA
"WIDNR_WQX-10002492",46.07,-91.47,NA
"WIDNR_WQX-10002493",45.89,-88.98,NA
"WIDNR_WQX-10002494",45.92,-89,NA
"WIDNR_WQX-10002495",45.7,-88.51,NA
"WIDNR_WQX-10002496",45.5,-88.84,NA
"WIDNR_WQX-10002497",45.9,-88.96,NA
"WIDNR_WQX-10002498",45.54,-88.9,"nhd_9022733"
"WIDNR_WQX-10002499",45.67,-88.98,"nhd_9022639"
"WIDNR_WQX-100025",46.031532,-91.848073,"nhd_13119098"
"WIDNR_WQX-10002500",45.72,-88.67,"nhd_14446010"
"WIDNR_WQX-10002502",45.46,-88.9,NA
"WIDNR_WQX-10002503",45.46,-88.91,NA
"WIDNR_WQX-10002505",45.9,-88.96,NA
"WIDNR_WQX-10002509",45.4,-88.86,"nhd_9026447"
"WIDNR_WQX-10002510",45.41,-88.89,"nhd_9026429"
"WIDNR_WQX-10002511",45.45,-88.83,NA
"WIDNR_WQX-10002512",45.42,-88.83,"nhd_14725818"
"WIDNR_WQX-10002513",45.47,-88.65,NA
"WIDNR_WQX-10002514",45.79,-89.04,NA
"WIDNR_WQX-10002515",45.78,-89.03,NA
"WIDNR_WQX-10002516",45.87,-89.03,"nhd_120054467"
"WIDNR_WQX-10002517",45.81,-89.02,NA
"WIDNR_WQX-10002518",45.79,-89.02,NA
"WIDNR_WQX-10002519",45.87,-89.03,"nhd_120054467"
"WIDNR_WQX-10002520",45.89,-88.97,NA
"WIDNR_WQX-10002521",45.89,-89.03,"nhd_13393921"
"WIDNR_WQX-10002522",45.8,-89.01,NA
"WIDNR_WQX-10002523",45.75,-89.01,"nhd_120054469"
"WIDNR_WQX-10002524",45.77,-89.01,NA
"WIDNR_WQX-10002525",45.77,-89.01,NA
"WIDNR_WQX-10002526",45.49,-88.82,NA
"WIDNR_WQX-10002527",45.45,-88.85,NA
"WIDNR_WQX-10002528",45.45,-88.84,NA
"WIDNR_WQX-10002529",45.43,-88.85,NA
"WIDNR_WQX-10002530",45.381707,-88.921534,"nhd_9026483"
"WIDNR_WQX-10002531",45.4,-88.79,"nhd_14725830"
"WIDNR_WQX-10002532",45.49,-88.81,NA
"WIDNR_WQX-10002533",45.46,-88.9,NA
"WIDNR_WQX-10002534",45.48,-88.79,NA
"WIDNR_WQX-10002535",45.39,-88.87,NA
"WIDNR_WQX-10002536",45.5,-88.77,"nhd_120054502"
"WIDNR_WQX-10002537",45.48,-88.82,NA
"WIDNR_WQX-10002538",45.45,-88.86,"nhd_9026385"
"WIDNR_WQX-10002539",45.41,-88.73,"nhd_9026437"
"WIDNR_WQX-10002540",45.42,-88.77,NA
"WIDNR_WQX-10002541",45.7,-88.98,NA
"WIDNR_WQX-10002542",45.5,-88.77,"nhd_120054502"
"WIDNR_WQX-10002543",45.49,-88.79,NA
"WIDNR_WQX-10002544",45.47,-88.76,NA
"WIDNR_WQX-10002545",45.5,-88.77,"nhd_120054502"
"WIDNR_WQX-10002546",45.5,-88.79,NA
"WIDNR_WQX-10002547",45.47,-88.93,NA
"WIDNR_WQX-10002548",45.5,-88.76,NA
"WIDNR_WQX-10002549",45.41,-88.76,NA
"WIDNR_WQX-10002550",45.49,-88.81,NA
"WIDNR_WQX-10002551",45.41,-88.72,NA
"WIDNR_WQX-10002552",45.4,-88.73,NA
"WIDNR_WQX-10002553",45.48,-88.8,NA
"WIDNR_WQX-10002554",45.48,-88.83,NA
"WIDNR_WQX-10002555",45.46,-88.85,NA
"WIDNR_WQX-10002556",45.45,-88.87,"nhd_9026383"
"WIDNR_WQX-10002557",45.5,-88.82,NA
"WIDNR_WQX-10002558",45.39,-88.74,NA
"WIDNR_WQX-10002559",45.41,-88.78,NA
"WIDNR_WQX-10002560",45.4,-88.78,NA
"WIDNR_WQX-10002561",45.41,-88.75,NA
"WIDNR_WQX-10002562",45.41,-88.75,NA
"WIDNR_WQX-10002563",45.47,-88.82,NA
"WIDNR_WQX-10002564",45.47,-88.81,NA
"WIDNR_WQX-10002565",45.45,-88.78,NA
"WIDNR_WQX-10002566",45.45,-88.75,NA
"WIDNR_WQX-10002567",45.44,-88.87,NA
"WIDNR_WQX-10002568",45.47,-88.97,"nhd_14725774"
"WIDNR_WQX-10002569",45.48,-89.01,NA
"WIDNR_WQX-10002570",45.49,-88.97,"nhd_9026301"
"WIDNR_WQX-10002571",45.47,-88.86,NA
"WIDNR_WQX-10002572",45.54,-88.83,NA
"WIDNR_WQX-10002573",0,0,NA
"WIDNR_WQX-10002574",45.58,-88.99,NA
"WIDNR_WQX-10002575",45.72,-88.96,NA
"WIDNR_WQX-10002576",45.45,-88.69,"nhd_14725788"
"WIDNR_WQX-10002577",45.42,-88.54,NA
"WIDNR_WQX-10002578",45.49,-88.69,NA
"WIDNR_WQX-10002579",45.42,-88.54,NA
"WIDNR_WQX-10002580",45.49,-88.67,NA
"WIDNR_WQX-10002581",45.49,-88.67,NA
"WIDNR_WQX-10002582",45.48,-88.64,NA
"WIDNR_WQX-10002583",45.4,-88.51,NA
"WIDNR_WQX-10002584",45.41,-88.65,"nhd_14725820"
"WIDNR_WQX-10002585",45.48,-88.69,NA
"WIDNR_WQX-10002586",45.37,-88.56,"nhd_14725850"
"WIDNR_WQX-10002587",45.39,-88.63,NA
"WIDNR_WQX-10002588",45.42,-88.55,NA
"WIDNR_WQX-10002589",45.43,-88.55,NA
"WIDNR_WQX-10002590",45.42,-88.67,NA
"WIDNR_WQX-10002591",45.46,-88.66,NA
"WIDNR_WQX-10002592",45.44,-88.71,NA
"WIDNR_WQX-10002593",45.43,-88.73,NA
"WIDNR_WQX-10002594",45.49,-88.68,NA
"WIDNR_WQX-10002595",45.59,-88.43,NA
"WIDNR_WQX-10002596",45.64,-88.6,NA
"WIDNR_WQX-10002597",45.44,-88.43,NA
"WIDNR_WQX-10002598",45.57,-88.78,NA
"WIDNR_WQX-10002599",45.42,-88.42,NA
"WIDNR_WQX-100026",46.044383,-90.054827,NA
"WIDNR_WQX-10002600",45.7,-88.5,NA
"WIDNR_WQX-10002601",45.56,-88.62,NA
"WIDNR_WQX-10002602",45.56,-88.76,NA
"WIDNR_WQX-10002603",45.57,-88.61,NA
"WIDNR_WQX-10002604",45.58,-88.72,NA
"WIDNR_WQX-10002605",45.57,-88.71,NA
"WIDNR_WQX-10002606",45.58,-88.62,NA
"WIDNR_WQX-10002607",45.57,-88.62,"nhd_6817140"
"WIDNR_WQX-10002608",45.71,-88.48,"nhd_14446506"
"WIDNR_WQX-10002609",45.7,-88.49,NA
"WIDNR_WQX-10002610",45.67,-88.46,NA
"WIDNR_WQX-10002611",45.5,-88.44,NA
"WIDNR_WQX-10002612",45.43,-88.47,"nhd_14725816"
"WIDNR_WQX-10002613",45.44,-88.49,NA
"WIDNR_WQX-10002614",45.43,-88.52,NA
"WIDNR_WQX-10002615",45.44,-88.44,NA
"WIDNR_WQX-10002616",45.51,-88.52,NA
"WIDNR_WQX-10002617",45.55,-88.58,"nhd_14446628"
"WIDNR_WQX-10002618",45.51,-88.65,NA
"WIDNR_WQX-10002619",45.56,-88.68,NA
"WIDNR_WQX-10002620",45.57,-88.65,NA
"WIDNR_WQX-10002621",45.56,-88.63,NA
"WIDNR_WQX-10002622",45.55,-88.7,NA
"WIDNR_WQX-10002623",45.55,-88.77,NA
"WIDNR_WQX-10002624",45.53,-88.77,"nhd_6817222"
"WIDNR_WQX-10002625",45.53,-88.75,NA
"WIDNR_WQX-10002626",45.59,-88.46,NA
"WIDNR_WQX-10002627",45.65,-88.46,NA
"WIDNR_WQX-10002628",45.67,-88.56,NA
"WIDNR_WQX-10002629",45.71,-88.46,NA
"WIDNR_WQX-10002630",45.62,-88.6,NA
"WIDNR_WQX-10002631",45.57,-88.82,NA
"WIDNR_WQX-10002632",45.68,-88.9,"nhd_14446502"
"WIDNR_WQX-10002633",45.61,-88.86,NA
"WIDNR_WQX-10002634",45.58,-88.89,NA
"WIDNR_WQX-10002635",45.58,-88.9,NA
"WIDNR_WQX-10002636",45.92,-88.96,NA
"WIDNR_WQX-10002637",45.92,-89,NA
"WIDNR_WQX-10002638",45.56,-88.42,NA
"WIDNR_WQX-10002639",45.9,-88.99,NA
"WIDNR_WQX-10002640",45.89,-88.99,NA
"WIDNR_WQX-10002641",45.91,-88.94,NA
"WIDNR_WQX-10002642",45.97,-88.83,NA
"WIDNR_WQX-10002643",45.89,-88.95,NA
"WIDNR_WQX-10002644",45.92,-88.96,NA
"WIDNR_WQX-10002645",45.96,-88.77,NA
"WIDNR_WQX-10002646",45.94,-88.95,NA
"WIDNR_WQX-10002647",45.8,-88.82,NA
"WIDNR_WQX-10002648",45.91,-88.96,NA
"WIDNR_WQX-10002649",45.94,-88.98,NA
"WIDNR_WQX-10002650",45.81,-88.67,NA
"WIDNR_WQX-10002651",45.94,-89.01,"nhd_120054464"
"WIDNR_WQX-10002652",45.93,-88.97,NA
"WIDNR_WQX-10002653",45.97,-88.75,NA
"WIDNR_WQX-10002654",45.94,-88.73,NA
"WIDNR_WQX-10002655",45.71,-88.43,NA
"WIDNR_WQX-10002656",45.68,-88.63,NA
"WIDNR_WQX-10002657",45.8,-88.68,NA
"WIDNR_WQX-10002658",45.81,-88.78,"nhd_14446716"
"WIDNR_WQX-10002659",45.82,-88.79,NA
"WIDNR_WQX-10002660",45.92,-88.7,NA
"WIDNR_WQX-10002661",45.93,-88.73,NA
"WIDNR_WQX-10002662",45.9,-88.7,NA
"WIDNR_WQX-10002663",45.91,-88.69,"nhd_14446442"
"WIDNR_WQX-10002664",45.91,-88.74,NA
"WIDNR_WQX-10002665",45.82,-88.74,NA
"WIDNR_WQX-10002666",45.92,-88.89,"nhd_14446430"
"WIDNR_WQX-10002667",45.94,-88.93,NA
"WIDNR_WQX-10002668",45.92,-88.98,NA
"WIDNR_WQX-10002669",45.92,-88.97,NA
"WIDNR_WQX-10002670",45.93,-89,"nhd_120052170"
"WIDNR_WQX-10002671",45.94,-89.01,"nhd_120054464"
"WIDNR_WQX-10002672",45.89,-88.98,NA
"WIDNR_WQX-10002673",45.95,-88.68,NA
"WIDNR_WQX-10002674",45.98,-88.71,NA
"WIDNR_WQX-10002675",45.96,-88.84,NA
"WIDNR_WQX-10002676",46.03,-88.9,NA
"WIDNR_WQX-10002677",46.03,-88.84,NA
"WIDNR_WQX-10002678",45.82,-89.03,"nhd_120054467"
"WIDNR_WQX-10002679",45.91,-89.03,NA
"WIDNR_WQX-10002684",43.19,-90.52,NA
"WIDNR_WQX-10002685",43.19,-90.51,NA
"WIDNR_WQX-10002686",43.19,-90.5,NA
"WIDNR_WQX-10002687",43.19,-90.49,NA
"WIDNR_WQX-10002688",43.19,-90.47,NA
"WIDNR_WQX-10002689",43.19,-90.52,NA
"WIDNR_WQX-10002690",42.54,-90.63,"nhd_13356826"
"WIDNR_WQX-10002693",44.53,-88,NA
"WIDNR_WQX-10002694",42.651683,-89.416872,"nhd_13424979"
"WIDNR_WQX-10002696",42.74,-89.59,NA
"WIDNR_WQX-10002697",42.58,-89.76,NA
"WIDNR_WQX-10002699",43.73,-88.98,NA
"WIDNR_WQX-100027",46.024541,-90.130127,NA
"WIDNR_WQX-10002700",43.84,-88.96,NA
"WIDNR_WQX-10002704",43.83,-89.14,NA
"WIDNR_WQX-10002705",43.93,-89.15,NA
"WIDNR_WQX-10002706",43.91,-89.05,"nhd_120054589"
"WIDNR_WQX-10002707",43.9,-89.07,NA
"WIDNR_WQX-10002708",43.94,-88.95,NA
"WIDNR_WQX-10002709",43.93,-89.01,NA
"WIDNR_WQX-10002710",43.86,-88.93,NA
"WIDNR_WQX-10002711",43.85,-88.94,NA
"WIDNR_WQX-10002712",43.79,-88.97,NA
"WIDNR_WQX-10002713",43.79,-88.98,"nhd_6864861"
"WIDNR_WQX-10002714",43.78,-89,NA
"WIDNR_WQX-10002715",43.9,-89.05,NA
"WIDNR_WQX-10002716",43.9,-89.08,"nhd_120054589"
"WIDNR_WQX-10002717",43.74,-89.14,NA
"WIDNR_WQX-10002718",43.68,-89.16,NA
"WIDNR_WQX-10002719",43.71,-89.08,NA
"WIDNR_WQX-10002720",43.69,-89.12,"nhd_6866589"
"WIDNR_WQX-10002721",43.64,-89,NA
"WIDNR_WQX-10002722",43.68,-89.04,NA
"WIDNR_WQX-10002723",43.19,-90.41,"nhd_13654646"
"WIDNR_WQX-10002724",43.19,-90.31,NA
"WIDNR_WQX-10002725",43.18,-90.26,NA
"WIDNR_WQX-10002726",43.01,-90.28,NA
"WIDNR_WQX-10002727",43.13,-90.06,NA
"WIDNR_WQX-10002728",43.16,-90.03,"nhd_13654652"
"WIDNR_WQX-10002729",43.02,-90.09,NA
"WIDNR_WQX-10002730",43.04,-90.09,NA
"WIDNR_WQX-10002731",43,-90.11,NA
"WIDNR_WQX-10002732",43.18,-89.94,NA
"WIDNR_WQX-10002733",42.87,-90.19,NA
"WIDNR_WQX-10002734",46.29,-90.8,NA
"WIDNR_WQX-10002735",46.03,-90.13,"nhd_12987551"
"WIDNR_WQX-10002736",46.41,-90.18,NA
"WIDNR_WQX-10002737",46.17,-90.04,NA
"WIDNR_WQX-10002738",46.23,-90.29,"nhd_13345374"
"WIDNR_WQX-10002739",46.05,-90.05,"nhd_13345688"
"WIDNR_WQX-10002740",46.19,-89.96,NA
"WIDNR_WQX-10002741",46.27,-89.97,NA
"WIDNR_WQX-10002744",46,-90.06,NA
"WIDNR_WQX-10002745",46.2,-89.95,NA
"WIDNR_WQX-10002746",46.25,-90.3,NA
"WIDNR_WQX-10002747",46.25,-90.14,NA
"WIDNR_WQX-10002748",46.11,-90.11,NA
"WIDNR_WQX-10002750",46.18,-90.06,"nhd_13345454"
"WIDNR_WQX-10002754",46.25,-90.07,NA
"WIDNR_WQX-10002755",46.12,-90.1,NA
"WIDNR_WQX-10002756",46.16,-90.01,"nhd_120054393"
"WIDNR_WQX-10002757",46.27,-89.96,NA
"WIDNR_WQX-10002758",46.01,-90.02,NA
"WIDNR_WQX-10002759",46.01,-90.15,NA
"WIDNR_WQX-10002760",46.16,-90.11,NA
"WIDNR_WQX-10002761",46.11,-89.99,"nhd_14445662"
"WIDNR_WQX-10002762",46.16,-90.14,NA
"WIDNR_WQX-10002763",46.12,-90.17,NA
"WIDNR_WQX-10002764",46.13,-90.1,"nhd_13345576"
"WIDNR_WQX-10002765",46.23,-90.02,NA
"WIDNR_WQX-10002766",46.18,-90.37,NA
"WIDNR_WQX-10002767",46.28,-89.93,"nhd_13343108"
"WIDNR_WQX-10002768",46.02,-89.93,NA
"WIDNR_WQX-10002769",46.16,-90.11,NA
"WIDNR_WQX-10002770",46.01,-90.08,NA
"WIDNR_WQX-10002771",46.13,-90.2,NA
"WIDNR_WQX-10002772",46.03,-90.15,NA
"WIDNR_WQX-10002773",46.11,-90.01,"nhd_13346196"
"WIDNR_WQX-10002774",46.03,-90.07,"nhd_120054407"
"WIDNR_WQX-10002775",46.01,-89.92,NA
"WIDNR_WQX-10002776",46.29,-89.96,NA
"WIDNR_WQX-10002777",46.19,-90.05,NA
"WIDNR_WQX-10002778",46.26,-90.07,NA
"WIDNR_WQX-10002779",46.21,-90.12,NA
"WIDNR_WQX-10002780",46.01,-90.01,"nhd_120054407"
"WIDNR_WQX-10002781",45.98,-89.92,NA
"WIDNR_WQX-10002782",46.19,-90,NA
"WIDNR_WQX-10002783",46.08,-90.26,NA
"WIDNR_WQX-10002784",46.01,-90.16,NA
"WIDNR_WQX-10002785",46.29,-89.98,NA
"WIDNR_WQX-10002786",46.04,-90.16,NA
"WIDNR_WQX-10002787",46,-89.97,NA
"WIDNR_WQX-10002788",46.19,-90.01,"nhd_13345448"
"WIDNR_WQX-10002789",46.02,-90.15,"nhd_12987579"
"WIDNR_WQX-10002790",46.13,-90.12,NA
"WIDNR_WQX-10002791",46.19,-90,NA
"WIDNR_WQX-10002792",46.14,-90.17,NA
"WIDNR_WQX-10002793",45.99,-89.98,NA
"WIDNR_WQX-10002794",46.28,-89.98,NA
"WIDNR_WQX-10002795",46.04,-90.16,NA
"WIDNR_WQX-10002796",46.16,-90.04,NA
"WIDNR_WQX-10002797",46.19,-89.94,NA
"WIDNR_WQX-10002798",46.22,-89.94,NA
"WIDNR_WQX-10002799",46.18,-89.99,"nhd_120054393"
"WIDNR_WQX-100028",46.013461,-89.262837,NA
"WIDNR_WQX-10002800",46.01,-89.98,"nhd_120054407"
"WIDNR_WQX-10002801",46.22,-89.93,NA
"WIDNR_WQX-10002802",46.21,-90.08,NA
"WIDNR_WQX-10002803",45.99,-90.22,"nhd_13397777"
"WIDNR_WQX-10002804",45.99,-90.15,"nhd_120054443"
"WIDNR_WQX-10002805",45.98,-90.16,NA
"WIDNR_WQX-10002806",45.99,-89.98,NA
"WIDNR_WQX-10002807",45.99,-89.98,NA
"WIDNR_WQX-10002808",46.2,-89.95,NA
"WIDNR_WQX-10002809",46.27,-89.95,NA
"WIDNR_WQX-10002810",46.25,-90.02,NA
"WIDNR_WQX-10002811",46.25,-90,NA
"WIDNR_WQX-10002812",46.14,-90.09,"nhd_13346070"
"WIDNR_WQX-10002813",46.04,-90.08,"nhd_13346196"
"WIDNR_WQX-10002814",46.18,-89.99,"nhd_120054393"
"WIDNR_WQX-10002815",46.17,-90.13,NA
"WIDNR_WQX-10002816",45.99,-90.28,"nhd_120054414"
"WIDNR_WQX-10002817",46,-90.26,"nhd_120054414"
"WIDNR_WQX-10002818",46.04,-90.24,NA
"WIDNR_WQX-10002819",45.99,-90.09,NA
"WIDNR_WQX-10002820",46.01,-90.06,"nhd_120054407"
"WIDNR_WQX-10002821",46.02,-90.1,"nhd_13345740"
"WIDNR_WQX-10002822",46.02,-90.11,NA
"WIDNR_WQX-10002823",46.01,-90.13,"nhd_12987583"
"WIDNR_WQX-10002824",46.01,-90.13,"nhd_12987583"
"WIDNR_WQX-10002825",46.02,-90.12,NA
"WIDNR_WQX-10002826",46.03,-90.13,"nhd_12987551"
"WIDNR_WQX-10002827",45.98,-89.97,"nhd_13346516"
"WIDNR_WQX-10002828",45.98,-90.03,NA
"WIDNR_WQX-10002829",45.97,-90.06,NA
"WIDNR_WQX-10002830",46.08,-90.16,"nhd_13345552"
"WIDNR_WQX-10002831",46.1,-90.15,NA
"WIDNR_WQX-10002832",46.1,-90.16,NA
"WIDNR_WQX-10002833",46.1,-90.17,NA
"WIDNR_WQX-10002834",46.05,-90.15,NA
"WIDNR_WQX-10002835",45.99,-90.14,NA
"WIDNR_WQX-10002836",46,-90.14,"nhd_120054443"
"WIDNR_WQX-10002837",46.03,-90.18,NA
"WIDNR_WQX-10002838",46.16,-90.16,NA
"WIDNR_WQX-10002839",46.15,-90.18,NA
"WIDNR_WQX-10002840",46.15,-90.19,NA
"WIDNR_WQX-10002841",46.14,-90.18,NA
"WIDNR_WQX-10002842",46.22,-90.21,NA
"WIDNR_WQX-10002843",46.23,-90.22,"nhd_13345370"
"WIDNR_WQX-10002844",46.17,-90.15,NA
"WIDNR_WQX-10002845",46.17,-90.13,NA
"WIDNR_WQX-10002846",46.18,-90.07,NA
"WIDNR_WQX-10002847",46.2,-90.08,NA
"WIDNR_WQX-10002848",46.19,-90.09,NA
"WIDNR_WQX-10002849",46.22,-90.09,"nhd_13345390"
"WIDNR_WQX-10002850",46.21,-90.04,"nhd_13345384"
"WIDNR_WQX-10002851",46.22,-90.04,NA
"WIDNR_WQX-10002852",46.25,-90.07,NA
"WIDNR_WQX-10002853",46.26,-90.07,NA
"WIDNR_WQX-10002854",46.26,-90.07,NA
"WIDNR_WQX-10002855",46.24,-90.01,NA
"WIDNR_WQX-10002856",46.25,-89.99,NA
"WIDNR_WQX-10002857",46.28,-89.99,"nhd_13343110"
"WIDNR_WQX-10002858",46.28,-89.99,"nhd_13343110"
"WIDNR_WQX-10002859",46.29,-89.99,NA
"WIDNR_WQX-10002860",46.25,-90.06,NA
"WIDNR_WQX-10002861",46.27,-90.01,NA
"WIDNR_WQX-10002862",46.27,-90.04,NA
"WIDNR_WQX-10002863",46.28,-90.04,NA
"WIDNR_WQX-10002864",46.2,-90.02,NA
"WIDNR_WQX-10002865",46.21,-90.03,"nhd_13345378"
"WIDNR_WQX-10002866",46.23,-89.99,NA
"WIDNR_WQX-10002867",46.23,-89.96,NA
"WIDNR_WQX-10002868",46.27,-89.97,NA
"WIDNR_WQX-10002869",46.27,-89.93,NA
"WIDNR_WQX-10002870",46.22,-89.97,NA
"WIDNR_WQX-10002871",46.22,-89.95,NA
"WIDNR_WQX-10002872",46.23,-89.95,NA
"WIDNR_WQX-10002873",46.23,-89.94,NA
"WIDNR_WQX-10002874",46.24,-89.93,NA
"WIDNR_WQX-10002875",46.11,-90.07,NA
"WIDNR_WQX-10002876",46.12,-90.06,"nhd_13346070"
"WIDNR_WQX-10002877",46.15,-90.08,NA
"WIDNR_WQX-10002878",46.14,-90.08,NA
"WIDNR_WQX-10002879",46.16,-90.08,NA
"WIDNR_WQX-10002880",46.16,-90.03,NA
"WIDNR_WQX-10002881",46.18,-90.02,NA
"WIDNR_WQX-10002882",46.19,-90.02,NA
"WIDNR_WQX-10002883",46.1,-89.97,"nhd_14445662"
"WIDNR_WQX-10002884",46.1,-89.95,NA
"WIDNR_WQX-10002885",46.02,-90.02,"nhd_13345744"
"WIDNR_WQX-10002886",46.03,-90.03,"nhd_120054407"
"WIDNR_WQX-10002887",46.01,-90.04,NA
"WIDNR_WQX-10002888",46.04,-89.95,NA
"WIDNR_WQX-10002889",46.01,-89.94,NA
"WIDNR_WQX-10002890",46,-89.95,NA
"WIDNR_WQX-10002891",46.01,-89.94,NA
"WIDNR_WQX-10002892",46.12,-89.98,NA
"WIDNR_WQX-10002893",46.14,-89.98,NA
"WIDNR_WQX-10002894",46.16,-89.96,"nhd_120054393"
"WIDNR_WQX-10002895",46.17,-89.97,"nhd_120054393"
"WIDNR_WQX-10002896",46.15,-89.98,NA
"WIDNR_WQX-10002897",46.16,-89.99,"nhd_120054393"
"WIDNR_WQX-10002898",46.16,-89.99,"nhd_120054393"
"WIDNR_WQX-10002899",46.17,-89.98,"nhd_120054393"
"WIDNR_WQX-100029",46.002121,-89.440388,NA
"WIDNR_WQX-10002900",46.17,-89.98,"nhd_120054393"
"WIDNR_WQX-10002901",46.18,-89.98,"nhd_120054393"
"WIDNR_WQX-10002902",46.25,-90.4,NA
"WIDNR_WQX-10002903",46.26,-90.4,"nhd_13346004"
"WIDNR_WQX-10002904",46.29,-89.97,NA
"WIDNR_WQX-10002905",46.43,-90.18,NA
"WIDNR_WQX-10002906",46.26,-90.28,NA
"WIDNR_WQX-10002907",46.3,-90.44,NA
"WIDNR_WQX-10002908",46.29,-89.97,NA
"WIDNR_WQX-10002909",46.26,-90.36,NA
"WIDNR_WQX-10002910",46.29,-89.93,"nhd_14445128"
"WIDNR_WQX-10002911",46.38,-90.43,NA
"WIDNR_WQX-10002912",46.41,-90.4,NA
"WIDNR_WQX-10002913",46.25,-90.36,NA
"WIDNR_WQX-10002914",46.29,-90.39,NA
"WIDNR_WQX-10002915",46.29,-90.54,NA
"WIDNR_WQX-10002916",46.29,-90.52,NA
"WIDNR_WQX-10002917",46.36,-90.18,NA
"WIDNR_WQX-10002918",46.29,-90.34,"nhd_13345984"
"WIDNR_WQX-10002919",46.28,-90.24,NA
"WIDNR_WQX-10002920",46.26,-90.25,"nhd_13345998"
"WIDNR_WQX-10002921",46.26,-90.24,NA
"WIDNR_WQX-10002922",46.27,-90.31,NA
"WIDNR_WQX-10002923",46.27,-90.32,NA
"WIDNR_WQX-10002924",46.25,-90.34,NA
"WIDNR_WQX-10002925",46.28,-90.21,NA
"WIDNR_WQX-10002926",46.27,-90.19,"nhd_13345300"
"WIDNR_WQX-10002927",46.25,-90.13,NA
"WIDNR_WQX-10002928",46.3,-89.98,NA
"WIDNR_WQX-10002930",44.3,-90.5,"nhd_13135123"
"WIDNR_WQX-10002931",44.26,-90.79,NA
"WIDNR_WQX-10002937",44.3,-90.57,"nhd_14707198"
"WIDNR_WQX-10002943",44.19,-90.38,NA
"WIDNR_WQX-10002944",44.19,-90.4,"nhd_120055285"
"WIDNR_WQX-10002945",44.19,-90.39,NA
"WIDNR_WQX-10002946",44.19,-90.42,"nhd_120055285"
"WIDNR_WQX-10002947",44.18,-90.43,"nhd_120055285"
"WIDNR_WQX-10002948",44.2,-90.37,"nhd_120055285"
"WIDNR_WQX-10002949",44.22,-90.4,"nhd_120055285"
"WIDNR_WQX-10002950",44.2,-90.32,NA
"WIDNR_WQX-10002951",44.2,-90.32,NA
"WIDNR_WQX-10002952",44.2,-90.31,NA
"WIDNR_WQX-10002953",44.2,-90.32,NA
"WIDNR_WQX-10002954",44.26,-90.36,"nhd_120055285"
"WIDNR_WQX-10002955",44.23,-90.35,NA
"WIDNR_WQX-10002956",44.24,-90.35,"nhd_14707246"
"WIDNR_WQX-10002957",44.16,-90.44,NA
"WIDNR_WQX-10002958",44.17,-90.43,NA
"WIDNR_WQX-10002959",44.17,-90.42,"nhd_120055285"
"WIDNR_WQX-10002960",44.17,-90.41,"nhd_120055285"
"WIDNR_WQX-10002961",44.18,-90.45,NA
"WIDNR_WQX-10002962",44.18,-90.44,NA
"WIDNR_WQX-10002963",44.17,-90.46,"nhd_120055285"
"WIDNR_WQX-10002964",44.16,-90.46,NA
"WIDNR_WQX-10002965",44.17,-90.47,NA
"WIDNR_WQX-10002967",44.27,-90.32,"nhd_14707226"
"WIDNR_WQX-10002968",44.37,-90.7,NA
"WIDNR_WQX-10002969",44.18,-90.62,NA
"WIDNR_WQX-10002970",44.1,-90.99,NA
"WIDNR_WQX-10002971",44.32,-90.38,NA
"WIDNR_WQX-10002972",44.3,-90.51,NA
"WIDNR_WQX-10002973",44.41,-90.73,NA
"WIDNR_WQX-10002974",44.26,-90.62,NA
"WIDNR_WQX-10002975",44.07,-91.13,NA
"WIDNR_WQX-10002976",44.15,-90.92,NA
"WIDNR_WQX-10002977",44.18,-90.64,NA
"WIDNR_WQX-10002978",44.18,-90.6,NA
"WIDNR_WQX-10002979",44.16,-90.61,NA
"WIDNR_WQX-10002980",44.19,-90.57,"nhd_14707268"
"WIDNR_WQX-10002981",44.26,-90.8,NA
"WIDNR_WQX-10002982",44.25,-90.78,NA
"WIDNR_WQX-10002983",44.26,-90.79,NA
"WIDNR_WQX-10002984",44.26,-90.8,NA
"WIDNR_WQX-10002985",44.28,-90.65,NA
"WIDNR_WQX-10002986",44.44,-90.82,NA
"WIDNR_WQX-10002987",44.44,-90.84,NA
"WIDNR_WQX-10002988",44.34,-90.69,NA
"WIDNR_WQX-10002989",44.33,-90.69,NA
"WIDNR_WQX-10002990",44.31,-90.65,NA
"WIDNR_WQX-10002991",44.31,-90.64,NA
"WIDNR_WQX-10002992",44.31,-90.63,NA
"WIDNR_WQX-10002993",44.3,-90.63,NA
"WIDNR_WQX-10002994",44.35,-90.69,NA
"WIDNR_WQX-10002995",44.33,-90.61,NA
"WIDNR_WQX-10002996",44.31,-90.6,NA
"WIDNR_WQX-10002997",44.3,-90.6,NA
"WIDNR_WQX-10002998",44.32,-90.6,"nhd_13135061"
"WIDNR_WQX-10002999",44.31,-90.57,"nhd_14707198"
"WIDNR_WQX-100030",45.973559,-92.360674,NA
"WIDNR_WQX-10003000",44.29,-90.57,NA
"WIDNR_WQX-10003001",44.28,-90.57,NA
"WIDNR_WQX-10003002",44.29,-90.59,"nhd_13135175"
"WIDNR_WQX-10003003",44.28,-90.58,"nhd_14705664"
"WIDNR_WQX-10003004",44.35,-90.55,NA
"WIDNR_WQX-10003005",44.29,-90.54,NA
"WIDNR_WQX-10003006",44.26,-90.55,NA
