"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","Permnn_I","id"
"USGS-425000085502601",42.83336,-85.8405893,NA,NA
"USGS-425002083082801",42.8339189,-83.1410476,NA,NA
"USGS-425004085574001",42.8344695,-85.9611497,NA,NA
"USGS-425005085492601",42.8347491,-85.823922,NA,NA
"USGS-425007085320501",42.8353086,-85.5347439,NA,NA
"USGS-425007085491201",42.8353047,-85.820033,NA,NA
"USGS-425009085525001",42.8358595,-85.880591,NA,NA
"USGS-425009085544501",42.835859,-85.9125367,NA,NA
"USGS-425009085552001",42.8358589,-85.9222593,NA,NA
"USGS-425010085580601",42.8361361,-85.9683722,NA,NA
"USGS-425012085591301",42.8366914,-85.9869841,NA,NA
"USGS-425013084474801",42.854201,-84.7986028,NA,NA
"USGS-425013085465801",42.8369718,-85.7828093,NA,NA
"USGS-425013085471001",42.8369718,-85.7861428,NA,NA
"USGS-425015085502001",42.8347489,-85.8417005,NA,NA
"USGS-425015085552801",42.8375255,-85.9244816,NA,NA
"USGS-425015086002001",42.8375245,-86.0055959,NA,NA
"USGS-425017085510101",42.838082,-85.850312,NA,NA
"USGS-425018085503601",42.8383599,-85.8433673,NA,NA
"USGS-425018085505201",42.8383598,-85.8478119,NA,NA
"USGS-425018085513701",42.8383597,-85.8603124,NA,NA
"USGS-425019085484001",42.8386381,-85.8111438,NA,NA
"USGS-425019085512501",42.8386375,-85.856979,NA,NA
"USGS-425020085551801",42.8389144,-85.9217038,NA,NA
"USGS-425021085383101",42.8391959,-85.6419705,NA,NA
"USGS-425022085524101",42.8394705,-85.878091,NA,NA
"USGS-425022085533101",42.8394704,-85.8919804,NA,NA
"USGS-425022085555401",42.8394699,-85.9317042,NA,NA
"USGS-425023084333801",42.839756,-84.5605372,NA,NA
"USGS-425023085593001",42.8397469,-85.9917066,NA,NA
"USGS-425024085590301",42.8400247,-85.9842063,NA,NA
"USGS-425024085592101",42.8400247,-85.9892065,NA,NA
"USGS-425024086010201",42.8400243,-86.0172629,NA,NA
"USGS-425025086010301",42.840302,-86.0175407,NA,NA
"USGS-425027085265801",42.840865,-85.4494628,NA,"12144146"
"USGS-425027085265802",42.840865,-85.4494628,NA,"12144146"
"USGS-425027085265803",42.840865,-85.4494628,NA,"12144146"
"USGS-425027085265805",42.840865,-85.4494628,NA,"12144146"
"USGS-425027085265806",42.840865,-85.4494628,NA,"12144146"
"USGS-425027085503701",42.8408598,-85.8436452,NA,NA
"USGS-425028085492501",42.8411379,-85.8236444,NA,NA
"USGS-425028085500801",42.8411377,-85.8355893,NA,NA
"USGS-425028085511901",42.8411375,-85.8553123,NA,NA
"USGS-425029085403301",42.8414176,-85.6758608,NA,NA
"USGS-425029085481301",42.8414159,-85.8036436,NA,NA
"USGS-425029085494901",42.8414156,-85.8303113,NA,NA
"USGS-425029085510201",42.8414153,-85.8505899,NA,NA
"USGS-425029085512001",42.8414152,-85.8555901,NA,NA
"USGS-425029085551701",42.8414144,-85.921426,NA,NA
"USGS-425030085434901",42.8416946,-85.7303074,NA,NA
"USGS-425030085494101",42.8416934,-85.828089,NA,NA
"USGS-425030085495001",42.8416933,-85.8305891,NA,NA
"USGS-425030085500801",42.8416933,-85.8355893,NA,NA
"USGS-425031084391001",42.8419786,-84.6527633,NA,NA
"USGS-425031085545901",42.84197,-85.9164259,NA,NA
"USGS-425031085590001",42.8419692,-85.983373,NA,NA
"USGS-425032083230101",42.8422512,-83.3835542,NA,NA
"USGS-425032084545601",42.8422562,-84.6155395,NA,NA
"USGS-425032085543101",42.8422479,-85.9086478,NA,NA
"USGS-425032085570301",42.8422473,-85.9508717,NA,NA
"USGS-425032085595301",42.8422467,-85.9980958,NA,NA
"USGS-425033083080900",42.8425833,-83.1359167,NA,NA
"USGS-425033083165701",42.8425298,-83.2824408,NA,NA
"USGS-425033084414801",42.8425343,-84.696654,NA,NA
"USGS-425033085583901",42.8425248,-85.9775395,NA,NA
"USGS-425034083120101",42.8428077,-83.2002163,NA,NA
"USGS-425035085585301",42.8430803,-85.9814285,NA,NA
"USGS-425036085475201",42.8433604,-85.7978101,NA,NA
"USGS-425036085494101",42.84336,-85.8280891,NA,NA
"USGS-425037085484601",42.843638,-85.8128107,NA,NA
"USGS-425037085485401",42.8436379,-85.815033,NA,NA
"USGS-425037085493201",42.8436378,-85.825589,NA,NA
"USGS-425037085585901",42.8436358,-85.9830953,NA,NA
"USGS-425037085590901",42.8436358,-85.9858732,NA,NA
"USGS-425038085535601",42.8439146,-85.8989253,NA,NA
"USGS-425038085553501",42.8439143,-85.9264264,NA,NA
"USGS-425038085555001",42.8439142,-85.9305932,NA,NA
"USGS-425041086000301",42.8447467,-86.0008738,NA,NA
"USGS-425042083083101",42.8450298,-83.1418811,NA,NA
"USGS-425042086000401",42.8450244,-86.0011516,NA,NA
"USGS-425043085493201",42.8453044,-85.825589,NA,NA
"USGS-425043085493301",42.8453044,-85.8258668,NA,NA
"USGS-425043085495301",42.8453044,-85.8314226,NA,NA
"USGS-425044083122801",42.8455855,-83.2077165,NA,NA
"USGS-425044085493301",42.8455822,-85.8258668,NA,NA
"USGS-425044085494201",42.8455822,-85.8283669,NA,NA
"USGS-425044085534101",42.8455813,-85.8947585,NA,NA
"USGS-425045085595301",42.8458578,-85.9980959,NA,NA
"USGS-425046083083601",42.8461409,-83.14327,NA,NA
"USGS-425048083425901",42.8466667,-83.7163889,NA,"13029437"
"USGS-425048083425902",42.8466667,-83.7163889,NA,"13029437"
"USGS-425048083425903",42.8466667,-83.7163889,NA,"13029437"
"USGS-425048083425905",42.8466667,-83.7163889,NA,"13029437"
"USGS-425048083425906",42.8466667,-83.7163889,NA,"13029437"
"USGS-425048084341001",42.8467004,-84.5694266,NA,NA
"USGS-425048085540801",42.8466923,-85.9022588,NA,NA
"USGS-425050083310901",42.8472502,-83.519113,NA,NA
"USGS-425050085501501",42.8472487,-85.837534,NA,NA
"USGS-425050085582201",42.847247,-85.9728172,NA,NA
"USGS-425051083310701",42.8475,-83.5186111,NA,NA
"USGS-425051085533101",42.8475258,-85.8919806,NA,NA
"USGS-425051085573801",42.8475249,-85.9605945,NA,NA
"USGS-425054086000701",42.8483577,-86.001985,NA,NA
"USGS-425055083374901",42.8486392,-83.6302272,NA,NA
"USGS-425055085585901",42.8486357,-85.9830954,NA,NA
"USGS-425056083310101",42.8488889,-83.5169444,NA,NA
"USGS-425056085500001",42.8489154,-85.8333672,NA,NA
"USGS-425056085550001",42.8489143,-85.9167039,NA,NA
"USGS-425056085565301",42.848914,-85.948094,NA,NA
"USGS-425057085470101",42.8491938,-85.783643,NA,NA
"USGS-425057085471001",42.8491938,-85.7861432,NA,NA
"USGS-425057085472501",42.8491937,-85.79031,NA,NA
"USGS-425057085472701",42.8491937,-85.7908656,NA,NA
"USGS-425057085564701",42.8491917,-85.9464273,NA,NA
"USGS-425057085581301",42.8491914,-85.9703171,NA,NA
"USGS-425057085594201",42.8491911,-85.9950404,NA,NA
"USGS-425058083310201",42.8494725,-83.5171685,NA,NA
"USGS-425058085580401",42.8494693,-85.967817,NA,NA
"USGS-425058085580501",42.8494693,-85.9680948,NA,NA
"USGS-425058085592701",42.849469,-85.9908735,NA,NA
"USGS-425059086003801",42.8497465,-86.0105964,NA,NA
"USGS-425100086003901",42.8500242,-86.0108742,NA,NA
"USGS-425101086000701",42.8503021,-86.001985,NA,NA
"USGS-425102085003201",42.8505893,-85.0088884,NA,NA
"USGS-425102085470001",42.8505827,-85.7833653,NA,NA
"USGS-425102085482901",42.8505823,-85.8080885,NA,NA
"USGS-425102085490501",42.8505822,-85.8180889,NA,NA
"USGS-425102085491401",42.8505822,-85.820589,NA,NA
"USGS-425102085544101",42.8505811,-85.911426,NA,NA
"USGS-425103085475301",42.8508602,-85.7980881,NA,NA
"USGS-425103085481201",42.8508602,-85.8033661,NA,NA
"USGS-425103085491501",42.85086,-85.8208668,NA,NA
"USGS-425103085553501",42.8508586,-85.9264266,NA,NA
"USGS-425103085554201",42.8508586,-85.928371,NA,NA
"USGS-425104085585301",42.8511357,-85.9814288,NA,NA
"USGS-425105084340701",42.8514226,-84.5685933,NA,NA
"USGS-425105085540101",42.8514145,-85.9003144,NA,NA
"USGS-425108085524601",42.8522481,-85.8794803,NA,NA
"USGS-425108085573001",42.8522471,-85.9583723,NA,NA
"USGS-425109085501701",42.8525264,-85.8380898,NA,NA
"USGS-425109085584001",42.8525246,-85.9778175,NA,NA
"USGS-425110085573801",42.8528026,-85.9605946,NA,NA
"USGS-425111085525701",42.8530814,-85.882536,NA,NA
"USGS-425114085524201",42.8539147,-85.8783692,NA,NA
"USGS-425114085550601",42.8539143,-85.9183708,NA,NA
"USGS-425115085522301",42.8541926,-85.8730912,NA,NA
"USGS-425115085544101",42.8541921,-85.911426,NA,NA
"USGS-425115085590901",42.8541912,-85.9858735,NA,NA
"USGS-425116083321501",42.852528,-83.537447,NA,NA
"USGS-425116085472801",42.8544714,-85.7911435,NA,NA
"USGS-425116085533101",42.8544701,-85.8919809,NA,NA
"USGS-425116085551701",42.8544698,-85.9214265,NA,NA
"USGS-425116085560201",42.8544696,-85.933927,NA,NA
"USGS-425116085561901",42.8544695,-85.9386494,NA,NA
"USGS-425116085582201",42.8544691,-85.9728174,NA,NA
"USGS-425116085583901",42.8544691,-85.9775398,NA,NA
"USGS-425117085525601",42.854748,-85.8822583,NA,NA
"USGS-425117085574801",42.854747,-85.9633726,NA,NA
"USGS-425120085541701",42.8555811,-85.9047592,NA,NA
"USGS-425120086000301",42.8555799,-86.0008741,NA,NA
"USGS-425123083365509",42.8564169,-83.615227,NA,NA
"USGS-425123085481301",42.8564156,-85.803644,NA,NA
"USGS-425123085495601",42.8564153,-85.8322563,NA,NA
"USGS-425123085513201",42.8564149,-85.858924,NA,NA
"USGS-425123085522101",42.8564148,-85.8725357,NA,NA
"USGS-425123085543201",42.8564143,-85.908926,NA,NA
"USGS-425123085543401",42.8564143,-85.9094816,NA,NA
"USGS-425123085551801",42.8564142,-85.9217043,NA,NA
"USGS-425123085554401",42.8564141,-85.9289268,NA,NA
"USGS-425123085584001",42.8564135,-85.9778177,NA,NA
"USGS-425123085584101",42.8564135,-85.9780954,NA,NA
"USGS-425124085495601",42.856693,-85.8322563,NA,NA
"USGS-425124085502201",42.856693,-85.8394788,NA,NA
"USGS-425124085503301",42.8566929,-85.8425345,NA,NA
"USGS-425124085503302",42.8566929,-85.8425345,NA,NA
"USGS-425124085561901",42.8566917,-85.9386494,NA,NA
"USGS-425125085503201",42.8569707,-85.8422567,NA,NA
"USGS-425125085540001",42.85697,-85.9000368,NA,NA
"USGS-425126086093201",42.8572441,-86.1589335,NA,NA
"USGS-425126086105801",42.8572437,-86.182823,NA,NA
"USGS-425127086093301",42.8575218,-86.1592113,NA,NA
"USGS-425127086093401",42.8575218,-86.159489,NA,NA
"USGS-425127086122401",42.8575211,-86.2067124,NA,NA
"USGS-425127086123301",42.8575211,-86.2092125,NA,NA
"USGS-425128083230201",42.8578066,-83.3838323,NA,NA
"USGS-425128083361301",42.8578058,-83.60356,NA,NA
"USGS-425128086033101",42.8578012,-86.0586533,NA,NA
"USGS-425128086035301",42.8578011,-86.0647646,NA,NA
"USGS-425128086052801",42.8578007,-86.0911541,NA,NA
"USGS-425128086074401",42.8578001,-86.1289328,NA,NA
"USGS-425129085593901",42.8580799,-85.9942072,NA,NA
"USGS-425129086045101",42.8580786,-86.0808761,NA,NA
"USGS-425130085484801",42.8583599,-85.8133667,NA,NA
"USGS-425131083363001",42.8586391,-83.6082825,NA,NA
"USGS-425131085484101",42.8586377,-85.8114222,NA,NA
"USGS-425131085501301",42.8586374,-85.8369788,NA,NA
"USGS-425132083380501",42.8603058,-83.6346721,NA,NA
"USGS-425132086071601",42.8589113,-86.1211549,NA,NA
"USGS-425132086123301",42.8589099,-86.2092125,NA,NA
"USGS-425134085125501",42.8594778,-85.2152868,NA,"9006933"
"USGS-425134085125502",42.8594778,-85.2152868,NA,"9006933"
"USGS-425134085125503",42.8594778,-85.2152868,NA,"9006933"
"USGS-425134085125505",42.8594778,-85.2152868,NA,"9006933"
"USGS-425134085125506",42.8594778,-85.2152868,NA,"9006933"
"USGS-425135085595401",42.8597465,-85.9983741,NA,NA
"USGS-425135086051901",42.8597451,-86.0886541,NA,NA
"USGS-425136084464301",42.8600343,-84.7786022,NA,NA
"USGS-425136085483901",42.8600266,-85.8108667,NA,NA
"USGS-425136085515601",42.8600259,-85.865591,NA,NA
"USGS-425136085545201",42.8600253,-85.9144819,NA,NA
"USGS-425137084361102",42.8603115,-84.6030394,NA,NA
"USGS-425138083310801",42.8605835,-83.5188355,NA,NA
"USGS-425141085555501",42.861414,-85.9319827,NA,NA
"USGS-425142085553501",42.8616918,-85.9264269,NA,NA
"USGS-425142085563101",42.8616916,-85.941983,NA,NA
"USGS-425143085503201",42.8619706,-85.8422569,NA,NA
"USGS-425143085570601",42.8619693,-85.9517057,NA,NA
"USGS-425143085573001",42.8619692,-85.9583726,NA,NA
"USGS-425144085115401",42.8622556,-85.1983417,NA,NA
"USGS-425145086034201",42.8625233,-86.0617091,NA,NA
"USGS-425145086123301",42.862521,-86.2092127,NA,NA
"USGS-425146086093501",42.8627995,-86.159767,NA,NA
"USGS-425146086110601",42.8627992,-86.1850454,NA,NA
"USGS-425147085592801",42.8630799,-85.9911517,NA,NA
"USGS-425147086044201",42.8630786,-86.0783762,NA,NA
"USGS-425147086064601",42.863078,-86.1128215,NA,NA
"USGS-425147086100001",42.8630772,-86.1667117,NA,NA
"USGS-425148085585301",42.8633578,-85.9814291,NA,NA
"USGS-425149085473401",42.8636378,-85.7928105,NA,NA
"USGS-425149085474301",42.8636378,-85.7953106,NA,NA
"USGS-425149085492101",42.8636375,-85.8225339,NA,NA
"USGS-425149085521101",42.8636369,-85.869758,NA,NA
"USGS-425150085120701",42.8639222,-85.201953,NA,"9006933"
"USGS-425150085120702",42.8639222,-85.201953,NA,"9006933"
"USGS-425150085120703",42.8639222,-85.201953,NA,"9006933"
"USGS-425150085120705",42.8639222,-85.201953,NA,"9006933"
"USGS-425150085120706",42.8639222,-85.201953,NA,"9006933"
"USGS-425150085465901",42.8639157,-85.7830879,NA,NA
"USGS-425150085492001",42.8639153,-85.8222561,NA,NA
"USGS-425150085502401",42.8639151,-85.8400346,NA,NA
"USGS-425150085542701",42.8639142,-85.9075373,NA,NA
"USGS-425150085562001",42.8639139,-85.9389274,NA,NA
"USGS-425151085571501",42.8641914,-85.9542058,NA,NA
"USGS-425152083001000",42.8644167,-83.0026111,NA,NA
"USGS-425152083094901",42.864474,-83.1635487,NA,NA
"USGS-425153083412001",42.8647502,-83.6888405,NA,NA
"USGS-425154083370001",42.865028,-83.6166162,NA,NA
"USGS-425154086075301",42.8650222,-86.1314331,NA,NA
"USGS-425155085481101",42.8653044,-85.8030888,NA,NA
"USGS-425155086091901",42.8652996,-86.1553226,NA,NA
"USGS-425156085584201",42.86558,-85.9783735,NA,NA
"USGS-425156086023101",42.8655791,-86.0419865,NA,NA
"USGS-425157083083001",42.8658629,-83.1416036,NA,NA
"USGS-425157086072501",42.8658556,-86.1236551,NA,NA
"USGS-425158085540001",42.8661365,-85.900037,NA,NA
"USGS-425159085524501",42.8664145,-85.8792029,NA,NA
"USGS-425159085524601",42.8664145,-85.8794807,NA,NA
"USGS-425200084163501",42.8666972,-84.2763598,NA,NA
"USGS-425200085122001",42.8666999,-85.2055643,NA,"9006933"
"USGS-425200085122002",42.8666999,-85.2055643,NA,"9006933"
"USGS-425200085122003",42.8666999,-85.2055643,NA,"9006933"
"USGS-425200085122005",42.8666999,-85.2055643,NA,"9006933"
"USGS-425200085122006",42.8666999,-85.2055643,NA,"9006933"
"USGS-425200085534101",42.8666921,-85.8947591,NA,NA
"USGS-425200086044201",42.8666896,-86.0783763,NA,NA
"USGS-425201085483801",42.8669709,-85.8105891,NA,NA
"USGS-425201085524601",42.8669701,-85.8794807,NA,NA
"USGS-425201085540801",42.8669698,-85.9022594,NA,NA
"USGS-425201085585501",42.8669688,-85.9819848,NA,NA
"USGS-425201086044201",42.8669674,-86.0783763,NA,NA
"USGS-425201086061201",42.866967,-86.1033769,NA,NA
"USGS-425202085541701",42.8672476,-85.9047595,NA,NA
"USGS-425202086061801",42.8672448,-86.1050436,NA,NA
"USGS-425203085574301",42.8675246,-85.961984,NA,NA
"USGS-425204083011600",42.8676667,-83.0211667,NA,NA
"USGS-425205083195201",42.8680847,-83.3310534,NA,NA
"USGS-425206085530901",42.8683589,-85.8858699,NA,NA
"USGS-425207085502301",42.8686372,-85.839757,NA,NA
"USGS-425207085525001",42.8686367,-85.8805919,NA,NA
"USGS-425207086054601",42.8686338,-86.0961546,NA,NA
"USGS-425207086054801",42.8686338,-86.0967101,NA,NA
"USGS-425208083154401",42.8689185,-83.2621629,NA,NA
"USGS-425208085525801",42.8689145,-85.8828143,NA,NA
"USGS-425208085551601",42.868914,-85.9211491,NA,NA
"USGS-425208085561901",42.8689138,-85.9386498,NA,NA
"USGS-425209083261801",42.869195,-83.4382782,NA,NA
"USGS-425209086081201",42.8691887,-86.1367111,NA,NA
"USGS-425211086011701",42.869746,-86.0214306,NA,NA
"USGS-425212084041001",42.8700312,-84.0680192,NA,NA
"USGS-425212084041002",42.8700312,-84.0694081,NA,NA
"USGS-425214085470201",42.8705823,-85.7839215,NA,NA
"USGS-425214086065401",42.8705779,-86.115044,NA,NA
"USGS-425214086123301",42.8705765,-86.2092129,NA,NA
"USGS-425215085552701",42.8708584,-85.9242048,NA,NA
"USGS-425215085561901",42.8708582,-85.9386499,NA,NA
"USGS-425215086020301",42.8708569,-86.0342087,NA,NA
"USGS-425215086060201",42.8708559,-86.1005992,NA,NA
"USGS-425216085523101",42.8711367,-85.875314,NA,NA
"USGS-425216085574301",42.8711357,-85.9619841,NA,NA
"USGS-425217083121201",42.8714184,-83.2032723,NA,NA
"USGS-425217084353301",42.8714225,-84.5924837,NA,NA
"USGS-425217085563001",42.8714137,-85.9417056,NA,NA
"USGS-425217086041901",42.8714119,-86.0719874,NA,NA
"USGS-425218083375001",42.8716946,-83.6305057,NA,NA
"USGS-425218084511001",42.8717007,-84.852772,NA,NA
"USGS-425218085484501",42.871693,-85.8125338,NA,NA
"USGS-425219083264301",42.8719727,-83.4452229,NA,NA
"USGS-425220086043501",42.8722452,-86.076432,NA,NA
"USGS-425221083374101",42.872528,-83.6280056,NA,NA
"USGS-425221085484501",42.8725263,-85.8125338,NA,NA
"USGS-425222085522401",42.8728034,-85.8733695,NA,NA
"USGS-425222085552001",42.8728028,-85.9222604,NA,NA
"USGS-425222086023101",42.8728012,-86.0419867,NA,NA
"USGS-425223085524901",42.8730811,-85.8803143,NA,NA
"USGS-425227085482901",42.874193,-85.8080892,NA,NA
"USGS-425227086034401",42.8741898,-86.062265,NA,NA
"USGS-425228085593601",42.8744686,-85.9933744,NA,NA
"USGS-425228086114401",42.8744655,-86.1956016,NA,NA
"USGS-425232084300901",42.8755886,-84.50248,NA,NA
"USGS-425233083064501",42.8758627,-83.1124362,NA,NA
"USGS-425233085494901",42.8758594,-85.8303124,NA,NA
"USGS-425233085592801",42.8758575,-85.9911521,NA,NA
"USGS-425233086051901",42.875856,-86.0886546,NA,NA
"USGS-425234085475101",42.8761376,-85.7975333,NA,NA
"USGS-425235085523901",42.8764144,-85.8775365,NA,NA
"USGS-425236084531501",42.8767005,-84.904163,NA,NA
"USGS-425238083064709",42.8772516,-83.1129918,NA,"13183222"
"USGS-425238086012101",42.8772459,-86.0225419,NA,NA
"USGS-425239085031202",42.8775335,-85.0533356,NA,NA
"USGS-425239085544501",42.8775251,-85.9125379,NA,NA
"USGS-425239086014601",42.8775236,-86.0294866,NA,NA
"USGS-425239086123101",42.8775208,-86.2086576,NA,NA
"USGS-425240085470801",42.8778043,-85.7855884,NA,NA
"USGS-425240085501001",42.8778037,-85.836146,NA,NA
"USGS-425240086015401",42.8778013,-86.0317088,NA,NA
"USGS-425241084542001",42.8780894,-84.905552,NA,NA
"USGS-425241085562101",42.8780803,-85.9392057,NA,NA
"USGS-425241086112801",42.8780766,-86.1911572,NA,NA
"USGS-425242084304801",42.8783664,-84.5133139,NA,NA
"USGS-425242085031201",42.8783668,-85.0533357,NA,NA
"USGS-425242085504501",42.8783592,-85.8458686,NA,NA
"USGS-425243085503301",42.878637,-85.8425352,NA,NA
"USGS-425245086123901",42.8791874,-86.2108799,NA,NA
"USGS-425246084335001",42.8794778,-84.5638716,NA,NA
"USGS-425246085501501",42.8794704,-85.837535,NA,NA
"USGS-425246086022201",42.8794679,-86.0394869,NA,NA
"USGS-425247085523001",42.8797477,-85.8750365,NA,NA
"USGS-425247085562301",42.879747,-85.9397613,NA,NA
"USGS-425247086022101",42.8797456,-86.0392091,NA,NA
"USGS-425248085522301",42.8800255,-85.873092,NA,NA
"USGS-425248085561901",42.8800247,-85.9386501,NA,NA
"USGS-425248085563301",42.8800247,-85.9425392,NA,NA
"USGS-425249085484701",42.880304,-85.8130896,NA,NA
"USGS-425250082393301",42.8805854,-82.6590872,NA,NA
"USGS-425250085483601",42.8805818,-85.8100339,NA,NA
"USGS-425250085503601",42.8805814,-85.8433686,NA,NA
"USGS-425250085504501",42.8805814,-85.8458687,NA,NA
"USGS-425251085493001",42.8808594,-85.8250345,NA,NA
"USGS-425252084301001",42.8811441,-84.5027579,NA,NA
"USGS-425252085501601",42.881137,-85.8378128,NA,NA
"USGS-425252086030001",42.8811343,-86.0500427,NA,NA
"USGS-425254084363501",42.8817002,-84.6097069,NA,NA
"USGS-425254084434201",42.8817008,-84.7283231,NA,NA
"USGS-425254085192201",42.8816667,-85.3227778,NA,"12144134"
"USGS-425254085192202",42.8816667,-85.3227778,NA,"12144134"
"USGS-425254085192203",42.8816667,-85.3227778,NA,"12144134"
"USGS-425254085192205",42.8816667,-85.3227778,NA,"12144134"
"USGS-425254085192206",42.8816667,-85.3227778,NA,"12144134"
"USGS-425254086041801",42.8816896,-86.0717099,NA,NA
"USGS-425254086104101",42.8816879,-86.1781014,NA,NA
"USGS-425255083590401",42.8819444,-83.9844444,NA,NA
"USGS-425255084002801",42.8819758,-84.0077396,NA,NA
"USGS-425255084305601",42.8819775,-84.5155363,NA,NA
"USGS-425255085512501",42.8819701,-85.8569803,NA,NA
"USGS-425256085483901",42.8822484,-85.8108673,NA,NA
"USGS-425258085500801",42.8828037,-85.8355906,NA,NA
"USGS-425258085542501",42.8828028,-85.9069823,NA,NA
"USGS-425259084332301",42.8830888,-84.5563714,NA,NA
"USGS-425259085523301",42.883081,-85.87587,NA,NA
"USGS-425259085525001",42.8830809,-85.8805924,NA,NA
"USGS-425259085552101",42.8830804,-85.9225385,NA,NA
"USGS-425259086032501",42.8830787,-86.0569874,NA,NA
"USGS-425300085315501",42.8833634,-85.5319674,NA,NA
"USGS-425300085524701",42.8833587,-85.879759,NA,NA
"USGS-425300085525101",42.8833587,-85.8808702,NA,NA
"USGS-425300085530801",42.8833586,-85.8855926,NA,NA
"USGS-425300085564101",42.883358,-85.9447616,NA,NA
"USGS-425300085564901",42.8833579,-85.9469839,NA,NA
"USGS-425301086015301",42.8836346,-86.0314312,NA,NA
"USGS-425302085484001",42.883915,-85.8111452,NA,NA
"USGS-425305085432001",42.8847495,-85.7222528,NA,NA
"USGS-425305085540801",42.8847473,-85.9022599,NA,NA
"USGS-425305085542001",42.8847473,-85.9055934,NA,NA
"USGS-425306082400601",42.8850297,-82.6682543,NA,NA
