"WBIC","site_id"
1589100,"nhd_13394155"
2713900,NA
1982400,"nhd_13078117"
2543100,NA
1249800,NA
804000,"nhd_120052351"
830700,"nhd_13282702"
2775200,NA
2866000,"nhd_1797623"
2456500,NA
2921100,"nhd_1813609"
2485000,"nhd_2260783"
2917900,NA
1018200,"nhd_13393611"
2046700,"nhd_12991121"
672000,"nhd_6842451"
2717100,NA
701900,"nhd_6842369"
591700,"nhd_6842479"
2677400,NA
2480200,NA
1611700,"nhd_13393943"
555700,"nhd_6817164"
1564600,"nhd_13395421"
1579900,"nhd_120052161"
1841500,"nhd_13080713"
462520,"nhd_6808620"
519500,"nhd_6819964"
300900,"nhd_9029843"
102900,"nhd_6864397"
104600,"nhd_6864417"
858300,"nhd_13290674"
767100,"nhd_14767828"
815200,"nhd_13294682"
336400,"nhd_9029059"
2607100,"nhd_2651308"
192500,"nhd_9029063"
183000,"nhd_9035707"
265600,"nhd_9035945"
1000700,NA
809600,"nhd_120052446"
741600,"nhd_14767942"
768600,"nhd_14767720"
740000,"nhd_14783851"
330,NA
1242400,"nhd_13634413"
746000,"nhd_120052743"
2489100,"nhd_1849731"
2044800,"nhd_13117614"
1864800,"nhd_13345440"
2962900,"nhd_11950087"
2731800,"nhd_1849655"
2964100,"nhd_11949795"
2298600,"nhd_13345524"
1857400,"nhd_13343526"
2955900,"nhd_6792583"
1981200,NA
1612900,"nhd_13393943"
1844000,"nhd_13078193"
2714700,"nhd_2264173"
2474800,"nhd_2264305"
1007500,"nhd_13394385"
986600,"nhd_13394479"
1851900,"nhd_13078327"
2685000,"nhd_2264605"
2461200,"nhd_2643712"
1985200,NA
389300,"nhd_9026391"
2103200,"nhd_13081037"
191400,"nhd_9028519"
968200,"nhd_14726180"
502300,"nhd_6819538"
384400,NA
1023000,"nhd_14726282"
704200,"nhd_14445916"
2693800,"nhd_1849721"
1626200,"nhd_13391661"
478200,"nhd_6807856"
499000,"nhd_6819686"
515100,"nhd_6819818"
2956500,"nhd_6792133"
2290500,NA
1412700,"nhd_14730272"
2773200,"nhd_1813363"
2901700,"nhd_1816107"
1837100,"nhd_13345580"
987100,"nhd_14701820"
259600,"nhd_9036035"
1378100,"nhd_14704052"
149800,"nhd_6866325"
59300,"nhd_12176188"
2470000,"nhd_1850033"
2147200,"nhd_13096318"
181500,"nhd_9032271"
1717300,"nhd_13134959"
250000,"nhd_9036185"
2307600,"nhd_13343086"
744200,"nhd_14768066"
747300,"nhd_14768084"
1377100,"nhd_120052587"
2631600,"nhd_2646330"
1378100,"nhd_14704058"
1378100,"nhd_14704058"
447000,"nhd_6808826"
296300,NA
264900,"nhd_9035945"
1322400,"nhd_14705716"
25100,"nhd_12162896"
750300,"nhd_14767930"
2271600,"nhd_167120812"
2264200,"nhd_12990939"
1592000,"nhd_13393661"
743600,"nhd_14768080"
2762700,"nhd_1797479"
2858100,"nhd_1803579"
192900,"nhd_9029683"
95700,"nhd_13062989"
1865200,"nhd_13117756"
2425700,"nhd_13117800"
2298500,"nhd_13345498"
2340900,"nhd_13343976"
2341200,"nhd_13343806"
988800,"nhd_13394503"
2373300,NA
2665900,"nhd_2267065"
1573800,"nhd_13394953"
2189200,"nhd_12980661"
2197600,"nhd_12980639"
2615900,"nhd_13105149"
2615400,"nhd_2647170"
466800,"nhd_6808090"
187700,"nhd_9029065"
2174700,"nhd_13104083"
1621000,"nhd_13391805"
1701800,"nhd_13135399"
87300,NA
742230,NA
2635900,"nhd_2643966"
2338300,"nhd_13343660"
2403200,"nhd_13119266"
418300,"nhd_6810874"
289400,"nhd_9032625"
199700,"nhd_9032807"
278800,"nhd_9032825"
192300,"nhd_9036049"
1315000,"nhd_14705926"
2397400,NA
2329400,"nhd_13343686"
293300,"nhd_9029969"
2433600,"nhd_13120904"
2740900,"nhd_2261021"
2963800,"nhd_11949795"
2881200,"nhd_1797361"
101700,"nhd_6866477"
155570,"nhd_6866417"
103600,"nhd_6866481"
38200,"nhd_12161226"
42200,"nhd_12161246"
1006500,"nhd_13631635"
2094000,"nhd_13081151"
2902900,"nhd_120052408"
2399700,"nhd_13120880"
1612500,"nhd_13393943"
2329800,NA
2472500,NA
2267100,"nhd_12987583"
2395500,"nhd_13120868"
2453500,"nhd_2266007"
2321100,"nhd_13344186"
2489000,"nhd_1852513"
2709100,"nhd_1852669"
2269900,"nhd_12988155"
1540300,"nhd_13393467"
2673200,"nhd_2265985"
2401100,"nhd_13119334"
2677700,"nhd_2266267"
972100,"nhd_13393625"
839100,"nhd_13284384"
2374600,"nhd_13121372"
1569900,"nhd_13395097"
1023100,"nhd_13395027"
581400,"nhd_6817056"
2627800,"nhd_2643994"
630100,NA
1564400,"nhd_13395391"
420400,"nhd_6808252"
740600,"nhd_14767210"
197300,"nhd_9036213"
1378100,NA
1322400,"nhd_14705708"
108000,NA
278600,"nhd_9032837"
245800,"nhd_9036267"
159900,"nhd_6866565"
107700,"nhd_6866687"
802000,NA
930700,"nhd_13411474"
200,NA
1322400,NA
1735000,"nhd_13134973"
283600,"nhd_9030051"
1713200,"nhd_13134693"
68300,"nhd_12174574"
245600,NA
58900,"nhd_12176178"
158700,"nhd_6866527"
241100,"nhd_9035993"
1391200,"nhd_14703982"
1667600,NA
60800,"nhd_12176166"
28100,"nhd_12162796"
759000,"nhd_14767918"
761700,"nhd_14767798"
879400,"nhd_13424979"
750800,"nhd_14767980"
816000,"nhd_13294688"
738400,"nhd_14783893"
2426600,"nhd_13117684"
2334900,"nhd_13343428"
1861100,"nhd_13117740"
1844100,"nhd_13345576"
1875200,"nhd_13117752"
1861100,"nhd_13117718"
1856100,"nhd_13343876"
2728400,NA
2338100,"nhd_13343684"
2435800,"nhd_13118764"
2494500,"nhd_1850109"
2334300,"nhd_13343686"
1571800,"nhd_13394765"
1885300,"nhd_13078321"
501900,"nhd_6816856"
2275100,"nhd_13349716"
1527800,"nhd_13394447"
1871900,"nhd_13078253"
1586600,"nhd_13394539"
1880200,"nhd_13078261"
755800,"nhd_14767870"
2902800,"nhd_120052408"
1871800,"nhd_13343634"
417700,"nhd_6808552"
1848100,NA
2638700,"nhd_2643810"
2204000,"nhd_12980561"
345100,"nhd_9029605"
1753500,"nhd_13132685"
1628450,"nhd_13391595"
270200,"nhd_9032697"
1712800,"nhd_13132871"
161100,"nhd_6866589"
2336700,"nhd_13343420"
2329000,"nhd_13343536"
2045600,"nhd_13345482"
2428900,"nhd_13117656"
2481600,"nhd_1850151"
1020300,"nhd_13391721"
1844700,"nhd_13344034"
2674100,"nhd_1855081"
1003000,"nhd_13391823"
2706300,"nhd_1855143"
1875300,NA
2245100,"nhd_12991513"
639800,"nhd_6840649"
439800,"nhd_6808108"
989500,NA
1467800,"nhd_14729168"
1021100,"nhd_14726396"
540600,"nhd_6820636"
2349700,"nhd_13124046"
1000100,"nhd_14729152"
1408800,"nhd_14701258"
2721600,"nhd_1850253"
2719400,"nhd_1850277"
255300,"nhd_9036051"
1030400,NA
139300,"nhd_12009942"
740800,"nhd_14767114"
838300,"nhd_13284380"
807400,NA
1609100,"nhd_13393943"
1389800,"nhd_14703994"
2272000,"nhd_12988617"
2903800,"nhd_1813379"
2759600,"nhd_1813391"
2450900,"nhd_2266645"
2657200,"nhd_2266671"
2396900,"nhd_13121022"
104800,"nhd_6864363"
1678200,"nhd_13138501"
117400,"nhd_6864403"
1593200,"nhd_13391743"
2330800,"nhd_13343914"
2436400,"nhd_13118892"
2710800,"nhd_1850235"
1592700,"nhd_13391815"
1621800,"nhd_13391805"
2434700,"nhd_120053682"
2475300,"nhd_1855123"
1847800,"nhd_13346492"
2017500,NA
2458900,"nhd_2267435"
702500,"nhd_6842347"
2169200,"nhd_13124182"
1764400,"nhd_14729246"
188700,"nhd_9026583"
494200,"nhd_6808414"
2454400,"nhd_2647286"
1854400,"nhd_13124278"
2346000,"nhd_13124166"
2499000,"nhd_2647474"
497000,"nhd_6808264"
2882200,"nhd_1797365"
2772800,"nhd_1801907"
2858000,"nhd_1803623"
2487100,"nhd_2260757"
2495300,"nhd_2260761"
2898200,"nhd_1816257"
565500,"nhd_6816892"
516800,NA
1882500,"nhd_13078533"
56600,"nhd_12175160"
2109800,"nhd_13078817"
1245800,"nhd_13634451"
647500,NA
859900,"nhd_13290632"
2217000,"nhd_12979423"
1369900,NA
1516500,NA
761100,"nhd_14767794"
2954800,"nhd_6792027"
1013500,"nhd_13393359"
2496900,"nhd_1852475"
2332000,"nhd_13346476"
2470600,"nhd_1852599"
2553000,NA
1619700,"nhd_13393429"
1592500,"nhd_13393349"
2452600,"nhd_1852579"
2266100,"nhd_12990885"
2706500,"nhd_1855289"
1839100,"nhd_13346456"
2464500,"nhd_1855171"
692700,"nhd_6842251"
1000000,"nhd_13393553"
1861300,NA
692600,"nhd_6842255"
2289000,NA
2279800,"nhd_13349370"
2475700,"nhd_1855509"
1572200,"nhd_13394953"
1571100,"nhd_13395039"
1010800,"nhd_13395103"
1859400,"nhd_12991823"
2080000,NA
997300,"nhd_14725496"
498900,"nhd_6819664"
1863000,"nhd_13124204"
2195300,"nhd_12980723"
325400,"nhd_9029771"
1670830,NA
2898500,"nhd_1816277"
2494900,"nhd_2260791"
2750200,NA
2857700,"nhd_1803771"
2954500,"nhd_6792411"
2936800,"nhd_1813875"
2734100,"nhd_1849481"
2300900,NA
2503500,"nhd_1849643"
2936200,"nhd_1813947"
824400,"nhd_13294418"
2094600,"nhd_13081183"
1760000,"nhd_13131955"
1494600,"nhd_14726654"
1220200,"nhd_13634379"
2149900,"nhd_13134581"
2744500,"nhd_2260879"
672900,"nhd_6842339"
2662400,"nhd_2266673"
246500,"nhd_9036249"
396500,"nhd_9022741"
634300,"nhd_120052171"
242800,"nhd_9033933"
2068000,"nhd_120053694"
2088000,"nhd_13081465"
804600,"nhd_120052351"
262800,"nhd_9035997"
1848900,"nhd_13346470"
2322500,"nhd_13346652"
2320800,"nhd_13344200"
2458800,"nhd_1855281"
2706800,"nhd_1855411"
2448000,"nhd_13121014"
2324000,"nhd_13346740"
702200,"nhd_6842347"
1596600,"nhd_13393521"
2458300,"nhd_2266227"
2715900,"nhd_1852695"
2450100,"nhd_2266165"
2261700,NA
1600300,"nhd_13396013"
2451200,"nhd_2266407"
2448800,"nhd_13121122"
1605600,"nhd_13394067"
617000,"nhd_6842927"
1577000,"nhd_13395305"
1833000,"nhd_13121478"
2100300,"nhd_13079093"
2620600,"nhd_2646368"
634500,NA
2368700,"nhd_13121446"
1667800,"nhd_13131937"
1763900,"nhd_13131943"
523000,"nhd_6819810"
2178400,"nhd_13104005"
2502800,"nhd_2647588"
523500,NA
2072600,"nhd_13084143"
1427400,"nhd_14730156"
1405200,"nhd_14701714"
315600,"nhd_9033815"
2205600,"nhd_12980487"
2880300,"nhd_1797377"
2860400,NA
2865000,"nhd_166766569"
2448700,"nhd_13120972"
2654500,"nhd_2266091"
1856700,"nhd_13121012"
2709400,"nhd_1852727"
677100,"nhd_6842429"
675800,"nhd_6842443"
1851400,"nhd_12991193"
2677900,"nhd_2268385"
2390500,"nhd_13121056"
2286900,"nhd_13349600"
129800,"nhd_120052443"
362500,NA
2614600,NA
2461600,"nhd_2648012"
1412200,"nhd_14731996"
1427400,"nhd_14730156"
1597600,"nhd_13394241"
1794700,NA
2756200,"nhd_1797409"
181700,"nhd_9032359"
862200,NA
2714500,"nhd_1853025"
2475100,NA
1881500,"nhd_13121180"
1980600,NA
1000700,NA
1252300,NA
340,NA
77600,"nhd_12174538"
22100,"nhd_12162904"
2485700,"nhd_2644204"
990100,"nhd_13395353"
200100,"nhd_166766632"
1179400,"nhd_13394407"
2394100,"nhd_13121246"
2277200,"nhd_13349608"
2459100,"nhd_2266625"
503300,"nhd_6816830"
399200,"nhd_9028145"
995300,"nhd_13398997"
1558400,"nhd_13399225"
2629300,"nhd_2646510"
1451700,"nhd_14726286"
545400,"nhd_6819514"
388500,"nhd_9026429"
373500,"nhd_9026471"
398600,"nhd_9028505"
455400,"nhd_6808742"
2174700,"nhd_13104083"
1177600,"nhd_14701794"
240800,"nhd_9029911"
2917200,"nhd_1813681"
2750200,NA
2770700,"nhd_1816203"
2762000,"nhd_1816211"
2949200,"nhd_1813727"
1831700,"nhd_13343204"
2302300,"nhd_13345384"
2484600,"nhd_1849489"
2953800,"nhd_6792319"
2306300,"nhd_13345378"
2958500,"nhd_6791805"
2468000,"nhd_1849635"
2489300,"nhd_1816669"
2599800,"nhd_2261019"
2460000,"nhd_1849601"
2497000,"nhd_1849917"
2426400,"nhd_13117734"
1837700,"nhd_13117674"
1630100,"nhd_13391477"
996100,"nhd_13394369"
591800,"nhd_6842593"
1852500,"nhd_13078113"
1877000,"nhd_13078251"
587900,"nhd_6847713"
540600,"nhd_6820636"
1878200,"nhd_13124004"
2619100,"nhd_2646734"
1005900,NA
1855100,"nhd_13104079"
443500,"nhd_120052162"
995200,"nhd_13343992"
2670600,"nhd_120053127"
591300,"nhd_14443274"
2321400,"nhd_13344050"
2433100,"nhd_13118880"
2493700,"nhd_2265933"
2724900,"nhd_1852547"
1009900,"nhd_13393383"
2674500,NA
2485400,"nhd_1855239"
1840800,"nhd_13120918"
2433800,"nhd_13120876"
1523500,"nhd_13394761"
2378200,"nhd_13121376"
1572300,"nhd_13394953"
1858100,"nhd_13078895"
1377100,"nhd_120052587"
1009500,"nhd_14726374"
1443900,NA
2201400,NA
1466600,"nhd_14729148"
417900,"nhd_6808210"
2352500,"nhd_13124180"
2489800,"nhd_2647462"
533300,"nhd_6819638"
1018300,"nhd_13390399"
1516400,"nhd_13395257"
2150200,"nhd_13105805"
279300,"nhd_9032773"
499200,"nhd_6842851"
1000800,"nhd_14704072"
184100,"nhd_9036069"
106500,"nhd_6866503"
38500,NA
42800,"nhd_12161136"
168300,"nhd_6866533"
102000,"nhd_6866539"
448200,NA
742250,"nhd_14767604"
2459400,"nhd_1849821"
2490500,"nhd_2644256"
702400,"nhd_6842347"
2754400,"nhd_1797457"
2771200,"nhd_1816095"
2894200,"nhd_1813495"
2832400,"nhd_1797511"
1013200,"nhd_13393667"
2655300,"nhd_2266531"
2466400,"nhd_2264051"
2466400,"nhd_2264061"
186400,"nhd_9036139"
189600,"nhd_9036197"
248300,"nhd_9036241"
102600,"nhd_6866511"
8000,"nhd_12161256"
2306200,"nhd_13345290"
778400,"nhd_13290834"
2489700,"nhd_2647974"
2755200,"nhd_1813407"
2638400,"nhd_2643856"
2390800,"nhd_13120978"
2643500,"nhd_13080361"
2332700,"nhd_13344132"
1516500,"nhd_13395257"
1516500,NA
2152600,NA
2287200,NA
2882300,"nhd_1797367"
2775700,"nhd_1797469"
2764000,"nhd_1797399"
2762400,"nhd_1816073"
2415300,NA
679900,"nhd_6842313"
2268100,"nhd_12991093"
1603800,"nhd_13393737"
1022900,"nhd_13393567"
968800,"nhd_13393597"
2675200,"nhd_2266141"
14400,"nhd_12162314"
2742500,"nhd_2260921"
1590000,"nhd_13394109"
1013000,"nhd_13395181"
635100,"nhd_6840783"
1835100,"nhd_13079049"
2450800,"nhd_2267437"
1176700,"nhd_13395267"
2627400,"nhd_2644214"
2230100,"nhd_13350068"
2081200,"nhd_13080711"
2623600,NA
525900,"nhd_6818344"
427900,"nhd_6808430"
533600,"nhd_6819690"
894700,"nhd_13409672"
2143900,"nhd_13096378"
1403200,NA
1396900,NA
1727200,"nhd_13134733"
82900,"nhd_12172926"
1711500,"nhd_13134701"
273800,"nhd_9035767"
1490300,"nhd_14726148"
2633700,"nhd_2646850"
417300,"nhd_9026497"
474900,"nhd_6808028"
161900,"nhd_120052444"
1280400,"nhd_13652598"
30300,"nhd_12160852"
827500,"nhd_13290922"
9700,NA
1717100,NA
1701400,"nhd_13135345"
84600,"nhd_12172970"
2630200,"nhd_2646522"
1649300,"nhd_2453852"
1660800,NA
2680300,NA
1587400,"nhd_13394451"
1543900,"nhd_13394077"
971600,"nhd_13394347"
2243800,"nhd_12991565"
741800,"nhd_14767814"
1694700,NA
196900,NA
101300,"nhd_6864295"
58000,"nhd_12175102"
64200,"nhd_12175128"
1649400,"nhd_2453854"
37800,"nhd_12161196"
11900,"nhd_12161254"
1285800,"nhd_13652618"
46800,"nhd_12177356"
1269100,"nhd_13630663"
1849500,"nhd_13345560"
10500,NA
826300,"nhd_13294408"
2749700,NA
2898400,"nhd_1816233"
2492900,"nhd_2260857"
2465700,"nhd_2260763"
2472900,"nhd_1849453"
2687500,"nhd_2262233"
2309000,"nhd_13343264"
2328700,"nhd_13343310"
2729800,"nhd_1849549"
677400,"nhd_6842491"
1589300,"nhd_13394023"
679300,"nhd_6842481"
592200,"nhd_6842455"
2655900,"nhd_2266585"
1595600,"nhd_13394311"
2109300,"nhd_13078057"
1845400,"nhd_12991405"
46600,NA
1306000,"nhd_14710186"
2246600,"nhd_12991327"
1807570,NA
105800,"nhd_6864321"
182100,"nhd_9036217"
248300,NA
763600,"nhd_14767802"
294900,"nhd_9029937"
147600,NA
2327300,"nhd_13343586"
2335300,"nhd_13343360"
1886700,NA
2488700,"nhd_1849837"
1000400,"nhd_13391741"
1884200,"nhd_13343800"
1865400,"nhd_13078677"
1178600,"nhd_13394895"
1017800,"nhd_13394893"
1518800,NA
1880600,"nhd_13080527"
114400,NA
36700,"nhd_12162786"
1559200,"nhd_13395457"
2218800,"nhd_12979627"
2090900,"nhd_13081105"
1010600,"nhd_13399145"
190500,"nhd_9026419"
549400,"nhd_6819390"
2206200,NA
1332700,"nhd_14705834"
155300,"nhd_6866469"
504700,NA
180000,"nhd_6866709"
2934800,"nhd_1813791"
2429000,"nhd_13117606"
2936400,NA
1872400,"nhd_13118686"
2454700,NA
2704200,"nhd_1849955"
1842900,"nhd_13345650"
2340500,"nhd_13343968"
1623800,"nhd_13391717"
2497400,"nhd_1849997"
2237500,"nhd_12991541"
1177400,"nhd_13394535"
1985100,NA
1986000,NA
2463100,"nhd_2266809"
2482400,"nhd_2264719"
2239100,"nhd_12991573"
2935700,"nhd_1813715"
2755800,"nhd_1816159"
2900500,"nhd_1816161"
2462400,"nhd_2260825"
2755400,"nhd_1816195"
2915800,"nhd_1813635"
2931100,"nhd_1813675"
2962400,"nhd_11950001"
2953500,"nhd_6792409"
2730400,"nhd_1849497"
2768100,"nhd_6792189"
2299300,"nhd_13345370"
2953400,"nhd_6792393"
2607400,"nhd_2648062"
287200,"nhd_9032673"
299300,"nhd_9029899"
296100,"nhd_9029981"
195900,"nhd_9036011"
777500,"nhd_13294814"
740400,"nhd_14767842"
795100,"nhd_13294824"
774400,"nhd_13290844"
734700,"nhd_120052445"
1542400,"nhd_13393881"
1597800,"nhd_13394203"
1389800,"nhd_14703994"
1820900,"nhd_2113606"
609400,NA
2389400,"nhd_13078161"
2675700,"nhd_2266323"
1596300,"nhd_13393637"
2692900,"nhd_1849725"
2708800,NA
2488600,"nhd_1849735"
2471700,"nhd_2262723"
2420600,"nhd_167800984"
1013800,"nhd_13391819"
2332400,"nhd_13344056"
1619100,"nhd_13393453"
1861700,"nhd_13344264"
2495400,"nhd_2644116"
588200,"nhd_6842807"
633800,"nhd_6842767"
1833200,"nhd_13078909"
983500,"nhd_13395229"
168800,"nhd_6866495"
178000,"nhd_6866493"
46000,"nhd_12175156"
167000,"nhd_6866397"
164300,"nhd_6866461"
53300,NA
35730,NA
1591100,"nhd_13393595"
1532100,NA
1832800,"nhd_13081355"
322500,NA
2081200,"nhd_120053125"
1704100,"nhd_13135395"
2160700,"nhd_13102555"
2350200,"nhd_13124042"
2395600,"nhd_13118872"
743800,"nhd_14768090"
2696300,"nhd_1849991"
2470000,"nhd_1850039"
2751000,"nhd_2260877"
2740300,"nhd_2260997"
2656200,"nhd_2266571"
426700,NA
1727700,"nhd_13134705"
2661100,"nhd_2267269"
1642700,NA
830300,"nhd_13282704"
11700,NA
827300,"nhd_13290938"
9400,NA
778300,"nhd_13290992"
826800,"nhd_13290978"
1760300,"nhd_13131973"
1718500,"nhd_13135145"
1667700,"nhd_13135397"
68600,"nhd_12174532"
2758500,"nhd_1816221"
2772200,"nhd_1816231"
2908500,"nhd_1813543"
2468800,"nhd_2260869"
2841200,"nhd_1803831"
2935800,"nhd_1813711"
2743500,"nhd_2260889"
2755100,"nhd_1813573"
2754200,"nhd_1816209"
2938000,"nhd_1813737"
2309100,"nhd_13343240"
2730800,"nhd_1849621"
2268500,"nhd_12991001"
2283300,"nhd_13349262"
986000,"nhd_13393937"
1541100,"nhd_13393793"
1610400,"nhd_13393943"
2714200,"nhd_1853005"
1537800,"nhd_13393805"
2679200,NA
2282000,"nhd_12991333"
2664900,"nhd_2266741"
1854000,"nhd_13349592"
1612200,"nhd_13393943"
2046900,"nhd_13078207"
979100,"nhd_13395351"
378900,"nhd_9026369"
1557000,"nhd_13399183"
182900,"nhd_9026323"
499800,"nhd_6819368"
548700,"nhd_6819364"
2630100,"nhd_2646504"
2628600,"nhd_2646514"
990000,"nhd_14726152"
2139000,"nhd_13096412"
589400,"nhd_6842589"
265700,"nhd_9035945"
1352000,"nhd_14708476"
980900,"nhd_13653704"
479700,"nhd_6807812"
2478500,NA
491800,"nhd_6808572"
163970,"nhd_6866471"
2133200,"nhd_13097728"
149000,"nhd_6864431"
180300,"nhd_6866681"
857900,NA
2298800,"nhd_13345534"
2402100,"nhd_13119284"
1014000,"nhd_13393489"
741400,"nhd_14767826"
1707400,"nhd_13135239"
257300,NA
81200,"nhd_12174626"
742800,"nhd_120052610"
2945500,"nhd_1813717"
2494400,"nhd_1849685"
2492100,"nhd_1849757"
2406700,"nhd_13117692"
2458100,"nhd_1849767"
2766200,"nhd_11950551"
2334700,"nhd_13343454"
2328900,"nhd_13343614"
2702100,"nhd_1849851"
2325200,"nhd_13343562"
2453400,"nhd_2266639"
2457600,"nhd_2266707"
1001400,"nhd_13394377"
1883900,"nhd_13078189"
2242500,"nhd_12991467"
2492600,"nhd_2264797"
588100,"nhd_6842625"
1833300,"nhd_13078553"
1864600,"nhd_13078281"
1595300,"nhd_13393923"
2640500,"nhd_2643924"
1609900,"nhd_13394351"
1613000,"nhd_13394529"
2107100,"nhd_13078143"
2350600,"nhd_13124042"
2135600,"nhd_13097820"
1827300,"nhd_2113602"
732600,"nhd_13107553"
254900,"nhd_9036059"
470600,"nhd_6808078"
2616400,"nhd_2647022"
1487800,"nhd_14726412"
1486100,NA
466900,"nhd_6808090"
2497700,"nhd_2647186"
2624800,NA
1887500,"nhd_13124244"
2092700,"nhd_13124140"
978900,"nhd_13631631"
1219400,"nhd_13634387"
732600,"nhd_13107561"
2503400,"nhd_2646672"
2491000,"nhd_2646776"
2096700,NA
423700,"nhd_6808006"
1000900,"nhd_14726532"
2606300,"nhd_2648046"
184000,"nhd_9026743"
310500,"nhd_9032319"
838100,NA
264300,NA
195000,"nhd_9035959"
1322400,NA
35720,NA
2094100,"nhd_13081151"
1007200,"nhd_14726628"
1015200,"nhd_14726628"
500200,"nhd_6819698"
426400,"nhd_6808540"
1445100,"nhd_14726372"
2290100,NA
77300,"nhd_12174544"
728100,"nhd_13334984"
3000089,"nhd_13293280"
2743200,"nhd_2260893"
650200,NA
2496300,"nhd_2264553"
158700,"nhd_6866527"
2312100,"nhd_13343100"
1855900,"nhd_13343840"
1867000,"nhd_13345688"
2563000,NA
2395900,"nhd_13118910"
2435000,"nhd_13118836"
2014700,NA
1523000,"nhd_13394799"
1567325,NA
619800,"nhd_6842797"
2239400,"nhd_12991677"
2079400,"nhd_2646940"
2465800,"nhd_2646756"
2616000,"nhd_13105149"
419600,NA
2621900,"nhd_2647180"
2747300,"nhd_2260767"
2693100,"nhd_1849725"
1753500,"nhd_13134099"
97700,"nhd_13062917"
2237300,"nhd_12991861"
1191600,"nhd_13623747"
1658500,NA
849400,"nhd_13290870"
850800,"nhd_13290790"
775900,"nhd_13291006"
780650,NA
464700,"nhd_6808156"
530500,"nhd_6818330"
2500500,"nhd_2647214"
1389800,"nhd_14703994"
852400,"nhd_13290766"
146500,"nhd_6864861"
1652200,NA
835100,"nhd_13282364"
3000627,NA
702600,"nhd_6842347"
702700,"nhd_6842347"
2228700,"nhd_13352060"
1283700,"nhd_13652630"
849600,"nhd_13290898"
2942300,"nhd_1813525"
2876600,"nhd_1797555"
2761800,"nhd_1797437"
2876000,"nhd_1797473"
2775200,NA
1847500,"nhd_13346494"
2466500,"nhd_1855179"
1866100,"nhd_13344248"
2323800,"nhd_13346888"
2484400,"nhd_2266191"
1021800,"nhd_13393823"
1603400,"nhd_13396013"
1599800,"nhd_13393717"
1019500,"nhd_13395195"
1583500,"nhd_13395075"
117800,"nhd_12004517"
94200,"nhd_13063029"
94300,"nhd_13063031"
327800,"nhd_9029725"
1412200,"nhd_14731992"
189800,"nhd_9035735"
198800,"nhd_9035757"
1694200,NA
152200,"nhd_6864339"
1374800,"nhd_14704116"
1342100,"nhd_14710140"
827100,"nhd_13290958"
762900,NA
2479900,"nhd_2647250"
365500,"nhd_9026649"
1757200,"nhd_13132031"
64000,"nhd_12175084"
420600,"nhd_6810930"
279700,"nhd_9033701"
105200,"nhd_6864391"
1694700,NA
2173900,"nhd_13104105"
2703500,"nhd_1849941"
2477300,"nhd_2264815"
27500,"nhd_12162780"
843400,"nhd_13284124"
370,NA
740900,"nhd_14768052"
590900,NA
471200,"nhd_6808112"
2499900,"nhd_2646996"
465000,"nhd_6808064"
376900,"nhd_9026405"
1502400,NA
751400,"nhd_14767934"
1389800,"nhd_14703994"
1389800,"nhd_14703994"
45000,NA
2265100,"nhd_12987607"
479300,"nhd_6807740"
1544800,"nhd_13393821"
45200,"nhd_12176206"
2435900,"nhd_13118764"
2295200,"nhd_13345596"
2692200,"nhd_1850115"
1845600,"nhd_13343842"
2671400,"nhd_2262761"
1846700,"nhd_13344102"
2671100,"nhd_2265923"
2330300,"nhd_13344044"
2297800,"nhd_13345714"
2236800,"nhd_12991607"
985300,"nhd_13394965"
406900,"nhd_9022639"
2461300,"nhd_2267057"
975000,"nhd_13395043"
735100,"nhd_14783909"
2343200,"nhd_13343602"
467100,"nhd_6808088"
540600,"nhd_6820636"
2194600,"nhd_12980673"
486300,"nhd_6808368"
423400,NA
304600,NA
302300,"nhd_9029775"
1852000,"nhd_13120930"
794000,NA
350,NA
1396200,NA
766000,"nhd_14767736"
2941100,"nhd_1812717"
1030260,NA
1445400,"nhd_14726352"
724100,NA
1396900,NA
2725500,"nhd_1850255"
2712000,"nhd_1852673"
270700,NA
2288900,NA
270700,NA
2417000,"nhd_13118762"
2419000,"nhd_13118798"
2485900,"nhd_1850095"
2494700,"nhd_1851821"
2726100,"nhd_1850093"
1847900,"nhd_13118848"
1602600,"nhd_167120869"
2418600,"nhd_13118762"
1850200,"nhd_13117846"
995900,"nhd_13344082"
2121000,"nhd_13105843"
2664100,NA
2640100,"nhd_2643848"
2240000,"nhd_12991623"
1840100,"nhd_13078917"
2353600,"nhd_13124084"
328100,NA
717400,"nhd_120052561"
297100,"nhd_9029955"
1403200,"nhd_120052583"
182300,"nhd_9036103"
1378100,NA
470900,"nhd_6808092"
427300,"nhd_6808302"
139500,"nhd_12161112"
102800,"nhd_6866499"
8900,"nhd_12161210"
855200,"nhd_13290696"
981200,"nhd_13394213"
2243200,"nhd_12991379"
1982700,NA
278100,"nhd_9035705"
187500,NA
193100,"nhd_9033695"
276700,"nhd_9035819"
2079000,"nhd_13083967"
2157900,"nhd_13104085"
1506800,"nhd_13399099"
2608800,"nhd_2647680"
2399700,"nhd_13120880"
2761000,"nhd_1797379"
2673000,"nhd_2265943"
2270000,"nhd_12988029"
2471600,"nhd_2266053"
2459200,"nhd_2265995"
1862100,"nhd_13346458"
2395100,"nhd_13120882"
683000,"nhd_6842261"
1005800,"nhd_13393705"
1539700,"nhd_13393651"
1600100,"nhd_13396007"
