"WBIC","site_id"
2461100,"nhd_2266211"
2402200,"nhd_13119344"
2257600,"nhd_12991087"
1606700,"nhd_6842307"
837300,"nhd_13282518"
994700,"nhd_13395467"
1516800,"nhd_13395257"
2103900,"nhd_120053665"
2628100,"nhd_2644120"
377900,"nhd_9026377"
2094300,"nhd_13081151"
1396200,NA
1717300,"nhd_13134961"
2763600,NA
2676800,"nhd_2266515"
2389700,NA
2399700,"nhd_13120880"
1866600,"nhd_13079077"
1378100,"nhd_14704070"
1377900,"nhd_14704066"
755600,"nhd_14767870"
1528700,"nhd_13394327"
395900,"nhd_9026345"
389700,"nhd_9026347"
1580300,"nhd_13394777"
265300,"nhd_9035945"
1529500,"nhd_167120871"
2100800,"nhd_13080609"
2352200,"nhd_13124170"
139900,"nhd_6863055"
262300,"nhd_9035981"
774500,NA
2761100,NA
2916700,"nhd_1813621"
1873600,"nhd_13119484"
1599900,"nhd_13396007"
2476000,"nhd_1855125"
2708800,NA
1872500,"nhd_12990893"
2486100,"nhd_1855117"
2467700,"nhd_2265973"
2269600,"nhd_12990895"
2654500,"nhd_2266091"
1018500,"nhd_13393613"
2710300,"nhd_1852803"
1867100,"nhd_13078883"
574100,NA
1878400,"nhd_13078905"
1517900,"nhd_13395123"
2470100,"nhd_2644172"
1859600,"nhd_13121000"
1881100,"nhd_13078961"
2099900,"nhd_13079009"
2623500,"nhd_2647196"
440100,"nhd_6808490"
495300,NA
865000,NA
1295400,"nhd_14708596"
555200,"nhd_6817100"
256100,"nhd_9036121"
1378100,NA
242800,"nhd_9033933"
152700,"nhd_6864353"
244800,"nhd_120052173"
168400,"nhd_6866541"
175700,NA
2059800,"nhd_13107515"
775800,"nhd_13290902"
2903700,"nhd_1813379"
2903400,"nhd_1813401"
1595800,"nhd_13394073"
2329600,"nhd_13343802"
2321600,"nhd_13343896"
1019800,"nhd_13344152"
2106800,"nhd_13078143"
2454800,"nhd_2260751"
2922200,"nhd_1813739"
2469100,"nhd_2260785"
2470300,"nhd_2260905"
1536300,"nhd_13393787"
585700,"nhd_6842483"
588000,"nhd_6842413"
1606200,NA
1614100,"nhd_13394431"
2681600,"nhd_2264157"
1843100,"nhd_12991419"
1979200,NA
2109100,"nhd_13078059"
2656400,"nhd_2266689"
587000,"nhd_6842561"
586100,"nhd_6842525"
776800,NA
969600,"nhd_13399231"
376600,"nhd_9026413"
1001000,"nhd_13399231"
184200,"nhd_9026483"
2163800,"nhd_13132003"
2157000,"nhd_13102805"
1402300,"nhd_14703904"
1506800,"nhd_13400013"
87900,"nhd_12172978"
2915900,"nhd_1813645"
2904900,"nhd_1816137"
2762100,"nhd_1816365"
2733600,"nhd_1849433"
2749000,NA
2744700,"nhd_2260957"
2589000,NA
2899700,"nhd_1816443"
1857300,"nhd_12990999"
276900,NA
2598500,"nhd_2644186"
1517200,"nhd_13395309"
2368500,"nhd_13121450"
1407000,"nhd_14701606"
301600,"nhd_9029843"
1412200,"nhd_14730216"
2088000,"nhd_13081465"
2450500,"nhd_2647860"
523100,"nhd_6819806"
149800,"nhd_6866325"
1659900,"nhd_2453860"
1352000,"nhd_14708474"
1660400,"nhd_2453844"
1296000,"nhd_14708604"
742215,NA
16600,NA
742240,NA
774200,"nhd_13282768"
777000,"nhd_120052353"
752300,"nhd_14767914"
967900,"nhd_13393757"
2261700,NA
1835600,"nhd_13119392"
1852300,"nhd_13121138"
1605200,"nhd_13393859"
1003100,"nhd_13393893"
1605800,"nhd_13393947"
1833900,"nhd_12991207"
2381800,"nhd_13119526"
2394600,"nhd_13121124"
2463500,"nhd_120052453"
1589600,"nhd_13393993"
2467900,"nhd_1849485"
2897100,"nhd_1816601"
1575100,"nhd_13394495"
1660100,NA
2750200,NA
746300,"nhd_14768118"
247700,"nhd_9036199"
2359700,"nhd_13123946"
2430500,"nhd_13117586"
1842500,"nhd_13345500"
2469300,"nhd_13118672"
2344000,"nhd_13343496"
2420400,"nhd_13118680"
2420000,"nhd_13118724"
2466300,"nhd_2266837"
2249000,"nhd_12991515"
1843900,NA
1834000,"nhd_13078295"
1580500,"nhd_13394945"
1522900,"nhd_13394819"
1021600,NA
421200,"nhd_9026501"
2204100,"nhd_12980565"
181400,"nhd_9026447"
2623900,"nhd_2646976"
1010200,"nhd_14726600"
2475900,"nhd_1850091"
2404800,"nhd_13117896"
2460700,"nhd_2262653"
2764400,"nhd_11950635"
1411100,NA
2666400,"nhd_2266993"
173300,"nhd_6866623"
2757000,"nhd_1816205"
2909000,"nhd_1813535"
2498000,"nhd_2261049"
2734200,"nhd_1849501"
2473500,"nhd_1849523"
2693700,"nhd_1849747"
2691800,"nhd_1849951"
2762200,"nhd_11950445"
1838800,"nhd_13118702"
2410400,"nhd_13117608"
1630700,"nhd_13391483"
1614300,"nhd_13394371"
2235200,"nhd_12991453"
1871300,"nhd_2264299"
1864200,"nhd_13078173"
1984700,NA
2638100,"nhd_2643740"
1504600,"nhd_14726142"
2634200,"nhd_2646722"
2771500,NA
2901600,"nhd_1816107"
2871400,NA
2766900,NA
2452400,"nhd_2260855"
2896900,NA
2489400,"nhd_2260841"
2856400,"nhd_1801977"
2473300,"nhd_2260773"
1541300,"nhd_13393743"
1604200,"nhd_13393673"
1596900,"nhd_13393999"
2678300,"nhd_2266291"
1538900,"nhd_13393941"
1598000,"nhd_13394145"
2382300,"nhd_13119530"
1009400,"nhd_13394051"
1609000,"nhd_13393943"
1597000,"nhd_13394099"
1842300,"nhd_13078899"
1882000,"nhd_13078859"
1861600,"nhd_13079051"
2661600,"nhd_2267407"
556900,"nhd_6817138"
2607600,"nhd_13105365"
1005400,"nhd_14701662"
742220,NA
1727000,"nhd_13134751"
158600,"nhd_6864379"
854900,"nhd_13290734"
819800,"nhd_13294594"
813100,"nhd_13294420"
63700,NA
1663900,NA
104700,"nhd_6866319"
157300,"nhd_6866333"
2761400,"nhd_1816307"
1000700,"nhd_14708626"
1983100,"nhd_13078131"
1610500,"nhd_13393943"
2282200,"nhd_12991361"
2234900,"nhd_12991473"
2229200,"nhd_13350068"
392100,"nhd_9028163"
614200,"nhd_6847683"
106900,"nhd_6866301"
1718500,"nhd_13135129"
2734000,"nhd_1849431"
2734900,"nhd_1849459"
2303200,"nhd_13345306"
2953000,"nhd_6792053"
2493900,"nhd_2261041"
2959300,"nhd_6792259"
2477700,"nhd_120053116"
2477000,"nhd_2262505"
1611800,"nhd_13393943"
1542700,"nhd_13394077"
1526600,"nhd_13394623"
501200,"nhd_6816842"
264500,"nhd_9035977"
45100,"nhd_12175132"
151500,NA
108200,"nhd_6866369"
776600,"nhd_13291054"
802600,"nhd_13296360"
10000,NA
189400,"nhd_9029589"
36200,"nhd_12162886"
827000,"nhd_13290984"
762700,"nhd_14767666"
821000,"nhd_13294568"
741200,NA
753800,"nhd_14767816"
740700,"nhd_14767894"
761300,"nhd_14767756"
775000,"nhd_13294738"
265000,"nhd_9035945"
737900,"nhd_14783883"
746500,"nhd_120052612"
2763300,"nhd_13343040"
894900,"nhd_13409672"
2316600,"nhd_13343744"
1832100,"nhd_13078935"
150900,"nhd_6864437"
397100,"nhd_9028145"
439500,"nhd_6808062"
258700,"nhd_9035941"
264800,"nhd_9035987"
1873500,"nhd_13118784"
2616200,"nhd_2646972"
2350500,"nhd_13124042"
2618100,"nhd_2646860"
1503000,NA
1545300,"nhd_13393683"
2902600,"nhd_1816081"
25300,"nhd_12162854"
1000700,"nhd_14708626"
179100,"nhd_6866439"
117000,"nhd_6866375"
2430300,"nhd_13117590"
977600,"nhd_13631447"
659000,"nhd_6842645"
1574300,"nhd_13394643"
61200,"nhd_12176202"
148100,"nhd_166766678"
60500,"nhd_12176192"
104200,"nhd_6866483"
1215400,NA
1340200,"nhd_14707388"
1258100,"nhd_13634335"
2298300,"nhd_13345498"
2436600,"nhd_13118836"
1843700,"nhd_13345588"
2424600,"nhd_120053122"
1887400,"nhd_13118804"
2491500,"nhd_1851931"
2053400,"nhd_13107531"
884700,"nhd_13424965"
799200,"nhd_13296492"
780300,"nhd_13294778"
768800,"nhd_14767786"
816800,"nhd_13294786"
808700,"nhd_120052352"
466700,"nhd_6808090"
1002400,"nhd_14726488"
2065900,"nhd_13085025"
732200,"nhd_13107553"
283800,"nhd_9030027"
1714900,"nhd_13134985"
1000700,NA
1000700,NA
2092500,"nhd_13124126"
2618000,"nhd_2646860"
93100,"nhd_13062495"
2351800,"nhd_13124240"
1304600,"nhd_14710220"
1249000,"nhd_13631701"
1835200,"nhd_13343628"
271100,"nhd_9033805"
741500,"nhd_14767864"
755700,"nhd_14767870"
2399700,"nhd_13120880"
1618100,"nhd_13394361"
1304600,"nhd_14710220"
1289700,"nhd_13652594"
2269000,"nhd_12990981"
2267800,"nhd_12991001"
462000,"nhd_6808374"
56200,"nhd_12176252"
173500,"nhd_6866595"
2436500,"nhd_13118882"
2318500,"nhd_13345726"
2322200,"nhd_13344122"
2463100,"nhd_2266827"
1866700,NA
663800,"nhd_6842707"
622600,"nhd_6842745"
186700,"nhd_9036057"
1591000,"nhd_13393681"
2399700,"nhd_13120880"
1756000,NA
805400,"nhd_13293262"
2264000,"nhd_12990909"
1377700,"nhd_14704062"
2678100,"nhd_2266341"
2601500,"nhd_120053219"
2627000,"nhd_120053130"
447100,"nhd_6808812"
1800500,"nhd_2731824"
1369900,"nhd_14705482"
747100,"nhd_14768092"
2435000,"nhd_13118870"
2654500,"nhd_2266091"
2331300,"nhd_13344234"
2271100,"nhd_12990851"
1014300,"nhd_13393503"
2322800,"nhd_13346740"
1332200,"nhd_14705890"
194000,"nhd_9026645"
1544700,"nhd_13393821"
493100,"nhd_6808388"
303600,NA
323700,"nhd_9029767"
9800,NA
11500,NA
1736200,"nhd_13134709"
703500,"nhd_6842359"
2193300,"nhd_12980603"
43900,"nhd_12161140"
835800,"nhd_13281252"
279400,"nhd_9032763"
1378100,NA
2355300,"nhd_13124036"
1322400,NA
490000,"nhd_6808360"
415000,"nhd_6800772"
1727700,"nhd_13134705"
1506800,"nhd_13400013"
1516500,"nhd_13395257"
2310200,"nhd_13343252"
2742100,"nhd_2260935"
2068000,"nhd_120053694"
779000,NA
28300,"nhd_12162810"
1835300,"nhd_13344170"
716800,"nhd_14445790"
2400000,"nhd_13121004"
2396800,"nhd_13121022"
139900,"nhd_6863055"
1694700,NA
2832200,"nhd_1797381"
1642700,NA
864000,"nhd_13290262"
2486600,"nhd_2266119"
692400,"nhd_166766657"
692900,"nhd_120052170"
853200,"nhd_13290718"
18600,NA
1215100,NA
775200,"nhd_13290886"
267200,"nhd_9035875"
310,NA
380,NA
262600,"nhd_9035983"
2110900,"nhd_13079023"
733850,"nhd_14783607"
2110900,NA
