"dowlknum","site_id"
"27041700",NA
"27013310","nhd_1101590"
"10001100","nhd_1102046"
"27015000","nhd_1099494"
"27051800",NA
"27037100",NA
"27035600",NA
"27013900","nhd_1101634"
"10000900","nhd_1101942"
"10004402","nhd_1102094"
"27092400",NA
"86033100",NA
"27050700",NA
"27039500",NA
"27013309","nhd_1101766"
"86041600",NA
"27037200",NA
"27096300",NA
"10013300",NA
"27093700",NA
"27035400",NA
"27084300",NA
"27015400","nhd_1099560"
"27013300","nhd_1101570"
"27019600","nhd_4250546"
"27017902","nhd_1101704"
"27013308","nhd_1101732"
"27017200","nhd_4250412"
"86002400","nhd_4250450"
"27094400",NA
"27019102","nhd_4250586"
"86001900","nhd_4250388"
"10004802",NA
"27109500",NA
"10013500","nhd_1101982"
"27092300",NA
"27094800","nhd_1101780"
"27019100","nhd_4250586"
"10004801","nhd_1102284"
"27036700",NA
"27109900",NA
"27094700","nhd_1101734"
"86041500",NA
"27033900","nhd_4250376"
"27091602",NA
"71006100",NA
"27037700",NA
"10005600","nhd_1101926"
"27090500",NA
"27040800","nhd_1099594"
"27017000","nhd_4250354"
"27037800",NA
"27034200",NA
"10022600",NA
"10001900","nhd_2384776"
"27090200",NA
"10003100","nhd_2385092"
"27090100",NA
"10024900",NA
"86033200",NA
"10019700",NA
"27018900","nhd_2349226"
"10001800","nhd_1102008"
"86000700","nhd_4250234"
"10020400",NA
"27013314","nhd_1101642"
"10025200",NA
"27039600",NA
"71001301","nhd_2721969"
"86002500","nhd_2722131"
"27035000",NA
"71006400",NA
"27040000",NA
"86002600","nhd_2722107"
"27035500",NA
"10002500",NA
"10019600",NA
"27113600",NA
"27090300",NA
"10013900",NA
"27110000",NA
"27096400",NA
"27040200",NA
"27084100",NA
"27037400",NA
"27110300",NA
"27030000",NA
"86051000",NA
"86001400",NA
"27036200",NA
"27040100",NA
"70011800","nhd_2385208"
"27093801",NA
"27095800",NA
"10003200",NA
"27033700",NA
"27013307","nhd_1101732"
"27016700",NA
"27093900",NA
"27109600",NA
"27036800",NA
"27095200",NA
"27084200",NA
"27034000",NA
"27095500",NA
"10004700","nhd_1102202"
"10004800","nhd_1102284"
"27036100",NA
"27034800",NA
"27051300","nhd_1099580"
"10002600",NA
"10022500","nhd_2384996"
"10023900","nhd_2385078"
"10004100","nhd_1101938"
"27019101","nhd_4250586"
"27013313","nhd_1101580"
"10021600","nhd_2384760"
"10020800",NA
"27110200",NA
"27034700",NA
"27093803",NA
"71006000",NA
"27034600",NA
"27015300","nhd_2349204"
"10004500","nhd_1102088"
"27035700",NA
"86041400",NA
"27019900","nhd_4250554"
"86001700","nhd_4250400"
"27015100","nhd_1099528"
"27015200","nhd_2349208"
"71028000",NA
"27049700",NA
"10019100",NA
"27052100","nhd_1099592"
"10005400","nhd_1102410"
"27049900",NA
"27094200",NA
"10004401","nhd_1102086"
"10021800","nhd_2384832"
"27034300",NA
"27094100",NA
"86030200",NA
"27016500","nhd_1099242"
"27030100",NA
"27093802",NA
"27017600","nhd_2349188"
"27033800",NA
"27037600",NA
"27092200",NA
"27110100",NA
"10020200",NA
"10004900",NA
"10019400",NA
"27019300","nhd_4250496"
"10005000","nhd_1102228"
"27013305","nhd_1101734"
"27094000",NA
"10020700",NA
"27018300",NA
"27035300",NA
"27038700",NA
"27017700","nhd_4250384"
"71005800",NA
"27039200",NA
"10002700",NA
"27039900",NA
"27091601",NA
"27036000","nhd_4250570"
"27094300",NA
"27095100",NA
"27013306","nhd_1101732"
"10003300",NA
"71006300",NA
"10013700",NA
"27042200",NA
"27040500",NA
"27091700",NA
"86002000","nhd_4250426"
"27039400",NA
"27049600",NA
"10000400","nhd_2385160"
"27041600",NA
"27034400",NA
"10001000","nhd_1102056"
"27091200",NA
"27112200",NA
"27096600",NA
"27086300",NA
"27110700",NA
"10013800",NA
"10004600","nhd_1102194"
"27112800",NA
"27049400",NA
"10020300",NA
"10004400","nhd_1102086"
"27090400",NA
"27037300",NA
"27036400",NA
"27036300",NA
"27091800",NA
"10013400",NA
"27052000",NA
"27039100",NA
"27040600",NA
"10020100",NA
"27094900",NA
"27095700",NA
"27042100",NA
"10001500","nhd_1101928"
"27017500","nhd_1098948"
"86039500",NA
"27013312","nhd_1101570"
"27035200",NA
"27014701","nhd_2349160"
"27093600",NA
"27039800",NA
"27019400","nhd_4250512"
"27019500","nhd_4250528"
"71005600",NA
"27091400",NA
"86001300",NA
"27113100",NA
"27090000",NA
"27089900","nhd_1101888"
"27008700","nhd_1101686"
"10000100","nhd_2384694"
"27014000","nhd_1101646"
"27085700",NA
"27048600",NA
"71000400",NA
"86000200","nhd_4250264"
"27098100",NA
"27049200",NA
"27049100",NA
"10022000",NA
"27050600",NA
"86000800","nhd_4250246"
"27047000",NA
"27014002","nhd_1101646"
"27088900",NA
"10013200",NA
"27013800",NA
"27048100",NA
"10020900",NA
"10021400",NA
"27043600",NA
"27030300",NA
"27015700","nhd_1099600"
"27042600",NA
"27015800","nhd_1099554"
"10000600","nhd_2384578"
"27083200",NA
"27013302","nhd_1101590"
"27088300",NA
"27050500",NA
"71000600",NA
"27043000",NA
"27031800",NA
"71023900",NA
"27029200",NA
"70034200",NA
"27085600",NA
"27044300",NA
"27085200",NA
"27043500",NA
"27045800",NA
"27008600","nhd_1101696"
"10000200","nhd_2384766"
"27043901","nhd_1099146"
"27051400",NA
"27033400",NA
"27013500",NA
"27087200",NA
"27083100",NA
"27086700",NA
"27045500",NA
"27082900",NA
"86033000",NA
"27050900",NA
"27089200",NA
"27030500",NA
"10012900",NA
"27090800",NA
"10000800",NA
"27049300",NA
"27044700",NA
"27084600",NA
"27089700",NA
"27013303","nhd_1101590"
"27086400",NA
"71000900",NA
"10001300","nhd_2384688"
"27044000",NA
"27085300",NA
"27012001",NA
"71001400",NA
"27047100",NA
"27046600",NA
"27086000",NA
"27029100",NA
"27087500",NA
"27083700",NA
"10022100",NA
"27047700",NA
"27031500",NA
"27084500",NA
"27083500",NA
"27087700",NA
"27033600",NA
"27029500",NA
"27046200",NA
"27097600",NA
"27028800",NA
"27028600",NA
"86000100","nhd_4250272"
"71038800",NA
"27087000",NA
"27085900",NA
"27013400","nhd_120051921"
"27050800",NA
"27086600",NA
"27042800",NA
"10000700","nhd_2384594"
"27017400",NA
"27083300",NA
"27012002","nhd_1099206"
"27016400",NA
"27046100",NA
"27013600","nhd_2384552"
"70025400",NA
"10022400",NA
"27047200",NA
"27030600",NA
"27097300",NA
"27046900",NA
"27016000","nhd_1101514"
"27028700",NA
"71000800",NA
"27016900","nhd_4250364"
"27089500",NA
"27015600","nhd_1099580"
"27097700",NA
"27112100",NA
"27087800",NA
"27083600",NA
"27044400",NA
"27048300",NA
"27031400",NA
"27091100",NA
"27014001","nhd_1101624"
"27088000",NA
"27029700","nhd_1098956"
"27042400",NA
"27082700",NA
"27013200","nhd_2384904"
"27089600",NA
"10021200",NA
"27087600",NA
"27088400",NA
"27089300",NA
"71001302","nhd_2721969"
"71001000",NA
"27014600",NA
"70011600","nhd_2385008"
"27042300","nhd_1099304"
"70011700","nhd_2385064"
"27088800",NA
"27044200",NA
"27083000",NA
"27044800",NA
"71039400",NA
"10021500",NA
"27045700",NA
"27044100",NA
"86000500",NA
"27048500",NA
"27015900","nhd_1101512"
"27089800",NA
"27043300",NA
"10013100",NA
"27085400",NA
"27084700",NA
"71017000",NA
"10021000",NA
"27047900",NA
"27028400",NA
"27087900",NA
"27082300",NA
"71000300","nhd_2722023"
"27082800",NA
"27014400","nhd_1101882"
"27089400",NA
"27088200",NA
"27033500",NA
"27014500",NA
"27030200",NA
"27048200",NA
"71036800",NA
"27017300",NA
"27012000","nhd_1099206"
"27031100",NA
"27097800",NA
"27085100",NA
"10000500","nhd_2385068"
"71017100",NA
"27085000",NA
"27028900",NA
"27016100","nhd_1101496"
"27014100","nhd_1101626"
"71026500",NA
"27086100",NA
"27086200",NA
"27088600",NA
"27043200",NA
"27086500",NA
"71000700",NA
"10021100",NA
"27051200",NA
"27012300","nhd_4250312"
"27085800",NA
"86000600",NA
"27015500","nhd_1099548"
"27013700","nhd_1101864"
"27091000",NA
"71001500","nhd_2721829"
"27029600",NA
"71001200",NA
"27088100",NA
"27029400",NA
"27043700","nhd_1099262"
"10022300",NA
"10022200",NA
"27051100",NA
"27016300",NA
"71001100",NA
"86041200","nhd_4250274"
"27088700",NA
"27050300",NA
"10001200","nhd_2384614"
"27098000",NA
"27048900",NA
"27042000",NA
"27029000",NA
"27090900",NA
"27043902",NA
"27083900",NA
"27031600",NA
"27028500",NA
"27043800",NA
"27085500",NA
"27013304","nhd_1101590"
"10013000",NA
"71023800",NA
"27043100",NA
"27014200","nhd_1101794"
"27029300",NA
"27043400",NA
"27049000",NA
"27084900",NA
"71026200",NA
"10021300",NA
"71000100","nhd_2365946"
"27045900",NA
"27010900","nhd_1101530"
"27047600",NA
"27082500",NA
"71000500",NA
"27083400",NA
"27042500",NA
"27030700",NA
"71024100",NA
"27098200",NA
"27087400","nhd_2384518"
"27047300",NA
"27031900",NA
"27042700",NA
"27045400",NA
"27082600",NA
"27042900",NA
"10001400","nhd_2384756"
"27031700",NA
"27047800",NA
"27051000",NA
"27084800",NA
"02012200","nhd_2365770"
"27113000",NA
"27097500",NA
"27076100","nhd_1101664"
"27099700",NA
"27072100",NA
"27100200",NA
"27046800",NA
"27026500",NA
"27101000",NA
"27053800",NA
"02031200",NA
"27074000",NA
"27099100",NA
"27006900","nhd_2384596"
"27087100",NA
"27076400",NA
"27068600",NA
"27054600",NA
"27054500",NA
"27059500",NA
"02011800",NA
"02011700",NA
"02072700",NA
"27046700",NA
"27023800",NA
"27069100",NA
"70034300",NA
"27031200",NA
"27074100",NA
"27089100",NA
"27052700",NA
"27011400",NA
"27021700",NA
"27076600",NA
"02067100",NA
"02031100",NA
"27061200",NA
"27024300",NA
"27100900",NA
"27072300",NA
"27026900",NA
"27059000",NA
"27078700",NA
"02031900",NA
"27060300",NA
"27086900",NA
"27046300",NA
"27074800",NA
"27108900",NA
"27021500",NA
"70025300",NA
"27053100",NA
"27075200",NA
"70024900",NA
"27103400",NA
"70024400",NA
"27012500","nhd_1098804"
"27008000","nhd_2384910"
"27012700","nhd_1098900"
"27073600",NA
"02030000",NA
"27100700",NA
"27054100",NA
"27073700",NA
"27113500",NA
"27008800","nhd_2384526"
"70007401","nhd_2385170"
"27059100",NA
"02011100",NA
"27022300",NA
"02028100",NA
"27054200",NA
"27059400",NA
"27023700",NA
"27009900","nhd_1099350"
"27023300",NA
"27081700",NA
"02030800",NA
"27026600",NA
"27044600",NA
"27026300",NA
"27009000",NA
"27011900","nhd_1099232"
"02067500",NA
"27112500",NA
"27081900",NA
"02067000",NA
"27076200",NA
"27098600",NA
"27054300",NA
"02066700",NA
"27059600",NA
"27108800",NA
"27058900",NA
"27021400",NA
"27061701",NA
"27099900",NA
"02012700","nhd_2365864"
"27077500","nhd_1101738"
"27055400",NA
"27052600","nhd_1099182"
"27099800",NA
"27010600",NA
"27061800",NA
"27074900",NA
"27053000",NA
"27059900",NA
"27075500",NA
"02073600",NA
"02033800",NA
"27059300",NA
"27082100",NA
"27079200",NA
"27011200","nhd_1099018"
"27012400","nhd_1098786"
"27082200",NA
"27027400",NA
"27081800",NA
"27097200",NA
"27013000","nhd_1098962"
"02033000",NA
"27098400",NA
"27103500",NA
"27021800",NA
"02029900",NA
"27012900","nhd_1098950"
"27098500",NA
"27074500",NA
"02065600",NA
"27010000","nhd_1099392"
"27099300",NA
"27013301","nhd_1101590"
"27055300",NA
"02012600",NA
"27075600",NA
"27082400",NA
"27100500",NA
"27046000",NA
"27074700",NA
"27059800",NA
"27023600",NA
"27097400",NA
"27022000",NA
"27098900",NA
"27058700",NA
"27069700",NA
"27023900",NA
"27068701",NA
"27031000",NA
"27058600",NA
"27061900",NA
"27075800",NA
"27073200",NA
"27081600",NA
"27055500",NA
"27024500",NA
"27068800",NA
"27009400","nhd_2384542"
"27077200",NA
"27062000",NA
"27009200","nhd_2384546"
"27044500",NA
"27076900",NA
"27100400",NA
"27010800","nhd_1099616"
"27010200","nhd_1099444"
"27076300",NA
"27098300",NA
"27061000",NA
"27027500",NA
"27099400",NA
"27054900",NA
"27081500",NA
"27011800","nhd_1099172"
"27100000",NA
"27060500",NA
"27075000",NA
"27061600",NA
"27027900",NA
"27011603",NA
"27073800",NA
"27021600",NA
"27054800",NA
"27073900",NA
"27099000",NA
"27078400",NA
"27053900",NA
"27011000","nhd_1101542"
"02034100",NA
"27007600","nhd_2384706"
"27061400",NA
"27078900",NA
"27007700","nhd_2384738"
"27078800",NA
"27068702",NA
"27060700",NA
"27077400",NA
"27099500",NA
"27008500","nhd_1101688"
"27008903",NA
"27052500",NA
"27069500",NA
"02033200",NA
"27023100",NA
"27098800",NA
"27011604",NA
"02028700",NA
"27008100","nhd_2384572"
"27075100",NA
"02013100","nhd_2365904"
"27059200",NA
"27052900",NA
"27082000",NA
"27006800","nhd_2384600"
"27077100",NA
"27045600",NA
"27007000","nhd_2384656"
"27074600",NA
"02032100",NA
"27077600",NA
"27077300",NA
"27055200",NA
"27007500","nhd_2384680"
"27076800",NA
"27074301",NA
"27075400",NA
"27053500",NA
"27009501","nhd_1101526"
"70007400","nhd_2385170"
"27099600",NA
"27011601","nhd_1099108"
"27100300",NA
"27053200",NA
"02012300",NA
"27059700",NA
"27008900","nhd_2384520"
"70008800","nhd_2384930"
"27100100",NA
"27007800","nhd_2384778"
"02072800",NA
"27052800",NA
"02028900",NA
"70007500",NA
"27061702",NA
"27030900",NA
"27073500",NA
"27079000",NA
"27052400",NA
"27007100","nhd_2384628"
"27024400",NA
"02028200",NA
"02013200",NA
"27023000",NA
"27075900",NA
"02066800",NA
"27027800",NA
"27010700","nhd_1101492"
"27046500",NA
"27053400",NA
"27027100",NA
"02029500",NA
"02013000","nhd_2365922"
"27027600",NA
"02012400","nhd_2365768"
"27078300",NA
"27078600",NA
"27024200",NA
"02011000","nhd_1098648"
"02013400",NA
"02013300","nhd_2365942"
"27022200",NA
"27023400",NA
"27061100",NA
"02012800","nhd_2365840"
"27009800","nhd_1099370"
"27010500",NA
"27023200",NA
"27027300",NA
"27084400",NA
"02073700",NA
"02013500","nhd_2365940"
"27009300","nhd_2384540"
"27113200",NA
"02030600",NA
"02012500",NA
"27075700",NA
"27112600",NA
"27010101",NA
"27053700",NA
"70007402",NA
"27069600",NA
"27097900",NA
"27012100","nhd_1099292"
"27011602","nhd_1099120"
"27081300",NA
"27024100",NA
"27028000",NA
"27028100",NA
"27024600",NA
"27008902","nhd_2384520"
"27060600",NA
"27024000",NA
"27075300",NA
"27011300",NA
"27060200",NA
"27026400",NA
"02031000",NA
"27053300",NA
"27055100",NA
"02033100",NA
"02029800","nhd_2366024"
"27081400",NA
"27074302",NA
"27022100",NA
"27021900",NA
"27060400",NA
"27062100",NA
"27098700",NA
"27010102",NA
"02029700",NA
"02033900",NA
"02010900",NA
"27060000",NA
"27012600",NA
"27011700","nhd_1099136"
"27068900",NA
"27060900",NA
"27069000",NA
"27061500",NA
"27053600",NA
"27079100",NA
"27074200",NA
"27099200",NA
"27052300",NA
"27069400",NA
"27008901","nhd_2384520"
"27009100","nhd_2384536"
"27076700",NA
"27054700",NA
"02030700",NA
"02028800",NA
"27062300",NA
"27028200",NA
"27112700",NA
"27061300",NA
"27077000",NA
"27011600","nhd_1099108"
"27054400",NA
"27023500",NA
"27077800",NA
"02011200",NA
"02066900",NA
"27089000",NA
"27060100",NA
"27110400",NA
"27076000",NA
"27114000",NA
"27072000",NA
"27077900",NA
"27071500",NA
"27008400",NA
"27004400","nhd_2384592"
"27071600",NA
"27066300",NA
"27071300",NA
"27066200",NA
"27006100","nhd_1098904"
"27011102","nhd_1099324"
"27004800","nhd_2384838"
"27107000",NA
"02061200",NA
"27062500",NA
"27070400",NA
"02010600","nhd_2365792"
"02070300",NA
"02028300",NA
"02012900",NA
"27010400","nhd_120052022"
"27102900",NA
"27106500",NA
"27081200",NA
"27058000",NA
"27070000",NA
"27101700",NA
"02066100",NA
"27102600",NA
"27064700",NA
"27078100",NA
"27080200",NA
"27080500",NA
"27101900",NA
"27106100",NA
"02010500","nhd_2365828"
"27070200",NA
"27102100",NA
"27064100",NA
"27063000",NA
"27028300",NA
"02011401",NA
"27056700",NA
"27056400",NA
"27057300",NA
"02032300",NA
"02013900",NA
"27004500","nhd_2384574"
"27020400",NA
"27055902",NA
"27070300",NA
"27079600",NA
"27006201","nhd_2384674"
"02066300",NA
"02029000",NA
"02034200",NA
"27058500",NA
"27073300",NA
"27109200",NA
"02065700",NA
"27104300",NA
"02073400",NA
"27072700",NA
"27067200",NA
"27070600",NA
"27057400",NA
"02073500",NA
"27066600",NA
"70023500",NA
"27066800","nhd_1101826"
"27077700",NA
"27070100",NA
"27072400",NA
"02073100",NA
"27056600",NA
"27062900",NA
"27105700",NA
"02073000",NA
"27071800",NA
"02061000",NA
"02028500",NA
"27057900",NA
"27080300",NA
"27057200",NA
"27013100",NA
"27081000",NA
"27005700","nhd_1099348"
"02031500",NA
"02010400","nhd_2366094"
"02063100",NA
"02033300",NA
"27071400",NA
"27106000",NA
"70024500",NA
"27006202","nhd_2384710"
"27080700",NA
"02027500",NA
"02027000",NA
"02033400",NA
"27071900",NA
"27024800",NA
"02062900",NA
"27105800",NA
"27071100","nhd_1101584"
"27066100",NA
"27025900",NA
"70023400",NA
"27072200",NA
"27012800","nhd_1098912"
"02014000",NA
"02011900",NA
"27101300",NA
"27103700",NA
"02013700",NA
"02040700",NA
"02032800",NA
"27022800",NA
"70032300",NA
"70032201",NA
"27067300",NA
"27006000",NA
"27102700",NA
"02012100",NA
"27025400",NA
"27106200",NA
"27104200",NA
"27006400",NA
"02067600",NA
"27069900",NA
"02008700",NA
"70032200",NA
"27069800",NA
"27057700",NA
"27062600",NA
"27073400","nhd_1101588"
"27064200",NA
"27103900",NA
"02013600","nhd_2366026"
"27025600",NA
"27103100",NA
"27080100",NA
"27101200",NA
"27062700","nhd_1099512"
"27005300",NA
"27103800",NA
"27069300",NA
"27058300",NA
"27020200",NA
"27055901",NA
"27072500",NA
"27005000",NA
"02072900",NA
"27055700",NA
"27024700",NA
"02029200",NA
"27057500",NA
"02011300","nhd_2366260"
"27006203","nhd_2384710"
"27022600",NA
"02009900",NA
"27066700",NA
"02073200",NA
"27079500",NA
"27072600",NA
"27071700",NA
"27056100",NA
"27062400",NA
"27072800",NA
"27063100",NA
"02067300",NA
"02011600","nhd_1098738"
"02011402","nhd_2366276"
"70008700","nhd_2384950"
"70032202",NA
"27058400",NA
"02012000","nhd_2365766"
"27057100",NA
"27005200","nhd_1101666"
"27025800",NA
"02034300",NA
"02029600",NA
"27057000",NA
"27079900",NA
"70025200",NA
"27006500","nhd_1099308"
"27007400","nhd_2384658"
"27073000",NA
"02066200",NA
"27009600",NA
"02011500",NA
"27026000",NA
"27026100",NA
"27008300",NA
"27101800",NA
"27079300",NA
"27025000",NA
"02027600",NA
"02022000",NA
"02033700",NA
"27100600",NA
"27104000",NA
"27056000",NA
"27056900",NA
"02033600",NA
"02073300",NA
"27006600","nhd_1098928"
"27056200",NA
"02028400",NA
"02013800",NA
"27101400",NA
"02032400",NA
"02031600",NA
"27006700","nhd_2384584"
"27056300",NA
"27071200",NA
"27058100",NA
"27011101","nhd_1099260"
"27070800",NA
"27057800",NA
"27022400",NA
"27080900",NA
"27008200","nhd_1101614"
"02010800",NA
"27080600",NA
"27100800",NA
"27103000",NA
"02063000",NA
"27058200",NA
"27012200","nhd_1098990"
"27005100",NA
"27079400",NA
"70034100",NA
"27101100","nhd_2384716"
"02068000",NA
"27080400",NA
"02010700",NA
"27110600",NA
"27025500",NA
"27005400","nhd_1101774"
"27102200",NA
"27071000",NA
"27101600",NA
"02065900",NA
"27062800",NA
"70002500","nhd_2385028"
"27022900",NA
"27072900",NA
"27080800",NA
"27105900",NA
"27005500","nhd_1101816"
"27107200",NA
"27020300",NA
"27022700",NA
"27007900","nhd_2384774"
"27103600",NA
"27025700",NA
"02066500",NA
"02032500",NA
"02065800",NA
"27078000",NA
"27010300","nhd_1099500"
"27063200",NA
"27078200",NA
"27056500",NA
"27070500",NA
"27073100",NA
"27024900",NA
"27103300",NA
"27101500",NA
"27025100",NA
"27102300",NA
"27005600",NA
"27004700","nhd_2384748"
"02029300",NA
"27066000",NA
"27079700",NA
"27007200","nhd_2384622"
"27102800",NA
"27056800",NA
"27080000",NA
"27007300","nhd_2384650"
"27001700",NA
"27003600","nhd_1101536"
"02068800",NA
"27004100","nhd_1101800"
"02009000",NA
"02063800",NA
"19015200",NA
"27066900",NA
"02062300",NA
"19019200",NA
"70023600",NA
"02061600",NA
"02007200","nhd_1099082"
"27002900","nhd_2384626"
"19017200",NA
"02042000",NA
"27000600","nhd_2384708"
"02006100","nhd_2365936"
"02007600",NA
"02062500",NA
"27065000",NA
"02057200",NA
"02009300",NA
"02042900",NA
"27104501","nhd_2384700"
"27005900","nhd_1099252"
"02062800",NA
"02037600",NA
"02040000",NA
"27113400",NA
"02068400",NA
"27107400",NA
"27065502",NA
"27001500",NA
"27068500",NA
"27104900","nhd_2384736"
"02043302",NA
"27003400","nhd_1099510"
"02059600",NA
"27065100",NA
"27003501","nhd_1101490"
"27003700","nhd_1101544"
"27111800",NA
"02037100",NA
"02061500",NA
"02038600",NA
"02041100",NA
"27065700",NA
"27064400",NA
"02034600",NA
"27001100","nhd_2384806"
"02071800",NA
"02008600",NA
"27000700","nhd_2384682"
"27067400",NA
"27000500",NA
"27002500",NA
"27064300",NA
"02065400",NA
"27004203","nhd_1099478"
"02039900",NA
"27002600","nhd_1102022"
"70023000",NA
"02008300","nhd_1098844"
"27067900",NA
"02063400",NA
"02007700","nhd_1099210"
"02009800","nhd_2366020"
"02074900",NA
"27104400",NA
"27063500",NA
"27067500",NA
"02007300",NA
"02038400",NA
"02034900",NA
"02004400",NA
"02042100",NA
"02034801",NA
"02062400",NA
"02039500",NA
"27003800",NA
"27105100",NA
"19019500",NA
"27067000",NA
"02007800",NA
"02043900",NA
"27105400",NA
"27003300",NA
"27063700",NA
"02060800",NA
"02007900","nhd_1099368"
"02063900",NA
"27063300",NA
"02041800",NA
"27020600",NA
"02038100",NA
"27068300","nhd_1101920"
"27067100",NA
"27106900",NA
"27063800",NA
"02043303",NA
"70023700",NA
"27003900","nhd_1101616"
"02009500",NA
"27108600",NA
"27065400",NA
"27003000",NA
"27065200",NA
"02008400","nhd_1098766"
"02041200",NA
"02041900",NA
"27003502","nhd_1101508"
"27064000",NA
"02035800",NA
"02061700",NA
"02057100",NA
"27106600",NA
"27068100","nhd_1101912"
"27107500",NA
"27002800","nhd_1101980"
"27107600",NA
"02009600","nhd_2365970"
"02042800",NA
"27108500",NA
"02009200","nhd_2365870"
"19017400",NA
"02064000",NA
"02036600",NA
"02036200",NA
"02007501","nhd_1099278"
"02042400",NA
"27111900",NA
"27004300",NA
"27063400",NA
"02045600",NA
"02039200",NA
"02008900","nhd_2366250"
"27002400",NA
"27065600","nhd_1101650"
"02008200",NA
"02035100",NA
"02059800",NA
"27065300",NA
"27106800","nhd_2384908"
"27112400",NA
"27001600","nhd_1101754"
"02037500",NA
"27021200",NA
"02070900",NA
"02007400",NA
"02077200",NA
"27108000",NA
"27064900",NA
"02048500",NA
"27067700",NA
"70001500",NA
"27003200",NA
"27001400","nhd_1101712"
"27108400",NA
"70022900",NA
"27004202","nhd_1099424"
"27001300","nhd_2384986"
"02064500",NA
"19017100",NA
"02035600",NA
"27104100",NA
"27001200","nhd_2384810"
"02041700",NA
"27063900",NA
"27002000",NA
"27003100","nhd_1101684"
"27112000",NA
"02039800",NA
"02008100",NA
"02034802",NA
"02009700",NA
"02034803",NA
"27002100",NA
"27064500",NA
"27002802","nhd_1101980"
"27107800",NA
"27112900",NA
"02070200",NA
"02037700",NA
"02007502","nhd_1099274"
"27105000",NA
"27001800","nhd_1101778"
"27021000",NA
"19010900",NA
"27065900",NA
"02040400",NA
"27004201","nhd_1099384"
"02038500",NA
"19021000",NA
"27000200","nhd_2384696"
"27113800",NA
"19011000",NA
"27002801","nhd_1101980"
"02071100",NA
"02039400",NA
"02041500",NA
"02070400",NA
"02037900",NA
"02068100",NA
"02038300",NA
"27020800",NA
"27068200",NA
"02007100","nhd_1099140"
"27004000","nhd_1101636"
"19011300",NA
"02076300",NA
"02064300",NA
"02068600",NA
"02042700",NA
"27004200","nhd_1099384"
"27108200",NA
"27002200","nhd_1101868"
"27107300",NA
"02008000","nhd_1099344"
"27107100",NA
"19019300",NA
"02071000",NA
"02043600",NA
"02038000",NA
"02038700",NA
"02062600",NA
"02041000",NA
"02041300",NA
"27068000",NA
"19017000",NA
"02047400",NA
"27067600",NA
"27104800",NA
"02064600",NA
"02043700",NA
"02039700",NA
"02009100","nhd_2365854"
"27000900",NA
"27000400","nhd_2384702"
"27108402",NA
"02060400",NA
"02076400",NA
"02039300",NA
"27065501",NA
"02036900",NA
"02022500",NA
"27108700",NA
"19019400",NA
"27065500",NA
"27020500",NA
"27106700",NA
"27067800",NA
"02075900",NA
"19008300","nhd_2384862"
"19011600",NA
"27005800","nhd_1099458"
"27107900",NA
"27002300","nhd_1101916"
"02068700",NA
"02043100",NA
"02043200",NA
"27106300",NA
"27064800",NA
"02017100",NA
"02008800","nhd_2366150"
"02009400",NA
"02039600",NA
"02043500",NA
"02035700",NA
"19011400",NA
"02036700",NA
"27105500",NA
"27001900","nhd_1101812"
"27064600",NA
"02035200",NA
"27112300",NA
"27105200",NA
"02041600",NA
"19011100",NA
"02069500",NA
"02043301",NA
"02064800",NA
"27000800",NA
"27068400",NA
"27065800",NA
"02038800",NA
"27113300",NA
"02042300",NA
"02035000",NA
"27066400",NA
"02008500","nhd_2366134"
"19021100",NA
"27020700",NA
"19019100",NA
"27066500",NA
"02040300",NA
"27108401",NA
"02065401",NA
"19015100",NA
"19011200",NA
"27104502",NA
"02005900","nhd_2365884"
"19020000",NA
"19007200","nhd_2385132"
"19018000",NA
"19006900","nhd_2385168"
"19017800","nhd_2385156"
"62007200","nhd_1099290"
"02004800","nhd_1098546"
"19017300",NA
"19017900",NA
"27000300",NA
"02057700",NA
"19020600",NA
"62022400","nhd_1101586"
"02070600",NA
"19019000",NA
"19018600",NA
"19022300",NA
"19013000",NA
"62005700","nhd_1099476"
"02048800",NA
"19006000","nhd_2384920"
"62018200",NA
"19005600","nhd_2384830"
"62004901",NA
"02058400",NA
"02044500",NA
"62022100",NA
"62018100",NA
"19005900","nhd_2384882"
"02072400",NA
"19021200",NA
"02005200","nhd_1098568"
"02045700",NA
"19006500","nhd_2385080"
"62022300",NA
"62019100",NA
"02048100",NA
"62006000",NA
"19014400",NA
"19013500",NA
"62020300",NA
"02006000","nhd_2365910"
"19021300",NA
"02017200",NA
"62021100",NA
"02046200",NA
"02072600",NA
"02059700",NA
"19008200","nhd_2384620"
"02004500","nhd_1099038"
"02060300",NA
"62006100","nhd_1099156"
"62004700","nhd_1101846"
"19021400",NA
"19018500",NA
"02005500",NA
"62007800","nhd_1099420"
"02058000",NA
"62005000",NA
"62018000",NA
"02057300",NA
"62019500",NA
"19014300",NA
"19005500","nhd_2384726"
"62007000","nhd_1099286"
"19018800",NA
"02005000","nhd_1098518"
"62008100","nhd_1099454"
"19013800",NA
"19014100",NA
"02004900","nhd_1098538"
"62020500",NA
"62006900","nhd_1099322"
"19014200",NA
"27000100","nhd_2384586"
"19015600",NA
"62025100",NA
"02072500",NA
"02045900",NA
"02045500",NA
"02047600",NA
"62005200",NA
"19044700",NA
"62018300",NA
"62019400",NA
"19018900",NA
"19012300",NA
"19020100",NA
"02058800",NA
"19014500",NA
"02047800",NA
"62019600",NA
"02048900",NA
