WBIC	LAT	LON
5547390	44.473852	-89.804696
5548936	44.412121	-89.234251
5548975	44.412074	-89.818109
5546790	44.495469	-89.838280
5546804	44.494997	-89.761066
5546809	44.493471	-90.650400
5546820	44.494752	-89.738693
5547430	44.469996	-90.681650
5547432	44.453726	-92.048467
5018694	44.444502	-90.828016
5548107	44.446669	-89.921388
5548110	44.446622	-89.932863
5549354	44.392594	-89.029111
5546852	44.475848	-92.031677
5546864	44.469934	-87.665120
5546865	44.493526	-90.216902
5547449	44.464483	-88.728784
5547457	44.459943	-91.633067
5547459	44.471545	-89.865443
5548111	44.446740	-89.995038
5548120	44.437864	-91.378505
5548131	44.445543	-89.675524
5548148	44.441154	-89.015319
5548164	44.443573	-90.577318
5548172	44.440299	-89.007506
5548175	44.440301	-89.012227
5548178	44.439609	-91.092800
5549383	44.395024	-90.306335
5549388	44.373366	-87.772278
5549402	44.386870	-88.665089
5549434	44.393092	-89.975866
5549441	44.393051	-90.176402
5546873	44.492701	-90.428047
5546912	44.491963	-89.739204
5547492	44.463773	-88.783551
5547502	44.464160	-91.162181
5547523	44.469124	-90.258773
5548201	44.435508	-91.375100
5548212	44.442592	-90.136259
5548218	44.437401	-91.089605
1670800	44.410025	-90.731206
5549026	44.404817	-88.825845
5546929	44.489358	-90.691759
5546933	44.470013	-87.810729
5547528	44.460577	-88.670208
207200	44.465110	-89.077964
5548267	44.423383	-88.030919
5548278	44.422896	-91.986441
5549447	44.384610	-91.350532
5549450	44.375076	-91.992450
5546991	44.488024	-89.975413
5546993	44.488213	-89.731057
5547574	44.449553	-92.037769
5547578	44.448962	-92.061551
5547592	44.466353	-90.240050
5548288	44.418894	-87.820024
5548300	44.439260	-90.191972
5548315	44.432409	-91.221349
5548334	44.437882	-90.182387
5548342	44.437759	-90.170134
5548344	44.437800	-90.071655
5548351	44.437299	-90.115295
5548824	44.401268	-92.013969
5548826	44.398461	-87.820474
5548860	44.411760	-88.809962
5547617	44.446220	-92.063183
5548354	44.416872	-87.828941
5548359	44.437199	-90.115891
5548374	44.432546	-89.084788
5548385	44.414935	-87.800234
5548390	44.418923	-88.034747
5549052	44.409771	-90.047953
5549071	44.394212	-88.155429
5549072	44.409352	-90.035883
5549076	44.409180	-90.033735
5549083	44.408372	-90.333878
5549086	44.408513	-89.912994
5547046	44.467928	-92.044846
5547063	44.485151	-89.610387
90600	44.457905	-87.525252
5547636	44.445202	-87.849067
5547647	44.439957	-87.598892
5547650	44.464956	-89.943542
5548430	44.416423	-92.014081
5548432	44.433927	-89.824998
5548449	44.428440	-91.078823
5547094	44.476900	-88.662124
5547120	44.481935	-90.654974
5547660	44.445779	-92.083215
5547680	44.450811	-91.741041
1034200	44.322826	-90.201554
5585403	44.321507	-90.607552
1034600	44.299182	-90.268821
5585821	44.300220	-90.283418
5585823	44.299274	-90.549801
5585838	44.299269	-90.261093
5585841	44.296827	-90.787593
5586258	44.183149	-87.833438
5586261	44.202966	-90.318518
5586264	44.201745	-90.413531
5557396	44.055265	-91.549847
5557405	44.054415	-91.542358
5556407	44.084467	-91.710549
5556408	44.097412	-90.084753
5556415	44.097104	-90.088085
5556420	44.084795	-91.656994
5556424	44.087305	-91.467358
5556435	44.085226	-91.530584
5557120	44.062609	-91.624944
5557127	44.073895	-90.088565
243700	44.056144	-89.015824
5557534	44.060046	-90.074576
5557545	44.059566	-90.174704
5557547	44.059643	-90.081478
5555763	44.143061	-90.172129
5555768	44.142684	-90.188363
5555771	44.130539	-91.655399
5556536	44.086748	-91.126165
5556538	44.087726	-91.018891
5557271	44.069882	-90.141642
5557295	44.069006	-90.154719
5555830	44.128958	-91.553015
5558993	43.992204	-90.385278
5559004	43.983808	-91.356731
5559012	43.983040	-91.404104
5559018	43.991167	-90.173372
117900	43.985546	-88.923814
5559030	43.987620	-89.190960
5559653	43.949875	-88.784574
5559655	43.953371	-89.207133
5559682	43.950842	-89.021910
5559685	43.954024	-90.418762
5557806	44.038949	-88.698056
5557825	44.044508	-89.395789
5559075	43.980954	-91.329878
5559696	43.953955	-90.358405
5559706	43.953565	-89.996242
5559710	43.950894	-89.194175
148500	43.949969	-89.194835
66700	44.023513	-87.754961
5557852	44.037861	-88.728180
5557871	44.044030	-90.178007
5557872	44.042581	-89.396150
5559086	43.985118	-89.142279
5559087	43.987483	-90.045271
5559099	43.964592	-87.708458
5559108	43.978414	-88.594913
5559117	43.984354	-89.328118
1031100	43.984237	-90.452732
5559131	43.980018	-88.889077
5559742	43.949901	-89.380069
5559759	43.950038	-89.705495
5559776	43.948836	-89.921051
5559787	43.944212	-88.982363
5557898	44.043296	-90.004357
5557910	44.042526	-90.195000
5557939	44.041579	-90.068595
1665400	44.010123	-90.607216
5558594	44.010727	-90.435792
1374100	44.010635	-89.964506
5558614	44.010950	-89.973791
5558627	44.010237	-89.958835
5558631	44.010128	-89.971501
5559156	43.976478	-88.677105
5559179	43.973297	-91.401649
5559185	43.979831	-89.439995
5559791	43.941634	-88.751844
144600	43.944249	-89.000830
5559800	43.947027	-89.841667
5559823	43.940248	-89.008628
5557960	44.019955	-87.843083
5557974	44.038898	-90.391869
5557975	44.039362	-89.862536
5557977	44.028719	-91.499178
5558641	44.008152	-90.626487
728900	44.000570	-91.420820
5558665	43.996615	-88.305535
5558690	43.986111	-87.762919
5559209	43.967317	-88.313443
5559216	43.972424	-88.748471
5559220	43.971229	-88.625452
5559222	43.978002	-89.439264
5559224	43.956886	-87.729664
5560175	43.924352	-89.339993
5560188	43.908481	-88.020283
5560191	43.917626	-91.258545
5560196	43.925170	-90.124822
5560197	43.919782	-91.118846
5560212	43.922022	-89.255584
5558007	44.037616	-90.224315
5560272	43.915340	-88.772163
5558066	44.025220	-91.462135
1313100	43.976702	-90.426465
5559288	43.969127	-88.747446
149800	43.966921	-89.230616
5559310	43.962019	-88.307583
5559968	43.931432	-89.154161
77900	43.919794	-88.238852
5559981	43.933930	-89.872903
5559982	43.931668	-89.300303
1374100	44.033246	-89.874191
5558093	44.032179	-89.696663
5558119	44.010286	-87.791324
5559311	43.973497	-90.452852
5560370	43.915190	-89.315624
5560376	43.915297	-89.369951
1354300	44.033704	-90.071514
5559365	43.970649	-90.220593
5559370	43.965933	-89.007291
1668800	44.022813	-91.329136
5558135	44.029869	-89.997769
1352900	44.021534	-90.130313
117900	44.023341	-88.795801
5558718	44.006751	-90.052418
5558738	43.984773	-87.862979
5560004	43.932786	-89.797027
5560021	43.932409	-89.858299
5560040	43.931960	-89.860647
5558205	44.027631	-90.377133
5558225	44.025809	-90.512877
5558754	44.004759	-90.056301
167600	43.968692	-89.547875
5559393	43.969043	-89.914421
5559396	43.952409	-88.059930
5559421	43.962204	-91.134420
5559433	43.967412	-89.929288
5501820	46.425046	-90.871906
5501822	46.423478	-91.058694
5501825	46.424940	-90.853790
5588562	43.376663	-88.643185
860000	43.367811	-88.653834
5567889	43.525320	-88.659264
5567893	43.533130	-89.952170
5567898	43.524685	-88.631212
5567899	43.514348	-87.951305
5565951	43.599185	-91.264981
5567219	43.554889	-89.628006
5567227	43.554528	-89.572465
5567241	43.554250	-89.588324
5567242	43.554323	-89.584876
5567250	43.542976	-88.356078
5567920	43.526547	-88.890468
5565983	43.599486	-88.895511
5029357	43.593382	-88.409572
5565990	43.595845	-88.653847
5565998	43.603284	-90.292974
5566513	43.575749	-91.246953
5566519	43.582718	-90.105964
5566521	43.564390	-88.636481
5566537	43.574328	-88.630747
5567282	43.552916	-89.563112
5567284	43.553944	-90.052592
5567289	43.538845	-88.171483
5567294	43.548216	-88.911359
1192500	43.513091	-90.676361
5568312	43.512433	-89.256093
5568322	43.505021	-88.548858
5568328	43.498615	-88.122189
46750	43.492336	-87.803615
5566023	43.603109	-90.266396
5566024	43.595602	-88.676515
5566037	43.594890	-88.680965
5566562	43.581128	-89.642731
5566584	43.580683	-90.106871
5567309	43.552640	-89.627092
5567311	43.553258	-90.046956
5567312	43.551532	-89.390754
5567316	43.553039	-90.057203
5567318	43.544306	-88.606732
5567331	43.550741	-89.390443
5568399	43.495782	-88.181113
5568424	43.500915	-88.631957
5566074	43.590556	-88.648460
5566079	43.591685	-88.641194
5566080	43.597163	-90.940242
5566603	43.579777	-90.084600
14000	43.561010	-87.939275
5566640	43.570564	-88.617754
5568078	43.519094	-88.889144
5568094	43.524223	-89.734281
5568096	43.512388	-88.338334
5568105	43.522904	-89.459811
5568120	43.506503	-88.039580
30600	43.582608	-88.107279
5566137	43.598575	-90.153147
5566149	43.590490	-88.683232
5566655	43.571512	-91.235993
5566674	43.577604	-90.241888
5566675	43.575033	-89.201063
5566172	43.586306	-88.471947
5566177	43.584078	-88.303780
5566185	43.593082	-90.867932
5566201	43.590786	-91.031675
40400	43.564642	-88.299478
5566704	43.568649	-88.635171
5566717	43.576406	-90.124897
5566726	43.562736	-88.259882
5566741	43.565530	-88.663052
5566745	43.561818	-88.260045
5567465	43.547330	-89.626009
5567470	43.540247	-88.655900
5567472	43.548095	-90.304262
5567492	43.546433	-89.505716
5568443	43.506008	-89.314936
5566753	43.568633	-91.193997
5566784	43.573606	-89.820304
5567502	43.546791	-89.539156
5567523	43.538152	-88.597542
5568127	43.506370	-88.040128
5568136	43.515066	-88.667568
861400	43.510245	-88.403649
5568150	43.522029	-89.998751
5568166	43.520748	-89.542090
5568176	43.512479	-88.646963
5566234	43.585733	-88.641882
5566820	43.571636	-89.688103
5566822	43.570013	-89.317582
5566833	43.564155	-88.678882
5566843	43.562440	-88.561550
5566855	43.569732	-89.428891
5567551	43.545186	-89.510806
5567552	43.545248	-89.502666
5566862	43.562634	-88.661010
5566902	43.552040	-88.054254
5567560	43.539181	-91.228982
5567567	43.544765	-89.526684
5567591	43.544669	-90.166579
5567592	43.544131	-89.662871
5567604	43.537326	-91.256691
5567964	43.529136	-89.673176
5566341	43.582918	-91.240036
5566345	43.581469	-88.671325
5566924	43.547016	-87.821673
15000	43.550971	-88.236625
5566949	43.566311	-89.728330
5567644	43.541334	-90.626614
5567648	43.530744	-88.346111
5568231	43.509874	-88.642272
5566349	43.580933	-88.606900
5566378	43.582757	-91.085882
5566383	43.586300	-89.394536
5566950	43.556513	-88.610868
49200	43.546964	-87.901532
5567678	43.533409	-88.645158
5567694	43.533111	-88.653799
5567703	43.540769	-89.814240
5567711	43.531840	-88.602751
5568372	43.511807	-89.940860
5568390	43.509827	-90.452563
5568392	43.506886	-89.063051
5566400	43.579824	-88.673980
5566426	43.578946	-91.236128
5567728	43.532034	-88.655537
5567730	43.531942	-88.651367
5567747	43.538675	-89.748380
5567777	43.529827	-88.647845
5568037	43.518779	-88.622656
5568053	43.518501	-88.654911
5567026	43.555726	-88.655285
5567790	43.529937	-88.688579
5567800	43.534357	-90.765184
5567801	43.519699	-88.014246
5567816	43.532721	-89.140052
5567833	43.527073	-88.620602
5568277	43.514398	-89.456888
5569960	43.413647	-88.101647
5569975	43.412304	-88.057475
5570002	43.409470	-87.998803
5570787	43.372953	-91.162079
5570821	43.371786	-89.167415
5570830	43.356502	-87.974908
5570836	43.374047	-89.913296
5568486	43.498834	-88.723596
5569304	43.464386	-89.872647
5570032	43.421947	-89.275946
5570044	43.420919	-89.163307
5570864	43.354940	-88.021610
5570891	43.365156	-88.861145
1271100	43.502790	-89.933952
5576274	42.960632	-89.031803
5576287	42.951409	-88.342977
5577315	42.860224	-88.373061
5577335	42.867724	-89.138538
751100	42.605673	-88.295310
5575029	43.076632	-90.516409
772000	43.072935	-88.306689
5575051	43.074826	-90.438362
5575697	43.015415	-88.479153
5576328	42.957265	-89.320612
5576766	42.910190	-88.939225
5576773	42.908808	-88.898953
778500	42.904307	-88.900720
5575741	43.022223	-89.560796
5575753	43.013492	-88.595108
5575760	43.019900	-89.400173
5575765	43.008403	-88.319140
5576385	42.951188	-89.295092
5576400	42.939319	-88.323503
822200	42.938977	-88.481120
5576426	42.933759	-88.161817
5576948	42.901462	-90.002122
5576966	42.891126	-88.648659
5576973	42.897129	-89.275513
5575078	43.071850	-89.528540
5575083	43.063367	-88.576803
5575093	43.067024	-88.939747
5575097	43.057591	-88.229714
5575105	43.056324	-88.230192
5575771	43.004433	-88.146498
5575795	43.013695	-91.038016
5576448	42.927729	-87.907445
822500	42.934786	-88.467551
820800	42.880214	-88.573077
5577101	42.885465	-89.061165
5577116	42.871633	-88.063746
5577126	42.878870	-88.565932
5575826	43.010083	-91.093085
5575839	43.013616	-90.277522
5575841	43.013847	-90.083293
5575842	43.008688	-91.073647
5575857	43.001726	-88.447034
5575860	42.997932	-88.181109
5576499	42.940187	-89.401588
5576507	42.930717	-88.478892
5576806	42.902627	-88.603338
5576809	42.895497	-88.093893
5575139	43.065519	-90.765562
5575140	43.054124	-88.202850
5575178	43.053353	-88.321902
5575879	43.004869	-91.174886
5575893	42.998629	-88.455256
1179900	42.999274	-91.142737
824600	42.993982	-88.564463
5900	42.920156	-88.001895
770500	42.925759	-88.368342
5576546	42.917245	-87.861344
5576550	42.916910	-87.861229
5576552	42.924375	-88.341252
5576564	42.934313	-90.141116
5576573	42.921126	-88.361486
5576991	42.880492	-87.998316
5576994	42.881576	-88.068395
775500	43.052669	-88.467872
5575202	43.057672	-91.174192
5575203	43.056704	-88.734172
5575219	43.060011	-90.766138
5578541	42.744052	-88.124608
5578548	42.740275	-87.932744
5578553	42.741683	-88.014026
5578560	42.738055	-87.852277
5578571	42.750153	-88.713750
5578573	42.757087	-89.949786
5579360	42.688756	-90.913094
5579365	42.683291	-88.597953
5579373	42.676013	-88.129325
5579376	42.688748	-90.725502
5579419	42.676432	-88.589950
5577803	42.829502	-89.201847
5577806	42.812642	-87.906766
5577807	42.825742	-88.828682
5577833	42.819307	-88.494043
5578587	42.742601	-88.303783
5578588	42.739131	-88.059334
5578617	42.732301	-87.824671
5578621	42.748624	-91.000667
5578624	42.752812	-89.941334
5579420	42.676316	-88.594830
5579432	42.673417	-88.423043
5579436	42.684234	-90.026571
5579437	42.675584	-88.597391
5579443	42.683527	-90.105316
5579470	42.677036	-90.875005
5579476	42.677394	-90.836124
5577380	42.855979	-88.499365
5577385	42.852982	-88.275477
5577858	42.813769	-88.254206
5577864	42.825785	-90.242872
5577887	42.806358	-87.961340
818700	42.814184	-88.647039
5577897	42.810919	-88.329753
5578660	42.744461	-91.075444
5578684	42.746362	-89.593575
5578693	42.732041	-88.235406
5578694	42.734615	-88.413774
5579494	42.675186	-89.054359
5579532	42.665184	-88.446439
5577396	42.847794	-88.001540
5577403	42.853138	-88.399763
5577919	42.801255	-87.917428
5577929	42.805643	-88.229134
5578699	42.740142	-91.048498
5578703	42.734457	-88.462461
5578706	42.740355	-88.998669
5578707	42.734053	-88.441387
5578712	42.741620	-90.791625
5578743	42.735363	-88.876955
923300	42.700496	-90.073752
939600	42.672111	-90.286637
5577424	42.861504	-89.764179
5577430	42.850984	-88.454343
5577432	42.847661	-88.250248
768000	42.846963	-88.417586
5577436	42.842464	-87.956931
5577965	42.810656	-89.011294
5577982	42.811219	-90.701205
5577984	42.813079	-89.874361
5577987	42.792268	-87.823788
5578008	42.810964	-89.867066
5578749	42.730871	-88.529316
5579754	42.650143	-89.865987
921200	42.648917	-90.117125
5577445	42.859053	-89.547306
5578047	42.802863	-89.041627
5578061	42.785160	-87.839223
780000	42.731901	-88.942260
5579814	42.631581	-88.349376
5579815	42.635677	-88.751493
5579829	42.632386	-88.651521
5579831	42.636830	-89.064667
5579836	42.628304	-88.358733
781250	42.629612	-88.620965
5577457	42.859003	-89.914477
5578073	42.784524	-87.839313
1079800	45.456093	-89.457366
5520867	45.476139	-92.079881
5520873	45.494139	-89.616333
5521773	45.434204	-92.220555
5521794	45.454966	-90.195721
5522421	45.403520	-92.451277
5520885	45.493557	-89.677985
5520891	45.481861	-88.368032
5586940	44.121332	-90.098015
5585412	44.322248	-90.042332
5585434	44.314590	-88.885224
5585859	44.298237	-90.261336
5585893	44.297263	-90.093243
5585902	44.283728	-88.256242
5586291	44.197570	-90.417876
1687300	44.077815	-91.191889
1687800	44.074969	-91.139386
5585458	44.318824	-90.020373
5585924	44.294912	-89.896495
5585945	44.291535	-90.593186
1318000	44.188925	-90.304574
5586321	44.189611	-90.368657
5587343	44.071675	-91.196746
5587348	44.062687	-88.187327
5587351	44.070486	-91.138395
5587367	44.072092	-90.400520
5587372	44.064573	-88.703286
1676700	44.064811	-91.224342
5587374	44.071216	-90.276893
5585956	44.292113	-89.892532
5585957	44.292110	-90.094676
5586353	44.185678	-90.065380
5586371	44.180097	-90.595968
5586989	44.118448	-90.082877
5587020	44.116261	-90.088175
5587033	44.114860	-90.086137
5585493	44.316504	-90.087841
5585498	44.314746	-90.608809
5586422	44.174440	-90.291699
5586426	44.174086	-90.292401
5586432	44.173667	-90.270552
5586433	44.173583	-90.294626
5587395	44.060852	-91.213384
5587397	44.066443	-90.422748
5587405	44.057411	-88.709747
5585523	44.310470	-90.035384
5585983	44.280794	-88.871587
5585988	44.285240	-90.227347
5586461	44.171515	-90.357946
1337800	44.166372	-90.469404
5586868	44.126047	-90.102234
5586897	44.124294	-90.102657
5586898	44.124051	-90.083185
5585571	44.312005	-90.604281
5585575	44.313312	-90.086562
5585597	44.312471	-90.089541
5585992	44.270664	-88.247975
5585994	44.277555	-88.867842
5586002	44.279858	-90.559291
253500	44.266707	-88.868420
5586516	44.163275	-90.454601
5586525	44.162317	-90.352996
5587047	44.112991	-90.502690
5587052	44.113762	-90.087129
5587074	44.112301	-90.098599
5585615	44.311734	-90.192587
5585645	44.310167	-90.295470
5586018	44.271004	-90.487764
5586556	44.157960	-90.071985
5586566	44.154471	-90.570959
5586575	44.152868	-90.714610
1330600	44.102328	-90.461645
5587235	44.103028	-90.091235
5586020	44.268640	-90.815508
1723900	44.268106	-90.522371
5586033	44.264400	-90.816914
5586596	44.151448	-90.703688
5586612	44.150572	-90.699604
5586631	44.131129	-88.011759
5586902	44.123951	-90.105149
1726300	44.260368	-90.475185
5586644	44.144979	-90.701493
5587099	44.111061	-90.086440
5587103	44.110872	-90.085235
5587105	44.110367	-90.092929
1352800	44.109281	-90.090533
5587130	44.108405	-90.083996
5585689	44.302231	-91.206157
5588338	43.501488	-91.238642
5588345	43.492611	-91.221825
5588355	43.472645	-88.162020
5588359	43.477067	-88.630225
5587887	43.849398	-88.591198
5588381	43.467081	-88.627916
5588397	43.458168	-91.241208
5587423	44.059275	-90.417961
5587909	43.839742	-88.592675
1305200	43.840265	-90.110656
5587943	43.839207	-90.115381
5587953	43.837505	-90.114151
5588432	43.434883	-91.223608
5588689	43.182455	-90.543858
5588718	43.129837	-88.763640
5024583	44.041057	-88.594726
5587464	44.045155	-90.454873
5587962	43.828843	-89.288565
5587984	43.775763	-91.249867
5588464	43.426853	-91.218939
5588921	45.269579	-88.061289
5588925	45.264552	-90.660184
5587515	44.021465	-90.464763
5588001	43.757461	-91.234410
5588008	43.757199	-91.215589
5588010	43.755480	-91.212756
5588014	43.754005	-91.237165
5588016	43.753431	-91.237340
12700	43.407197	-88.018417
5588504	43.423306	-89.879728
9500	43.404441	-88.006032
5588939	45.161453	-90.864827
5587542	44.002640	-90.305217
5587552	43.997514	-90.670733
1663000	43.996160	-90.667362
5588073	43.726626	-91.207666
5588081	43.721089	-91.253408
5031546	43.419386	-91.214410
5588520	43.415521	-89.028020
22300	43.394065	-88.000850
5588790	42.897101	-88.682299
5588810	42.894553	-88.868204
5588838	42.552778	-88.060011
5588841	42.549713	-88.058294
5587574	43.994128	-90.264485
5587577	43.992510	-90.285491
5587598	43.987423	-90.268717
5588558	43.382064	-91.209315
5588560	43.379246	-91.200481
5588568	43.376306	-91.211623
5588587	43.366771	-88.624466
5588965	45.132371	-90.984564
5588986	45.120927	-90.884831
1301700	43.983517	-90.260639
5588140	43.647416	-89.577989
5588143	43.646207	-89.572724
5588153	43.642212	-89.578591
5588620	43.203139	-90.575332
5587665	43.970091	-91.337964
5587677	43.977040	-90.043157
5588159	43.639907	-89.339000
5588189	43.605393	-88.974725
5529000	45.179030	-90.270095
5529001	45.179111	-90.086224
5529018	45.175746	-89.172999
5529430	45.158182	-90.237861
5530056	45.132401	-89.173461
524000	45.120272	-88.202563
5530076	45.122028	-91.664391
349600	45.129000	-88.966196
5530477	45.117277	-90.419116
5502310	46.363872	-91.265835
5502320	46.350973	-92.030880
2791900	46.365650	-90.949390
5502325	46.368014	-90.488935
5502759	46.315463	-91.666365
5503167	46.283319	-91.369107
5503183	46.290157	-89.844836
2935600	46.288949	-90.579228
5503195	46.288787	-90.310391
5501885	46.416788	-90.753139
2783600	46.323230	-90.321541
5502793	46.323032	-90.052029
2900200	46.274270	-91.233204
5502991	46.306133	-90.312917
5501895	46.408443	-91.534596
2892500	46.412755	-91.082436
2771700	46.410951	-91.279364
5501929	46.400696	-91.855206
5502351	46.352441	-91.798085
2790200	46.313159	-91.209695
5502826	46.303266	-91.953398
5502830	46.308000	-91.571604
5502836	46.317834	-90.301821
5502839	46.318065	-90.402040
5502847	46.304946	-91.737324
5503098	46.297290	-89.940646
5503108	46.293031	-90.927890
2039400	46.295539	-89.938759
5501946	46.404004	-91.498677
5501974	46.405712	-90.997074
2600800	46.211756	-91.955916
5503304	46.279958	-89.918574
5503318	46.275696	-90.921034
5503336	46.277862	-89.848272
5503338	46.266736	-91.508898
2585000	46.269660	-91.202335
5504341	46.209280	-90.319040
2583400	46.270603	-91.025639
2694000	46.213913	-91.872198
2952800	46.246364	-89.732658
5504081	46.209938	-91.977568
5504494	46.199515	-90.149842
2686500	46.249821	-92.259236
2576100	46.237118	-91.404698
5503777	46.245633	-89.735495
5504112	46.220008	-91.061335
5504122	46.223806	-89.655417
2780300	46.197662	-89.645171
5503416	46.263169	-91.431347
2959700	46.237573	-89.606548
5504433	46.196536	-91.380410
5504436	46.184335	-92.157879
5503446	46.269522	-90.348845
2043000	46.268672	-89.903656
2577900	46.229980	-91.647593
2491800	46.227197	-91.834571
5503839	46.220443	-92.171759
1880500	46.221294	-89.944487
5504158	46.220749	-90.572774
2693400	46.205477	-91.921880
2784300	46.268190	-90.353861
5504179	46.219498	-90.609250
5504574	46.194920	-89.590314
5504579	46.193020	-90.779797
2944900	46.265299	-90.241405
5503876	46.237333	-90.183940
2310000	46.239772	-89.905632
1174200	46.236275	-90.339764
5504194	46.214191	-91.212727
5504205	46.200338	-92.125927
2307300	46.243837	-89.967910
5504217	46.210973	-91.198870
5504597	46.194119	-89.647948
2961600	46.213866	-89.617372
5504232	46.212535	-91.077557
5504246	46.215852	-89.698153
5504250	46.215627	-89.558702
2032100	46.208320	-90.126796
2475200	46.197813	-91.346072
5503559	46.255063	-91.181009
2601400	46.245971	-91.805647
2787700	46.257221	-90.801966
2583600	46.255395	-91.009420
5503572	46.259521	-90.370465
2958900	46.259264	-89.816411
1844300	46.233895	-90.021012
2778975	46.232640	-89.633787
5504261	46.205773	-91.513318
5504273	46.214726	-89.760595
5503599	46.257325	-90.092872
5503948	46.215087	-92.075182
5503962	46.232420	-89.569938
5504515	46.192935	-91.240670
5504517	46.190118	-91.402833
5503610	46.241268	-91.892147
2035400	46.228351	-90.984406
5503979	46.226211	-91.217215
5503996	46.231460	-89.611119
2459700	46.187895	-91.951298
5503655	46.244364	-91.382023
5503658	46.249414	-90.913463
5503674	46.251283	-89.712801
5505266	46.159019	-90.533837
5505620	46.140718	-90.540306
5504619	46.192920	-90.090775
5505273	46.155536	-90.941585
2336000	46.158949	-89.686451
2032800	46.158470	-90.168114
1857600	46.157001	-89.749595
2335700	46.140491	-89.699430
5504636	46.191308	-89.932439
5504639	46.188212	-90.902341
2035700	46.187491	-90.935570
5504991	46.173063	-90.640387
2037100	46.173966	-89.745368
5505299	46.153210	-91.091560
5504656	46.189583	-89.469453
2781200	46.172909	-89.590094
5505015	46.172209	-89.444205
5505018	46.164147	-91.448258
5505019	46.172766	-89.601323
2578900	46.161566	-91.651695
5505308	46.150931	-91.281105
2313100	46.154580	-90.089472
5505319	46.142430	-91.816449
5505672	46.137654	-89.409787
2302000	46.189143	-90.050437
5505037	46.170404	-89.305862
5505038	46.150004	-92.248605
5505337	46.155564	-90.448348
1628600	46.129365	-89.360814
2035100	46.187122	-89.893336
5505047	46.171899	-89.741237
5505048	46.169767	-89.259182
5505353	46.155406	-90.282967
1629500	46.125611	-89.284930
5505722	46.136503	-90.161180
5504739	46.171494	-91.821607
2772100	46.182880	-89.766644
2782500	46.183313	-89.447288
1629900	46.149313	-89.309074
5505416	46.139968	-91.707280
5505856	46.128122	-90.567060
5505858	46.127509	-89.352741
5539286	44.764287	-90.938837
5539732	44.726866	-92.234120
5569318	43.463450	-89.831251
1011600	43.460985	-89.493883
5512593	45.822569	-89.627914
5512929	45.805571	-89.287184
5512933	45.806655	-89.529377
5513281	45.764050	-92.576505
5513283	45.762643	-92.632037
5512271	45.807017	-92.651515
1996600	45.820593	-90.653078
5513309	45.791011	-89.525270
1132800	45.804348	-89.755130
5512984	45.804118	-89.532871
1131700	45.790571	-89.851644
678800	45.827794	-88.684270
5512327	45.817027	-92.012272
2643700	45.803803	-92.673640
5512333	45.833779	-89.693909
1979100	45.807001	-91.626198
2276700	45.801849	-90.742649
967700	45.802695	-89.732270
5513020	45.793185	-91.540003
2491100	45.809660	-92.071287
5512363	45.817119	-91.909418
5003997	45.833679	-89.696047
2685700	45.819090	-91.775905
5512727	45.801799	-91.867793
5512730	45.806367	-91.565832
5512740	45.816003	-89.760877
1140300	45.801133	-89.431071
658100	45.792191	-88.515903
2387200	45.773140	-91.369987
2650900	45.747163	-92.537228
5513598	45.768715	-91.592760
652900	45.771165	-88.566683
2682900	45.801007	-91.866318
2461500	45.787355	-92.416534
5512775	45.802572	-91.634588
5512780	45.782790	-92.693652
5513058	45.799232	-90.835479
5513440	45.777424	-88.564975
586500	45.801833	-88.377341
5513073	45.800016	-89.382931
2251400	45.798405	-90.465187
1534900	45.799128	-89.743762
1135400	45.778666	-89.596372
700300	45.826520	-88.979789
671300	45.822272	-88.792284
5512428	45.827375	-90.487851
2537200	45.781667	-92.015262
2651800	45.756426	-92.471917
5513665	45.759817	-92.029079
2683600	45.798377	-91.868894
5513454	45.763295	-92.241956
1981600	45.773727	-91.556848
2393700	45.773776	-91.501500
5513476	45.776144	-88.580407
5512449	45.824775	-91.002868
5512453	45.799477	-92.590871
982200	45.824674	-89.041049
5512471	45.822566	-88.873405
5004035	45.794555	-87.987159
5512824	45.782534	-92.619624
2496100	45.780957	-91.721667
1133300	45.776594	-89.700990
5512506	45.811120	-88.128588
1534200	45.812235	-89.764305
5512850	45.787180	-92.353284
5513169	45.797657	-90.235553
1131500	45.797184	-89.843940
1131400	45.796880	-89.843586
5513382	45.777597	-91.582303
5513383	45.788654	-90.063244
5513384	45.788600	-90.064879
1981300	45.777551	-91.548244
5513483	45.782094	-90.725229
5513495	45.753046	-92.657117
1611100	45.819088	-89.081582
1020400	45.800159	-89.308114
5513550	45.764318	-92.030834
1530100	45.778991	-89.998741
5512879	45.809981	-89.646290
5512896	45.792724	-91.949055
1979300	45.797285	-91.636924
2245500	45.807368	-90.207388
5513401	45.787984	-90.066980
2537300	45.769589	-92.025752
642800	45.767587	-88.116295
975700	45.781032	-89.636798
5512554	45.823678	-90.395769
5512555	45.824248	-90.180957
1953100	45.722386	-91.530553
5514887	45.701899	-92.644189
2479300	45.716780	-91.848233
1020200	45.774225	-89.488910
5513702	45.748732	-92.428543
5513714	45.769430	-91.208681
5514120	45.748029	-88.357730
5514542	45.711215	-92.751261
1877100	45.720796	-91.547795
5514907	45.731112	-90.453815
2238900	45.741590	-90.439728
1973600	45.734930	-91.315372
5514948	45.729651	-90.511307
5514958	45.711176	-92.104767
5514965	45.730137	-90.342066
2384700	45.797491	-91.339011
2535900	45.758886	-91.817618
1613700	45.769949	-89.058571
