WBIC	LAT	LON
5502220	46.370594	-91.554387
2754600	46.371299	-91.281040
5502679	46.334738	-90.292424
5502684	46.316057	-92.060015
5503291	46.280127	-90.469033
5501739	46.428466	-91.845613
5501751	46.426704	-91.813516
5502263	46.372941	-90.951351
5502268	46.365456	-91.548115
5502686	46.332730	-90.408648
5502706	46.325538	-91.295341
5502718	46.331138	-90.310642
2482000	46.318104	-91.688148
5501767	46.433733	-90.901431
5501775	46.432731	-90.834962
2802000	46.426044	-91.285870
2802200	46.426426	-91.250950
5501810	46.425383	-91.051102
5502280	46.363716	-91.556167
2798300	46.365929	-91.272429
2480300	46.318287	-91.579570
5502731	46.321879	-91.392536
5502733	46.329932	-90.461380
5502747	46.316634	-91.689054
5502748	46.324917	-90.968912
5503073	46.291954	-91.273574
2761500	46.297023	-89.928783
2787500	46.297890	-89.935417
2750600	46.318169	-91.433618
5502780	46.303563	-92.209553
5503160	46.292454	-89.850545
2586600	46.281504	-91.393431
5501852	46.421550	-90.709085
5501862	46.422777	-90.159966
5501864	46.419722	-90.777802
2796100	46.414457	-91.278004
5501874	46.416446	-90.978847
2892500	46.414576	-91.093099
5502797	46.322405	-90.023893
5502800	46.311865	-91.569766
5502802	46.305562	-91.952108
5501904	46.415229	-90.812411
5501921	46.402017	-91.812132
2792100	46.362688	-90.951747
5502811	46.319157	-90.677253
5502838	46.299368	-92.108211
5502851	46.310832	-91.268536
2948000	46.294956	-90.181868
5503113	46.296535	-89.850316
2472700	46.213127	-91.815969
5503345	46.277385	-89.912610
5503726	46.246955	-90.586350
5503730	46.230316	-92.031286
2431300	46.199659	-90.983853
1875000	46.209481	-90.007972
5503372	46.267695	-91.283053
2495600	46.231873	-91.689019
5503741	46.247671	-89.743052
5503743	46.247879	-90.073803
5503744	46.247600	-90.271206
1886400	46.225867	-89.936191
5504088	46.217744	-91.440131
5503394	46.269763	-90.874128
2891900	46.245712	-90.577202
5503786	46.238292	-91.268373
5504110	46.219203	-91.162361
5504117	46.219857	-91.060754
2311100	46.217677	-89.838390
2786100	46.270869	-90.594383
5503816	46.221078	-92.258337
5504133	46.223081	-89.550107
2578100	46.211249	-91.670393
2940300	46.276417	-90.145313
2585400	46.263330	-91.202211
5503451	46.260405	-91.428307
5503817	46.229640	-91.766214
5503837	46.233397	-91.355053
5504151	46.221806	-89.550918
5504550	46.195133	-89.337577
5503473	46.253749	-91.797287
5503847	46.240339	-89.698231
5503851	46.223032	-91.984972
2501300	46.225039	-91.655704
5503872	46.233752	-91.043662
2306800	46.219336	-90.036835
5503508	46.259914	-91.067159
2917400	46.261121	-90.825533
5503515	46.264515	-89.854754
5503520	46.250032	-91.803031
5503521	46.260383	-90.943301
2309400	46.236629	-89.946562
2303100	46.264039	-90.079049
5503901	46.227036	-91.497087
2489300	46.253339	-91.287839
5503910	46.218766	-92.009381
5503915	46.236215	-90.064171
2297900	46.228386	-90.009012
2579600	46.219535	-91.796968
2576700	46.208944	-91.317841
2960000	46.211807	-89.568868
5504384	46.203954	-90.904638
5503555	46.239383	-92.201492
2580900	46.218917	-91.831829
5504254	46.201862	-91.822602
5504263	46.210994	-91.076205
2292500	46.213778	-90.277432
2479800	46.188847	-91.723662
5504447	46.197554	-91.238056
5504459	46.183330	-92.143213
5503588	46.254245	-90.953186
2732800	46.250777	-91.099639
2786500	46.257534	-90.116541
5503603	46.253636	-90.939096
5503954	46.232742	-89.630216
5503970	46.223692	-91.465990
5504276	46.212310	-90.735300
5504284	46.214263	-90.088083
5504288	46.214082	-89.755487
2588000	46.246138	-91.539318
2897300	46.246426	-91.145367
2302600	46.232518	-90.065652
5504302	46.210781	-89.408045
5504308	46.212236	-89.755465
2934600	46.251815	-90.634142
2303500	46.259862	-90.026029
2579400	46.240563	-91.751302
5504016	46.225211	-91.119583
2034000	46.202541	-90.031075
5503651	46.247112	-91.237665
2754500	46.250021	-89.817192
5503665	46.250877	-89.647352
5503677	46.237694	-91.780684
2313900	46.160085	-90.095888
5505267	46.141213	-91.941650
1848600	46.141944	-90.119901
5505618	46.141858	-90.015299
2431200	46.188382	-90.960774
5504965	46.175683	-89.833630
5505291	46.155353	-89.135250
2044200	46.141044	-90.098172
5505636	46.139738	-90.523515
5504992	46.161850	-91.716191
5504998	46.174326	-90.286779
1858900	46.167151	-90.985938
2314300	46.172530	-90.032104
5505654	46.138167	-90.639850
5504675	46.178652	-91.619807
5505016	46.172793	-89.586002
1630000	46.154131	-89.305049
5505323	46.155777	-90.553667
5505668	46.139469	-89.865726
1871700	46.137605	-90.124073
2324400	46.138742	-89.886412
5504687	46.177678	-91.626086
5504696	46.186727	-89.295966
5504709	46.187472	-90.290613
2479100	46.157304	-91.692043
5505039	46.169783	-89.229499
1631900	46.135965	-89.114981
1859100	46.122387	-91.240128
5505786	46.128837	-89.263630
5505072	46.166659	-90.970072
2335500	46.150863	-89.695117
1003200	46.150848	-89.226637
5003170	46.135757	-89.976513
5505740	46.133616	-89.350433
5505079	46.149868	-92.151449
5505085	46.168022	-90.555977
5505841	46.128688	-90.566055
5504767	46.184534	-89.996848
2035300	46.184388	-89.894366
5505100	46.165248	-90.941946
5505103	46.163111	-91.170955
5505403	46.152885	-89.837727
5505420	46.150108	-89.413973
5505860	46.128174	-90.562742
2336100	46.159572	-89.664395
2782800	46.166440	-89.521620
2029000	46.144706	-91.199828
2031100	46.133233	-89.412374
1179900	46.130798	-89.212137
5504813	46.171340	-91.585586
5504825	46.175439	-91.170118
5504834	46.176571	-91.098461
2038100	46.162379	-91.057831
5505150	46.147548	-92.010520
5505468	46.145305	-91.018543
1885000	46.180313	-89.999758
5504855	46.171425	-91.472542
2761300	46.162997	-89.447530
2037700	46.164863	-89.722231
2037600	46.164267	-89.760277
5505476	46.127244	-92.229948
2327200	46.137903	-89.903978
1179900	46.132655	-89.219703
2782600	46.178711	-89.444877
2574200	46.174056	-91.149192
2406900	46.176813	-90.618604
5504886	46.177951	-89.682242
1863800	46.163347	-90.125040
2036500	46.159502	-90.945224
1864700	46.139786	-89.729683
2324400	46.130955	-89.982222
5505216	46.163067	-90.005588
2038000	46.157722	-91.086637
1866000	46.134956	-90.532879
5504930	46.177028	-89.681108
2699200	46.163431	-91.717397
5506473	46.082669	-91.381233
1861200	46.069441	-89.769116
5506902	46.068700	-89.377963
5506908	46.059324	-91.596274
2324400	46.125971	-90.036836
5506487	46.088576	-90.686726
5506488	46.089343	-89.465773
5506489	46.090346	-89.780537
5506490	46.088583	-90.667200
5506491	46.088351	-90.664746
2031000	46.089397	-89.545851
5505923	46.121656	-90.966080
2324400	46.120622	-89.689648
5505932	46.120032	-90.963559
5506511	46.087899	-89.414949
2333500	46.089283	-89.666237
5506537	46.079501	-91.435786
5506540	46.086649	-89.396917
5506941	46.067476	-89.528892
5505966	46.121821	-89.363421
5506564	46.080084	-91.281249
5506569	46.086816	-90.251312
5506978	46.065788	-90.471559
5506595	46.083977	-90.602788
5507126	46.055278	-89.308710
2014500	46.056386	-89.761159
5505994	46.121981	-89.941093
5506215	46.100345	-91.364628
2563400	46.070706	-91.768268
5506625	46.081335	-90.848443
2324400	46.084151	-90.027996
1173600	46.079974	-89.214762
5506026	46.103625	-91.961842
5506032	46.103218	-91.971833
5506220	46.104718	-90.842228
5506241	46.102684	-90.864819
1865700	46.062000	-90.373513
5507036	46.051490	-91.587775
5507044	46.054936	-91.273552
5507047	46.045332	-91.944507
5507055	46.050873	-91.510694
5506043	46.118907	-90.430430
2690200	46.099633	-92.093302
5506051	46.112567	-91.231018
5507153	46.051287	-88.979844
5506259	46.088118	-91.962467
5506713	46.079771	-89.606274
5507176	46.052697	-89.342559
5507194	46.046190	-91.322508
5507196	46.053392	-89.855661
5507197	46.044739	-91.412840
5506261	46.087772	-91.958154
5506262	46.104552	-90.231758
1173700	46.077264	-89.218890
5506291	46.100049	-89.275793
5506305	46.101276	-89.588611
2496400	46.082407	-91.955650
1621700	46.049651	-89.340932
2502700	46.083510	-91.822693
5506772	46.076598	-90.252538
5506791	46.075721	-90.258463
5506797	46.072977	-89.214065
2338900	46.113979	-89.635105
2418900	46.090564	-91.169296
5506370	46.091607	-88.968358
2491900	46.060031	-91.723714
2567300	46.040891	-91.957932
2324400	46.114121	-90.042471
5506131	46.112267	-89.418706
5506143	46.103834	-91.423554
5506144	46.106743	-91.099482
5506147	46.111554	-89.532549
2031400	46.092080	-89.403705
5506405	46.092234	-90.581849
2420700	46.070395	-90.864011
5506830	46.072853	-89.614764
2435400	46.066580	-91.244857
2399800	46.069739	-90.686495
5506159	46.108394	-90.822274
5506408	46.084278	-91.460690
5506426	46.092352	-89.806077
5506855	46.072035	-89.614303
5516559	45.650781	-92.503294
5516567	45.652681	-92.404765
5516585	45.676370	-90.488563
5516816	45.669011	-89.954393
1970400	45.649302	-92.031560
5516155	45.672686	-92.070330
5516158	45.691331	-89.905185
5516164	45.690642	-90.442591
5516169	45.679794	-91.626967
5516179	45.681029	-88.476229
5516598	45.660451	-91.928799
5516926	45.659833	-88.993302
5516198	45.666054	-92.360205
5516215	45.688911	-90.482046
5516220	45.674992	-91.774521
1125600	45.673734	-89.454937
5516650	45.673943	-90.508513
1022100	45.671483	-89.257553
5517055	45.643141	-91.986559
5515763	45.703394	-90.390405
5515769	45.690275	-91.783929
1961000	45.692339	-91.592865
1965800	45.690712	-91.700416
5516260	45.686240	-89.248509
5516261	45.682532	-88.823528
5516267	45.685392	-89.184651
5516676	45.652675	-92.199470
1964100	45.651964	-91.606783
5516275	45.678167	-91.484751
5516698	45.663168	-91.479564
5516985	45.641257	-92.204470
2528100	45.683872	-92.091126
5515820	45.699662	-89.137437
2384000	45.696520	-91.208191
5515841	45.688022	-91.819626
1122100	45.701138	-89.589927
5517922	45.619150	-89.363656
5517925	45.619898	-90.443278
5518456	45.598415	-90.080789
1569600	45.608985	-89.332786
5517955	45.618800	-89.644610
1520600	45.618734	-89.884843
623900	45.604075	-88.271394
5518469	45.563030	-92.822238
1120800	45.654758	-89.684589
2375900	45.631528	-91.180824
5517546	45.608606	-92.585021
5518004	45.603054	-91.780108
5517231	45.627913	-92.404452
2659400	45.614271	-92.122834
632900	45.621269	-88.266602
594800	45.622656	-88.241217
5518009	45.615714	-89.617814
5517235	45.652768	-90.290514
5517603	45.609426	-92.406786
1568200	45.632956	-89.375632
1885900	45.581133	-91.428983
5518673	45.563646	-92.467286
5518674	45.566162	-92.337357
512300	45.582478	-88.708575
5518691	45.581427	-91.400542
578500	45.645901	-88.826541
2239800	45.648925	-90.459623
5518086	45.604157	-88.580213
5518087	45.608335	-88.970411
5518096	45.611270	-89.411349
2111700	45.578515	-91.452023
630800	45.574734	-88.289922
1517500	45.585326	-89.653746
5518776	45.560857	-92.407496
5517278	45.625119	-92.440674
1120900	45.650654	-89.689784
2635200	45.598687	-92.693761
5517669	45.608016	-92.345406
5518131	45.579351	-92.693842
1005300	45.608166	-89.526529
5518144	45.593074	-87.985343
5518524	45.574881	-92.172670
5518536	45.585059	-91.487869
5518537	45.576098	-92.048384
5517308	45.645025	-88.912973
5517309	45.636550	-91.757732
5517326	45.623377	-92.446314
5517678	45.627621	-89.029044
2483100	45.586766	-92.369022
5518175	45.607232	-89.319874
5517346	45.630694	-92.023936
2469800	45.626130	-92.087115
5518797	45.564954	-92.170748
5517372	45.621037	-92.437663
5517386	45.637872	-88.612547
1833100	45.634079	-91.575777
1840100	45.613742	-91.643679
5517726	45.603668	-92.427686
608800	45.616543	-88.365063
1567800	45.627721	-89.415043
561200	45.584169	-88.470765
5518578	45.581852	-91.648492
562800	45.634494	-88.471596
5517753	45.623956	-88.982901
5517761	45.608631	-92.104744
1939500	45.614756	-91.653986
1939600	45.614672	-91.659899
2370700	45.637638	-91.246448
5517427	45.630337	-91.757492
5517436	45.641210	-89.366666
5517787	45.616119	-88.493375
512600	45.618541	-88.673556
5517811	45.603077	-92.215309
5518262	45.604836	-89.623874
5518267	45.591430	-91.778075
5518271	45.579897	-92.383207
5518290	45.591002	-88.281474
1939800	45.612587	-91.658169
1882800	45.580805	-92.039971
5518305	45.578844	-92.379116
5518589	45.592201	-90.492726
634800	45.569006	-87.845179
5517833	45.618550	-91.189601
5517836	45.612907	-91.651654
5517837	45.599079	-92.424408
1019400	45.621664	-89.519019
5517855	45.612208	-91.651451
995000	45.614021	-89.430384
572600	45.596896	-88.768715
5518313	45.585283	-91.991011
5518319	45.602019	-89.453993
568400	45.593823	-88.585797
5518331	45.571109	-92.684078
1008200	45.599521	-89.570411
5518339	45.602090	-90.283089
406600	45.583609	-88.997663
5518723	45.555320	-92.771926
5518727	45.588538	-89.818022
5518745	45.587923	-89.925783
1950900	45.642150	-90.340731
5517863	45.614617	-88.595957
5517867	45.597103	-92.427224
5517871	45.597313	-92.418037
2520800	45.574013	-92.508518
1577500	45.598181	-89.109529
5518353	45.601685	-89.813820
2522500	45.571144	-92.640524
2628500	45.570933	-92.392554
5518499	45.572133	-92.363230
5518501	45.596395	-89.748703
1112300	45.640822	-89.453871
2455800	45.612093	-92.591532
5512104	45.841485	-89.017246
5511081	45.895475	-90.433646
2392800	45.854622	-91.472332
5511728	45.837790	-92.456638
2277900	45.890984	-90.723554
977500	45.870318	-89.624800
5511741	45.860476	-90.812684
1996900	45.862095	-89.940710
1610800	45.846955	-89.081334
5511106	45.890622	-89.051765
2547700	45.872657	-92.161788
5511115	45.893638	-89.782247
5511126	45.892942	-90.186237
5003819	45.891677	-90.043405
5511776	45.852068	-91.478439
5511789	45.858527	-90.693974
5512118	45.844567	-89.774557
5511796	45.853212	-91.268662
2655800	45.819249	-92.286795
5511185	45.860578	-92.595669
5511856	45.854286	-90.791162
5511195	45.886298	-89.196761
5511203	45.870088	-92.018130
5511212	45.875537	-91.711609
602400	45.859080	-88.101235
5511506	45.872419	-89.182045
5511511	45.844513	-92.652092
5511527	45.861091	-91.767752
1535300	45.855933	-89.864523
2685200	45.839790	-91.824744
1145000	45.886280	-89.833796
591400	45.800681	-88.826241
5512921	45.779538	-92.562327
5512246	45.837940	-90.375383
5512259	45.823553	-91.802771
2714400	45.826069	-91.622172
5512932	45.807255	-90.283396
