"id"	"time.start"	"time.end"	"variable"	"file.name"
"nhd_10596466"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_10596466_19800101.20891231_vgrd10m.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_10596502_19800101.20891231_airtemp.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_10596502_19800101.20891231_apcpsfc.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_10596502_19800101.20891231_dlwrfsfc.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_10596502_19800101.20891231_dswrfsfc.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_10596502_19800101.20891231_pressfc.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_10596502_19800101.20891231_relhum.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_10596502_19800101.20891231_ugrd10m.RData"
"nhd_10596502"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_10596502_19800101.20891231_vgrd10m.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_10596552_19800101.20891231_airtemp.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_10596552_19800101.20891231_apcpsfc.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_10596552_19800101.20891231_dlwrfsfc.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_10596552_19800101.20891231_dswrfsfc.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_10596552_19800101.20891231_pressfc.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_10596552_19800101.20891231_relhum.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_10596552_19800101.20891231_ugrd10m.RData"
"nhd_10596552"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_10596552_19800101.20891231_vgrd10m.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_10597310_19800101.20891231_airtemp.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_10597310_19800101.20891231_apcpsfc.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_10597310_19800101.20891231_dlwrfsfc.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_10597310_19800101.20891231_dswrfsfc.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_10597310_19800101.20891231_pressfc.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_10597310_19800101.20891231_relhum.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_10597310_19800101.20891231_ugrd10m.RData"
"nhd_10597310"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_10597310_19800101.20891231_vgrd10m.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_10597314_19800101.20891231_airtemp.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_10597314_19800101.20891231_apcpsfc.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_10597314_19800101.20891231_dlwrfsfc.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_10597314_19800101.20891231_dswrfsfc.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_10597314_19800101.20891231_pressfc.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_10597314_19800101.20891231_relhum.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_10597314_19800101.20891231_ugrd10m.RData"
"nhd_10597314"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_10597314_19800101.20891231_vgrd10m.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1096982_19800101.20891231_airtemp.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1096982_19800101.20891231_apcpsfc.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1096982_19800101.20891231_dlwrfsfc.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1096982_19800101.20891231_dswrfsfc.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1096982_19800101.20891231_pressfc.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1096982_19800101.20891231_relhum.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1096982_19800101.20891231_ugrd10m.RData"
"nhd_1096982"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1096982_19800101.20891231_vgrd10m.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1097288_19800101.20891231_airtemp.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1097288_19800101.20891231_apcpsfc.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1097288_19800101.20891231_dlwrfsfc.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1097288_19800101.20891231_dswrfsfc.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1097288_19800101.20891231_pressfc.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1097288_19800101.20891231_relhum.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1097288_19800101.20891231_ugrd10m.RData"
"nhd_1097288"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1097288_19800101.20891231_vgrd10m.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1097324_19800101.20891231_airtemp.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1097324_19800101.20891231_apcpsfc.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1097324_19800101.20891231_dlwrfsfc.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1097324_19800101.20891231_dswrfsfc.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1097324_19800101.20891231_pressfc.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1097324_19800101.20891231_relhum.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1097324_19800101.20891231_ugrd10m.RData"
"nhd_1097324"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1097324_19800101.20891231_vgrd10m.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098396_19800101.20891231_airtemp.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098396_19800101.20891231_apcpsfc.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098396_19800101.20891231_dlwrfsfc.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098396_19800101.20891231_dswrfsfc.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098396_19800101.20891231_pressfc.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098396_19800101.20891231_relhum.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098396_19800101.20891231_ugrd10m.RData"
"nhd_1098396"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098396_19800101.20891231_vgrd10m.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098568_19800101.20891231_airtemp.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098568_19800101.20891231_apcpsfc.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098568_19800101.20891231_dlwrfsfc.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098568_19800101.20891231_dswrfsfc.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098568_19800101.20891231_pressfc.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098568_19800101.20891231_relhum.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098568_19800101.20891231_ugrd10m.RData"
"nhd_1098568"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098568_19800101.20891231_vgrd10m.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098608_19800101.20891231_airtemp.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098608_19800101.20891231_apcpsfc.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098608_19800101.20891231_dlwrfsfc.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098608_19800101.20891231_dswrfsfc.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098608_19800101.20891231_pressfc.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098608_19800101.20891231_relhum.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098608_19800101.20891231_ugrd10m.RData"
"nhd_1098608"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098608_19800101.20891231_vgrd10m.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098628_19800101.20891231_airtemp.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098628_19800101.20891231_apcpsfc.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098628_19800101.20891231_dlwrfsfc.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098628_19800101.20891231_dswrfsfc.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098628_19800101.20891231_pressfc.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098628_19800101.20891231_relhum.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098628_19800101.20891231_ugrd10m.RData"
"nhd_1098628"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098628_19800101.20891231_vgrd10m.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098766_19800101.20891231_airtemp.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098766_19800101.20891231_apcpsfc.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098766_19800101.20891231_dlwrfsfc.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098766_19800101.20891231_dswrfsfc.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098766_19800101.20891231_pressfc.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098766_19800101.20891231_relhum.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098766_19800101.20891231_ugrd10m.RData"
"nhd_1098766"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098766_19800101.20891231_vgrd10m.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098804_19800101.20891231_airtemp.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098804_19800101.20891231_apcpsfc.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098804_19800101.20891231_dlwrfsfc.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098804_19800101.20891231_dswrfsfc.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098804_19800101.20891231_pressfc.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098804_19800101.20891231_relhum.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098804_19800101.20891231_ugrd10m.RData"
"nhd_1098804"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098804_19800101.20891231_vgrd10m.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098898_19800101.20891231_airtemp.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098898_19800101.20891231_apcpsfc.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098898_19800101.20891231_dlwrfsfc.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098898_19800101.20891231_dswrfsfc.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098898_19800101.20891231_pressfc.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098898_19800101.20891231_relhum.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098898_19800101.20891231_ugrd10m.RData"
"nhd_1098898"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098898_19800101.20891231_vgrd10m.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098900_19800101.20891231_airtemp.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098900_19800101.20891231_apcpsfc.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098900_19800101.20891231_dlwrfsfc.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098900_19800101.20891231_dswrfsfc.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098900_19800101.20891231_pressfc.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098900_19800101.20891231_relhum.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098900_19800101.20891231_ugrd10m.RData"
"nhd_1098900"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098900_19800101.20891231_vgrd10m.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098904_19800101.20891231_airtemp.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098904_19800101.20891231_apcpsfc.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098904_19800101.20891231_dlwrfsfc.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098904_19800101.20891231_dswrfsfc.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098904_19800101.20891231_pressfc.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098904_19800101.20891231_relhum.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098904_19800101.20891231_ugrd10m.RData"
"nhd_1098904"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098904_19800101.20891231_vgrd10m.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098942_19800101.20891231_airtemp.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098942_19800101.20891231_apcpsfc.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098942_19800101.20891231_dlwrfsfc.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098942_19800101.20891231_dswrfsfc.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098942_19800101.20891231_pressfc.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098942_19800101.20891231_relhum.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098942_19800101.20891231_ugrd10m.RData"
"nhd_1098942"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098942_19800101.20891231_vgrd10m.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098954_19800101.20891231_airtemp.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098954_19800101.20891231_apcpsfc.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098954_19800101.20891231_dlwrfsfc.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098954_19800101.20891231_dswrfsfc.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098954_19800101.20891231_pressfc.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098954_19800101.20891231_relhum.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098954_19800101.20891231_ugrd10m.RData"
"nhd_1098954"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098954_19800101.20891231_vgrd10m.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098968_19800101.20891231_airtemp.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098968_19800101.20891231_apcpsfc.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098968_19800101.20891231_dlwrfsfc.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098968_19800101.20891231_dswrfsfc.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098968_19800101.20891231_pressfc.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098968_19800101.20891231_relhum.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098968_19800101.20891231_ugrd10m.RData"
"nhd_1098968"	"1980-01-01"	"2089-12-31"	"vgrd10m"	"GENMOM_nhd_1098968_19800101.20891231_vgrd10m.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"airtemp"	"GENMOM_nhd_1098974_19800101.20891231_airtemp.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"apcpsfc"	"GENMOM_nhd_1098974_19800101.20891231_apcpsfc.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"dlwrfsfc"	"GENMOM_nhd_1098974_19800101.20891231_dlwrfsfc.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"dswrfsfc"	"GENMOM_nhd_1098974_19800101.20891231_dswrfsfc.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"pressfc"	"GENMOM_nhd_1098974_19800101.20891231_pressfc.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"relhum"	"GENMOM_nhd_1098974_19800101.20891231_relhum.RData"
"nhd_1098974"	"1980-01-01"	"2089-12-31"	"ugrd10m"	"GENMOM_nhd_1098974_19800101.20891231_ugrd10m.RData"
