"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","id"
"MN040-451356093573201",45.2321873,-93.9591434,4250250
"MN040-451414093565501",45.2371873,-93.9488653,4250250
"MN040-451421093572301",45.2391318,-93.9566435,4250250
"MN040-451421093572302",45.2391318,-93.9566435,4250250
"MN040-451426093560801",45.2405205,-93.9358093,4250250
"MN040-451427093571301",45.2407984,-93.9538656,4250250
"MN040-451433093555901",45.242465,-93.9333093,4250250
"MN040-451354093493001",45.2316308,-93.8252492,4250260
"MN040-451315093562701",45.2207982,-93.9410868,4250278
"MN040-451321093562801",45.2224649,-93.9413646,4250278
"MN040-451255093514101",45.215242,-93.8616391,4250290
"MN040-451255093515001",45.215242,-93.8641392,4250290
"MN040-451255093515901",45.2152421,-93.8666393,4250290
"MN040-451301093512201",45.2169087,-93.8563612,4250290
"MN040-451301093504601",45.2169086,-93.8463608,4250298
"MN040-451242093504601",45.2116308,-93.8463607,4250310
"MN040-451216093503601",45.2044085,-93.8435826,4250322
"MN040-451222093525801",45.2060754,-93.8830286,4250324
"MN040-451212093433801",45.2032969,-93.7274669,4250328
"MN040-451014093444401",45.1705189,-93.7458006,4250418
"MN040-451021093441701",45.1724634,-93.7383003,4250418
"MN040-451038093435801",45.1771856,-93.7330223,4250418
"MN040-451047093450101",45.1796856,-93.7505231,4250418
"MN040-451033093454301",45.1757967,-93.7621902,4250422
"MN040-451017093413201",45.1713525,-93.6924649,4250426
"MN040-451030093411301",45.1749637,-93.6871869,4250426
"MN040-451036093415901",45.1766303,-93.6999653,4250426
"MN040-450914093542201",45.153853,-93.9063614,4250428
"MN040-451018093540401",45.1716309,-93.9013617,4250428
"MN040-451019093525701",45.1719085,-93.88275,4250428
"MN040-450940093563901",45.1610755,-93.9444185,4250438
"MN040-450947093570701",45.16302,-93.9521966,4250438
"MN040-450855093445301",45.1485743,-93.7483003,4250446
"MN040-450909093444401",45.1524633,-93.7458003,4250446
"MN040-450855093510401",45.1485749,-93.8513594,4250456
"MN040-450901093454301",45.1502411,-93.7621897,4250458
"MN040-450901093532701",45.1502418,-93.891083,4250464
"MN040-450825093544201",45.1402418,-93.9119168,4250470
"MN040-450825093550901",45.1402418,-93.919417,4250470
"MN040-450831093544201",45.1419085,-93.9119169,4250470
"MN040-450823093441901",45.1396855,-93.7388553,4250476
"MN040-450823093441902",45.1396855,-93.7388553,4250476
"MN040-450830093440901",45.1416299,-93.7360775,4250476
"MN040-450830093440902",45.1416299,-93.7360775,4250476
"MN040-450830093442701",45.1416299,-93.7410777,4250476
"MN040-450755093014401",45.1319111,-93.0291077,4250490
"MN040-450755093014402",45.1319111,-93.0291077,4250490
"MN040-450802093021101",45.1338555,-93.036608,4250490
"MN040-450714093501901",45.1205191,-93.8388584,4250500
"MN040-450706093473201",45.1182966,-93.7924679,4250508
"MN040-450703093074701",45.117466,-93.1299445,4250510
"MN040-450650093322001",45.1138529,-93.5391242,4250516
"MN040-450638093454501",45.1105187,-93.7627446,4250524
"MN040-450631093063001",45.1085772,-93.1085547,4250526
"MN040-450531093351701",45.0919081,-93.5882927,4250550
"MN040-450527093571201",45.0907971,-93.9535834,4250558
"MN040-450458093572001",45.0827415,-93.9558055,4250562
"MN040-450502093365301",45.0838524,-93.6149604,4250564
"MN040-450406093582301",45.068297,-93.9733056,4250568
"MN040-450413093584201",45.0702415,-93.9785836,4250568
"MN040-450419093590001",45.0719082,-93.9835838,4250568
"MN040-450419093590002",45.0719082,-93.9835838,4250568
"MN040-450426093580501",45.0738526,-93.9683056,4250568
"MN040-450439093583201",45.0774637,-93.9758059,4250568
"MN040-450446093582301",45.0794082,-93.9733059,4250568
"MN040-450429093492601",45.0746854,-93.8241347,4250576
"MN040-450307093392601",45.0519076,-93.6574618,4250586
"MN040-450324093395201",45.0566298,-93.6646843,4250586
"MN040-450334093394301",45.0594076,-93.6621843,4250586
"MN040-450359093404701",45.0663521,-93.6799629,4250586
"MN040-450403093044501",45.067466,-93.0793865,4250590
"MN040-450416093045701",45.0710771,-93.08272,4250590
"MN040-450417093045701",45.0713549,-93.08272,4250590
"MN040-450418093045801",45.0716326,-93.0829978,4250590
"MN040-450354093334201",45.0649636,-93.5619025,4250594
"MN040-450405093333201",45.0680192,-93.5591246,4250594
"MN040-450334093330501",45.059408,-93.5516242,4250602
"MN040-450334093355201",45.0594079,-93.598015,4250604
"MN040-450214093494301",45.0371852,-93.8288563,4250616
"MN040-450135093331401",45.0263522,-93.554124,4250622
"MN040-450135093332301",45.0263522,-93.5566241,4250622
"MN040-450143093333201",45.0285745,-93.5591242,4250622
"MN040-450148093334201",45.0299634,-93.5619022,4250622
"MN040-450156093332801",45.0321856,-93.5580131,4250622
"MN040-450201093334201",45.0335745,-93.5619022,4250622
"MN040-452746093405901",45.4627438,-93.6833005,4250850
"MN040-452741093201801",45.4613531,-93.3385637,4250854
"MN040-452622093453301",45.4394106,-93.7594155,4250856
"MN040-452709093251201",45.4524646,-93.4202327,4250858
"MN040-452427093085101",45.4074645,-93.1477241,4250870
"MN040-452346093420401",45.3960766,-93.7013565,4250880
"MN040-452346093420402",45.3960766,-93.7013565,4250880
"MN040-452221093072501",45.372465,-93.1238345,4250882
"MN040-452228093081101",45.3744093,-93.1366127,4250882
"MN040-452229093082101",45.3746871,-93.1393906,4250882
"MN040-452242093081001",45.3782982,-93.1363349,4250882
"MN040-452242093081901",45.3782982,-93.138835,4250882
"MN040-452249093084701",45.3802426,-93.146613,4250882
"MN040-452254093063201",45.3816316,-93.1091117,4250882
"MN040-452255093061501",45.3819094,-93.1043892,4250882
"MN040-452255093063401",45.3819094,-93.1096672,4250882
"MN040-452320093060801",45.3888537,-93.1024447,4250882
"MN040-452321093061101",45.3891315,-93.103278,4250882
"MN040-452354093055901",45.3982981,-93.0999446,4250882
"MN040-452331093371701",45.3919097,-93.6216301,4250886
"MN040-452205093150601",45.36802,-93.2518949,4250890
"MN040-452206093150301",45.3682978,-93.2510615,4250890
"MN040-452210093151301",45.3694089,-93.2538394,4250890
"MN040-452213093144801",45.3702422,-93.2468947,4250890
"MN040-452234093143301",45.3760756,-93.2427279,4250890
"MN040-452244093142301",45.3788533,-93.23995,4250890
"MN040-452309093135001",45.3857978,-93.2307829,4250892
"MN040-452309093135301",45.3857978,-93.2316163,4250892
"MN040-452323093124501",45.3896867,-93.2127267,4250892
"MN040-452336093135001",45.3932977,-93.2307829,4250892
"MN040-452341093134401",45.3946866,-93.2291162,4250892
"MN040-452341093134402",45.3946866,-93.2291162,4250892
"MN040-452343093133401",45.3952422,-93.2263383,4250892
"MN040-452402093120501",45.40052,-93.201615,4250892
"MN040-452403093115901",45.4007977,-93.1999484,4250892
"MN040-452404093120001",45.4010755,-93.2002261,4250892
"MN040-452422093120601",45.4060755,-93.2018929,4250892
"MN040-452514093104601",45.4205198,-93.1796697,4250892
"MN040-452524093105401",45.4232976,-93.181892,4250892
"MN040-452540093102801",45.427742,-93.1746695,4250892
"MN040-452545093103501",45.4291309,-93.176614,4250892
"MN040-452550093133501",45.4305197,-93.2266159,4250892
"MN040-452732093121001",45.4588528,-93.2030038,4250892
"MN040-452743093114601",45.4619083,-93.1963369,4250892
"MN040-452825093074501",45.4735748,-93.1293899,4250892
"MN040-452223093055901",45.3730206,-93.0999447,4250898
"MN040-452223093055902",45.3730206,-93.0999447,4250898
"MN040-452223093055903",45.3730206,-93.0999447,4250898
"MN040-452013093131601",45.3369093,-93.2213383,4250900
"MN040-452050093131801",45.347187,-93.2218938,4250900
"MN040-452151093121101",45.3641314,-93.203282,4250900
"MN040-451914093130901",45.3205205,-93.2193939,4250904
"MN040-451915093132201",45.3207983,-93.2230051,4250904
"MN040-451915093132501",45.3207982,-93.2238385,4250904
"MN040-451916093132001",45.321076,-93.2224495,4250904
"MN040-451917093132101",45.3213538,-93.2227273,4250904
"MN040-451918093132601",45.3216316,-93.2241163,4250904
"MN040-451920093131001",45.3221872,-93.2196716,4250904
"MN040-451920093131002",45.3221872,-93.2196716,4250904
"MN040-451927093131001",45.3241316,-93.2196716,4250904
"MN040-451846093141401",45.3127426,-93.2374501,4250908
"MN040-451846093142101",45.3127426,-93.2393947,4250908
"MN040-451846093142301",45.3127426,-93.2399502,4250908
"MN040-451846093142501",45.3127426,-93.2405058,4250908
"MN040-451851093141501",45.3141315,-93.2377279,4250908
"MN040-451856093141501",45.3155204,-93.2377279,4250908
"MN040-451857093141601",45.3157982,-93.2380057,4250908
"MN040-451912093142701",45.3199648,-93.2410614,4250908
"MN040-451821093122801",45.3057985,-93.2080046,4250910
"MN040-451828093122901",45.3077429,-93.2082824,4250910
"MN040-451832093124201",45.308854,-93.2118936,4250910
"MN040-451838093124101",45.3105206,-93.2116158,4250910
"MN040-451850093124401",45.3138539,-93.2124492,4250910
"MN040-451856093114801",45.3155207,-93.196893,4250910
"MN040-451859093113001",45.3163541,-93.1918928,4250910
"MN040-451816093195501",45.3044094,-93.332175,4250912
"MN040-451816093195901",45.3044094,-93.3332861,4250912
"MN040-451816093200301",45.3044094,-93.3343972,4250912
"MN040-451816093200801",45.3044094,-93.3357862,4250912
"MN040-451841093201701",45.3113538,-93.3382862,4250912
"MN040-451845093202101",45.3124649,-93.3393974,4250912
"MN040-451851093202501",45.3141316,-93.3405085,4250912
"MN040-451852093202701",45.3144093,-93.341064,4250912
"MN040-451855093203001",45.3152427,-93.3418974,4250912
"MN040-451857093202101",45.3157982,-93.3393973,4250912
"MN040-451651093124401",45.2807986,-93.2124493,4250914
"MN040-451621093142801",45.2724651,-93.2413393,4250916
"MN040-451648093143701",45.279965,-93.2438394,4250916
"MN040-451652093143901",45.2810761,-93.244395,4250916
"MN040-451653093144601",45.2813539,-93.2463395,4250916
"MN040-451653093144602",45.2813539,-93.2463395,4250916
"MN040-451653093144603",45.2813539,-93.2463395,4250916
"MN040-451653093144604",45.2813539,-93.2463395,4250916
"MN040-451653093144605",45.2813539,-93.2463395,4250916
"MN040-451653093144606",45.2813539,-93.2463395,4250916
"MN040-451559093121201",45.2663544,-93.2035601,4250918
"MN040-451607093131101",45.2685764,-93.2199496,4250918
"MN040-451609093131201",45.269132,-93.2202274,4250918
"MN040-451609093131401",45.269132,-93.220783,4250918
"MN040-451616093134901",45.2710763,-93.2305056,4250918
"MN040-451617093134401",45.2713541,-93.2291166,4250918
"MN040-451618093131101",45.271632,-93.2199496,4250918
"MN040-451619093132101",45.2719097,-93.2227275,4250918
"MN040-451619093132201",45.2719097,-93.2230053,4250918
"MN040-451620093131201",45.2721875,-93.2202274,4250918
"MN040-451620093134501",45.2721874,-93.2293944,4250918
"MN040-451621093125501",45.2724653,-93.215505,4250918
"MN040-451621093131001",45.2724653,-93.2196718,4250918
"MN040-451621093132601",45.2724653,-93.2241164,4250918
"MN040-451622093125801",45.2727431,-93.2163384,4250918
"MN040-451622093130801",45.2727431,-93.2191163,4250918
"MN040-451622093132801",45.272743,-93.224672,4250918
"MN040-451623093130201",45.2730209,-93.2174495,4250918
"MN040-451623093130701",45.2730209,-93.2188385,4250918
"MN040-451624093130101",45.2732986,-93.2171717,4250918
"MN040-451624093130501",45.2732986,-93.2182829,4250918
"MN040-451624093131701",45.2732986,-93.2216163,4250918
"MN040-451624093132601",45.2732986,-93.2241164,4250918
"MN040-451625093130101",45.2735764,-93.2171717,4250918
"MN040-451625093130501",45.2735764,-93.2182829,4250918
"MN040-451625093132401",45.2735764,-93.2235609,4250918
"MN040-451626093130201",45.2738542,-93.2174495,4250918
"MN040-451626093131301",45.2738542,-93.2205052,4250918
"MN040-451627093131801",45.2741319,-93.2218941,4250918
"MN040-451628093130801",45.2744097,-93.2191162,4250918
"MN040-451630093130501",45.2749653,-93.2182829,4250918
"MN040-451632093130501",45.2755208,-93.2182829,4250918
"MN040-451632093130502",45.2755208,-93.2182829,4250918
"MN040-451633093125701",45.2757986,-93.2160606,4250918
"MN040-451633093125901",45.2757986,-93.2166161,4250918
"MN040-451656093284401",45.2821874,-93.4791231,4250920
"MN040-451702093285301",45.2838541,-93.4816232,4250920
"MN040-451506093073101",45.2516331,-93.1255016,4250922
"MN040-451527093055501",45.2574667,-93.0988339,4250922
"MN040-451539093080801",45.2607996,-93.1357798,4250922
"MN040-451543093073101",45.2619108,-93.1255016,4250922
"MN040-451555093051401",45.2652445,-93.0874446,4250922
"MN040-451558093052001",45.2660778,-93.0891113,4250922
"MN040-451559093052201",45.2663555,-93.0896669,4250922
"MN040-451600093051901",45.2666333,-93.0888335,4250922
"MN040-451602093052101",45.2671889,-93.089389,4250922
"MN040-451604093051701",45.2677444,-93.0882779,4250922
"MN040-451605093054801",45.2680221,-93.0968894,4250922
"MN040-451622093090601",45.2727437,-93.1518914,4250922
"MN040-451653093094901",45.2813546,-93.1638363,4250922
"MN040-451656093051201",45.2821887,-93.0868889,4250922
"MN040-451701093101001",45.2835768,-93.1696699,4250922
"MN040-451715093094601",45.2874657,-93.1630029,4250922
"MN040-451716093055501",45.287744,-93.0988338,4250922
"MN040-451732093055901",45.2921884,-93.0999449,4250922
"MN040-451734093093101",45.2927435,-93.158836,4250922
"MN040-451735093051401",45.2930218,-93.0874445,4250922
"MN040-451742093072901",45.2949659,-93.1249459,4250922
"MN040-451746093052201",45.2960773,-93.0896668,4250922
"MN040-451746093073501",45.296077,-93.1266126,4250922
"MN040-451755093075801",45.2985769,-93.1330017,4250922
"MN040-451758093080401",45.2994102,-93.1346685,4250922
"MN040-451843093014301",45.3119109,-93.028831,4250922
"MN040-451844093015101",45.3121887,-93.0310533,4250922
"MN040-451846093015401",45.3127442,-93.0318867,4250922
"MN040-451908093051001",45.3188548,-93.0863332,4250922
"MN040-451917093012401",45.3213552,-93.023553,4250922
"MN040-451918093062901",45.3216324,-93.1082785,4250922
"MN040-451931093040201",45.3252437,-93.0674436,4250922
"MN040-452023093054601",45.3396878,-93.0963335,4250922
"MN040-452048093004501",45.3466326,-93.0127192,4250922
"MN040-452214093032101",45.3705209,-93.0560541,4250922
"MN040-452227093042501",45.3741318,-93.0738326,4250922
"MN040-452228093042101",45.3744096,-93.0727214,4250922
"MN040-452231093043201",45.3752429,-93.075777,4250922
"MN040-452232093030201",45.3755208,-93.0507761,4250922
"MN040-452232093042801",45.3755207,-93.0746659,4250922
"MN040-452235093042901",45.376354,-93.0749437,4250922
"MN040-452241093042901",45.3780207,-93.0749437,4250922
"MN040-451437093010401",45.2435787,-93.0179974,4250924
"MN040-451438093005201",45.2438566,-93.014664,4250924
"MN040-451439093004401",45.2441344,-93.0124417,4250924
"MN040-451221093152401",45.2057985,-93.2568948,4250928
"MN040-451322093045401",45.2227446,-93.0818885,4250930
"MN040-451416093020701",45.2377452,-93.035498,4250930
"MN040-451418093021301",45.2383007,-93.0371648,4250930
"MN040-451420093030301",45.2388561,-93.0510542,4250930
"MN040-451420093031201",45.2388561,-93.0535543,4250930
"MN040-450913093051501",45.1535775,-93.0877212,4250942
"MN040-450756093045701",45.1321885,-93.0827208,4250946
"MN040-450354093355301",45.0649635,-93.5982929,4250968
"MN040-450326093040801",45.0571881,-93.0691083,4250976
"MN040-450349093035001",45.0635771,-93.0641082,4250976
"MN040-450201093531801",45.0335742,-93.88858,4250978
"MN040-450232093524101",45.0421854,-93.8783022,4250978
"MN040-450238093525101",45.0438521,-93.88108,4250978
"MN040-450245093530001",45.0457965,-93.8835802,4250978
"MN040-450258093524301",45.0494077,-93.8788579,4250978
"MN040-450258093524302",45.0494077,-93.8788579,4250978
"MN040-450044093403801",45.0121851,-93.677462,4250990
"MN040-452406093235901",45.4016313,-93.3999544,4251032
"MN040-452407093234701",45.4019091,-93.396621,4251032
"MN040-452535093224601",45.4263534,-93.379676,4251032
"MN040-452537093233901",45.426909,-93.3943987,4251032
"MN040-452543093234701",45.4285757,-93.3966209,4251032
"MN040-452545093234501",45.4291312,-93.3960654,4251032
"MN040-452158094373201",45.3660749,-94.6258336,4251354
"MN040-452218094373301",45.3716305,-94.6261115,4251354
"MN040-452218094374701",45.3716305,-94.6300006,4251354
"MN040-452218094380201",45.3716305,-94.6341674,4251354
"MN040-452219094381501",45.3719083,-94.6377787,4251354
"MN040-452256094380501",45.3821861,-94.635001,4251354
"MN040-452257094380301",45.3824638,-94.6344455,4251354
"MN040-452303094374701",45.3841305,-94.6300009,4251354
"MN040-452309094355501",45.3857971,-94.5988887,4251354
"MN040-452322094351801",45.3894082,-94.5886106,4251354
"MN040-451859094412401",45.3163526,-94.6902793,4251408
"MN040-451859094412402",45.3163526,-94.6902793,4251408
"MN040-451938094423801",45.327186,-94.7108358,4251408
"MN040-451950094451401",45.3305195,-94.7541709,4251408
"MN040-451956094442801",45.3321861,-94.7413927,4251408
"MN040-451957094450501",45.3324639,-94.7516708,4251408
"MN040-452003094440101",45.3341306,-94.7338924,4251408
"MN040-452003094440102",45.3341306,-94.7338924,4251408
"MN040-452010094411501",45.3360749,-94.6877796,4251408
"MN040-452010094411502",45.3360749,-94.6877796,4251408
"MN040-452040094432001",45.3444084,-94.7225034,4251408
"MN040-452043094415901",45.3452416,-94.7000025,4251408
"MN040-452043094415902",45.3452416,-94.7000025,4251408
"MN040-452109094430401",45.3524639,-94.7180589,4251408
"MN040-451937094400101",45.3269082,-94.667223,4251410
"MN040-451924094573301",45.323298,-94.9594561,4251422
"MN040-451957094554201",45.3324646,-94.9286219,4251422
"MN040-452022094575101",45.3394092,-94.9644567,4251422
"MN040-451821094561001",45.3057979,-94.9363993,4251434
"MN040-451824094561101",45.3066312,-94.9366771,4251434
"MN040-451824094561102",45.3066312,-94.9366771,4251434
"MN040-451831094561101",45.3085756,-94.9366772,4251434
"MN040-451838094551501",45.31052,-94.921121,4251434
"MN040-451852094552401",45.3144089,-94.9236213,4251434
"MN040-451858094551501",45.3160756,-94.9211212,4251434
"MN040-451951094544601",45.3307978,-94.9130657,4251434
"MN040-452004094545601",45.334409,-94.9158436,4251434
"MN040-451925094521801",45.3235754,-94.8719529,4251456
"MN040-451925094521802",45.3235754,-94.8719529,4251456
"MN040-451925094522701",45.3235755,-94.874453,4251456
"MN040-451931094515901",45.3252421,-94.8666749,4251456
"MN040-451622094490801",45.2727417,-94.819172,4251580
"MN040-451635094495301",45.2763529,-94.8316725,4251580
"MN040-451353094543101",45.231353,-94.9088965,4251588
"MN040-451359094550801",45.2330197,-94.9191747,4251588
"MN040-451400094561501",45.2332976,-94.9377865,4251588
"MN040-451410094555601",45.2360753,-94.9325086,4251588
"MN040-451417094530701",45.2380196,-94.8855625,4251588
"MN040-451417094533501",45.2380196,-94.8933406,4251588
"MN040-451437094530601",45.2435752,-94.8852849,4251588
"MN040-451443094523901",45.2452419,-94.8777846,4251588
"MN040-451503094523001",45.2507974,-94.8752847,4251588
"MN040-451526094544801",45.2571865,-94.9136196,4251588
"MN040-451539094562101",45.2607977,-94.939454,4251588
"MN040-451558094552601",45.2660755,-94.9241757,4251588
"MN040-451605094543101",45.2680199,-94.9088974,4251588
"MN040-451605094551701",45.2680199,-94.9216757,4251588
"MN040-451613094535301",45.270242,-94.8983415,4251588
"MN040-451618094542101",45.271631,-94.9061196,4251588
"MN040-451622094535501",45.2727421,-94.8988972,4251588
"MN040-451455094583001",45.2485756,-94.9752883,4251590
"MN040-451501094584801",45.2502423,-94.9802886,4251590
"MN040-451508094583801",45.2521867,-94.9775107,4251590
"MN040-451508094584801",45.2521868,-94.9802886,4251590
"MN040-451508094585701",45.2521868,-94.9827887,4251590
"MN040-451514094581101",45.2538534,-94.9700105,4251590
"MN040-451521094590601",45.2557979,-94.9852889,4251590
"MN040-451521094590602",45.2557979,-94.9852889,4251590
"MN040-451521094590603",45.2557979,-94.9852889,4251590
"MN040-451534094582901",45.259409,-94.9750108,4251590
"MN040-451540094570701",45.2610756,-94.9522322,4251590
"MN040-451540094570702",45.2610756,-94.9522322,4251590
"MN040-451559094564901",45.2663533,-94.9472321,4251590
"MN040-451559094572501",45.2663534,-94.9572325,4251590
"MN040-451606094580201",45.2682979,-94.9675107,4251590
"MN040-451606094580202",45.2682979,-94.9675107,4251590
"MN040-451606094580203",45.2682979,-94.9675107,4251590
"MN040-451606094580204",45.2682979,-94.9675107,4251590
"MN040-451514094093901",45.2538537,-94.1610946,4251616
"MN040-451534094092901",45.2594093,-94.1583169,4251616
"MN040-451535094092701",45.2596871,-94.1577613,4251616
"MN040-451540094092901",45.261076,-94.1583169,4251616
"MN040-451400094132001",45.2332978,-94.2224847,4251618
"MN040-451406094131101",45.2349644,-94.2199847,4251618
"MN040-451406094131102",45.2349644,-94.2199847,4251618
"MN040-451425094121901",45.2402423,-94.20554,4251618
"MN040-451436094114501",45.2432979,-94.1960953,4251618
"MN040-451438094130701",45.2438534,-94.2188738,4251618
"MN040-451451094120201",45.2474646,-94.2008178,4251618
"MN040-451504094125001",45.2510757,-94.2141516,4251618
"MN040-451517094113601",45.2546869,-94.1935955,4251618
"MN040-451517094114501",45.2546869,-94.1960956,4251618
"MN040-451518094120401",45.2549646,-94.2013736,4251618
"MN040-451524094121401",45.2566313,-94.2041514,4251618
"MN040-451524094121402",45.2566313,-94.2041514,4251618
"MN040-451531094120501",45.2585758,-94.2016514,4251618
"MN040-451543094123301",45.2619091,-94.2094295,4251618
"MN040-451543094123302",45.2619091,-94.2094295,4251618
"MN040-451557094131201",45.2657979,-94.2202632,4251618
"MN040-451603094130301",45.2674646,-94.2177632,4251618
"MN040-451422094585801",45.2394089,-94.9830661,4251632
"MN040-451429094591601",45.2413534,-94.9880664,4251632
"MN040-451436094591601",45.2432978,-94.9880664,4251632
"MN040-451449094590701",45.246909,-94.9855664,4251632
"MN040-451455094590601",45.2485756,-94.9852887,4251632
"MN040-451455094590602",45.2485756,-94.9852887,4251632
"MN040-451409094572201",45.2357976,-94.9563984,4251634
"MN040-451442094571601",45.2449644,-94.9547319,4251634
"MN040-451454094563901",45.2482977,-94.9444538,4251634
"MN040-451454094563902",45.2482977,-94.9444538,4251634
"MN040-451430094522901",45.2416307,-94.8750066,4251640
"MN040-451353094532601",45.2313529,-94.8908403,4251660
"MN040-451308094151601",45.2188531,-94.2547076,4251680
"MN040-451327094163001",45.2241308,-94.2752638,4251680
"MN040-451336094135501",45.226631,-94.2322071,4251688
"MN040-451244094563101",45.2121863,-94.9422305,4251698
"MN040-451210094100801",45.2027422,-94.169149,4251712
"MN040-451215094292101",45.2041296,-94.489436,4251714
"MN040-451014094492801",45.1705189,-94.8247253,4251740
"MN040-451026094493801",45.1738523,-94.8275032,4251740
"MN040-451027094492801",45.1741301,-94.8247254,4251740
"MN040-451027094494701",45.1741301,-94.8300033,4251740
"MN040-451033094492901",45.1757968,-94.8250032,4251740
"MN040-451033094493801",45.1757968,-94.8275033,4251740
"MN040-451033094500501",45.1757968,-94.8350035,4251740
"MN040-451053094492901",45.1813523,-94.8250033,4251740
"MN040-451053094492902",45.1813523,-94.8250033,4251740
"MN040-451118094503401",45.1882969,-94.8430597,4251740
"MN040-451125094510101",45.1902414,-94.85056,4251740
"MN040-451125094512801",45.1902414,-94.8580603,4251740
"MN040-451143094502701",45.1952414,-94.8411153,4251740
"MN040-451145094500601",45.1957969,-94.8352818,4251740
"MN040-451145094500602",45.1957969,-94.8352818,4251740
"MN040-451145094501601",45.1957969,-94.8380597,4251740
"MN040-451149094500801",45.196908,-94.8358374,4251740
"MN040-451135094012501",45.1930205,-94.0238667,4251766
"MN040-451129094003001",45.1913538,-94.0085884,4251768
"MN040-451043094070501",45.1785755,-94.1183136,4251770
"MN040-451115094064701",45.1874645,-94.1133137,4251770
"MN040-450950094003901",45.1638536,-94.0110876,4251794
"MN040-450958094003501",45.1660758,-94.0099765,4251794
"MN040-451017094004801",45.1713536,-94.0135879,4251794
"MN040-450931094053101",45.1585755,-94.092201,4251822
"MN040-450931094053102",45.1585755,-94.092201,4251822
"MN040-450931094253501",45.1585741,-94.4266558,4251826
"MN040-450938094253501",45.1605186,-94.4266558,4251826
"MN040-450844094162501",45.1455192,-94.2738732,4251832
"MN040-450920094161101",45.1555193,-94.2699844,4251832
"MN040-450900094181001",45.1499635,-94.3030408,4251834
"MN040-450900094182001",45.1499635,-94.3058187,4251834
"MN040-450749094343901",45.1302404,-94.5777714,4251882
"MN040-450552094393101",45.0977404,-94.6588848,4251894
"MN040-450604094394001",45.1010737,-94.6613849,4251894
"MN040-450630094395901",45.108296,-94.666663,4251894
"MN040-450640094092901",45.1110749,-94.158313,4251924
"MN040-450558094321101",45.0994069,-94.5366584,4251934
"MN040-450650094323101",45.1138514,-94.5422144,4251934
"MN040-450547094181101",45.0963521,-94.3033175,4251942
"MN040-450646094175101",45.1127411,-94.297762,4251942
"MN040-450646094175102",45.1127411,-94.297762,4251942
"MN040-450603094235401",45.1007961,-94.3985984,4251970
"MN040-450518094120401",45.0882968,-94.2013695,4252020
"MN040-450518094121301",45.0882968,-94.2038696,4252020
"MN040-450322094222801",45.0560738,-94.3747079,4252042
"MN040-450327094223801",45.0574627,-94.3774858,4252042
"MN040-450328094223701",45.0577404,-94.377208,4252042
"MN040-450328094223702",45.0577404,-94.377208,4252042
"MN040-450328094231201",45.0577404,-94.3869306,4252042
"MN040-450329094232201",45.0580182,-94.3897085,4252042
"MN040-450335094230401",45.0596849,-94.3847083,4252042
"MN040-450335094233001",45.0596848,-94.3919308,4252042
"MN040-450342094235701",45.0616293,-94.399431,4252042
"MN040-450344094240701",45.0621848,-94.402209,4252042
"MN040-450348094212901",45.0632961,-94.3583186,4252042
"MN040-450355094210601",45.0652406,-94.3519296,4252042
"MN040-450355094235701",45.0652404,-94.3994311,4252042
"MN040-450355094240601",45.0652404,-94.4019312,4252042
"MN040-450355094241601",45.0652404,-94.404709,4252042
"MN040-450407094222801",45.0685738,-94.3747082,4252042
"MN040-450407094241001",45.0685737,-94.4030424,4252042
"MN040-450433094235301",45.075796,-94.3983202,4252042
"MN040-450435094203101",45.0763518,-94.3422072,4252042
"MN040-450435094203102",45.0763518,-94.3422072,4252042
"MN040-450437094215001",45.0769073,-94.3641524,4252042
"MN040-450440094220101",45.0777406,-94.367208,4252042
"MN040-450440094235401",45.0777405,-94.398598,4252042
"MN040-450441094204801",45.0780185,-94.3469296,4252042
"MN040-450441094220901",45.0780184,-94.3694304,4252042
"MN040-450447094214301",45.0796851,-94.3622079,4252042
"MN040-450447094214302",45.0796851,-94.3622079,4252042
"MN040-450453094231601",45.0813516,-94.3880422,4252042
"MN040-450453094231602",45.0813516,-94.3880422,4252042
"MN040-450453094232601",45.0813516,-94.39082,4252042
"MN040-450405094032401",45.0680192,-94.0569195,4252056
"MN040-450405094032402",45.0680192,-94.0569195,4252056
"MN040-450405094042001",45.0680191,-94.0724756,4252056
"MN040-450412094032401",45.0699636,-94.0569195,4252056
"MN040-450412094032402",45.0699636,-94.0569195,4252056
"MN040-450412094032403",45.0699636,-94.0569195,4252056
"MN040-450431094044801",45.0752414,-94.0802538,4252056
"MN040-450337094251901",45.0602403,-94.4222096,4252072
"MN040-450337094251902",45.0602403,-94.4222096,4252072
"MN040-450342094243501",45.0616292,-94.409987,4252072
"MN040-450342094243502",45.0616292,-94.409987,4252072
"MN040-450342094244401",45.0616292,-94.412487,4252072
"MN040-450343094253101",45.0619069,-94.425543,4252072
"MN040-450343094253102",45.0619069,-94.425543,4252072
"MN040-450343094253103",45.0619069,-94.425543,4252072
"MN040-450328094323901",45.05774,-94.5444358,4252100
"MN040-450318094261801",45.0549624,-94.4385989,4252102
"MN040-450224094150801",45.039963,-94.2524812,4252106
"MN040-450224094150802",45.039963,-94.2524812,4252106
"MN040-450243094150701",45.0452408,-94.2522036,4252106
"MN040-450244094152501",45.0455186,-94.2572037,4252106
"MN040-450323094150701",45.056352,-94.2522038,4252106
"MN040-450152094315301",45.0310732,-94.5316573,4252134
